card_subject_id	total_read_hits	R1_read_hits	R2_read_hits	mean_percent_identity	maximum_alignment_length	minimum_evalue	maximum_bitscore
gb|AML99881.1|ARO:3001327|MdtK	45	21	24	86.8711	50	4.99e-28	100.0000
gb|AVX52225.1|ARO:3004516|MCR-8.1	44	28	16	81.1182	41	6.65e-20	77.8000
gb|CDO13981.1|ARO:3003585|Kleb_PhoP_CST	44	24	20	92.7159	50	1.45e-31	105.0000
gb|AAG03547.1|ARO:3003680|TriB	43	26	17	81.8721	50	3.49e-20	78.2000
gb|ACH87088.1|ARO:3000196|tet(32)	43	22	21	98.2093	50	4.34e-32	112.0000
gb|CAC14594.1|ARO:3003055|smeD	43	21	22	86.9047	50	2.75e-26	95.1000
gb|NP_215079.1|ARO:3004955|Mtub_Rv0565_ETO	43	14	29	82.8860	49	6.36e-26	94.7000
gb|WP_140423314.1|ARO:3005865|OXA-645	43	26	17	96.3465	50	2.18e-31	106.0000
gb|AAF27727.1|ARO:3002602|aadA2	42	22	20	99.1429	50	5.17e-33	110.0000
gb|ABG77965.1|ARO:3004042|Eclo_acrA	42	19	23	93.0310	50	2.05e-29	103.0000
gb|CAL35145.1|ARO:3003789|Cjej_gyrA_FLO	42	19	23	82.9286	50	4.68e-27	98.2000
gb|AAG08162.1|ARO:3003582|basR	41	23	18	81.3317	47	1.5e-20	77.4000
gb|KAE9504908.1|ARO:3004873|Ngon_folP_SLF	41	20	21	82.9683	50	1.19e-23	86.7000
gb|APU52409.1|ARO:3004085|lnuG	40	19	21	97.0425	50	4.8e-32	108.0000
gb|BAE78082.1|ARO:3003550|mdtP	40	19	21	97.7950	50	4.65e-32	111.0000
gb|AAG05187.1|ARO:3005067|ParS	39	19	20	82.5821	50	8.89e-25	91.3000
gb|BAE78083.1|ARO:3003549|mdtO	39	20	19	96.2231	50	1.71e-29	105.0000
gb|CTQ57092.1|ARO:3004682|aadA27	39	22	17	96.7795	50	5.51e-33	110.0000
gb|CAD09250.1|ARO:3003382|Sent_soxR_MULT	38	18	20	85.2763	50	8.35e-33	107.0000
gb|EGE18576.1|ARO:3004466|ICR-Mc	38	18	20	86.5842	37	1.19e-16	68.6000
gb|AAD25538.1|ARO:3000174|tet(G)	37	18	19	93.1027	50	5.11e-30	105.0000
gb|BAA16547.1|ARO:3000027|emrA	37	21	16	91.2757	51	1.9e-29	103.0000
gb|APB87301.1|ARO:3004114|porin_OmpC	36	16	20	90.5972	50	3.55e-32	110.0000
gb|BAA11236.1|ARO:3000206|emrK	36	21	15	88.7194	50	4.65e-28	99.4000
gb|CAG40364.1|ARO:3003315|Saur_parE_FLO	36	18	18	84.8722	50	4.99e-25	92.4000
gb|ABK64957.1|ARO:3007473|Mavi_gyrA_FLO	35	17	18	83.9771	50	1.35e-27	99.8000
gb|BAE78084.1|ARO:3003548|mdtN	35	18	17	98.7429	50	2.76e-30	105.0000
gb|CAC29513.1|ARO:3003304|Mlep_gyrB_FLO	35	14	21	83.3000	50	9.82e-28	100.0000
gb|YP_005228001.1|ARO:3003968|Kpne_OmpK36	35	23	12	89.3057	51	3.55e-32	110.0000
gb|AAF17880.1|ARO:3002605|aadA5	34	15	19	99.7029	50	1.25e-34	114.0000
gb|ADK34116.1|ARO:3001662|OXA-164	34	19	15	98.7853	50	1.24e-31	107.0000
gb|AGW16416.1|ARO:3001522|OXA-334	34	11	23	97.1853	50	7.09e-33	110.0000
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10	34	18	16	98.9412	50	2.7e-33	111.0000
gb|ENV18923.1|ARO:3001731|OXA-275	34	18	16	92.3588	50	8.17e-33	110.0000
gb|AEH26330.1|ARO:3005009|qacE	33	17	16	95.0061	50	4.9e-31	101.0000
gb|WP_096735335.1|ARO:3005879|OXA-667	33	19	14	85.6939	50	2.83e-29	101.0000
gb|ADT64081.1|ARO:3000813|MexS	32	16	16	83.6438	42	8.55e-24	87.8000
gb|BAE06007.1|ARO:3003698|mexP	32	23	9	83.2250	50	2.55e-26	95.1000
gb|BAA11237.1|ARO:3000254|emrY	31	14	17	96.7194	50	7.47e-32	111.0000
gb|WP_114272532.1|ARO:3005932|OXA-727	31	14	17	85.4032	50	1.68e-28	99.4000
gb|AFJ38137.1|ARO:3007370|FosI	29	19	10	82.8862	50	3.51e-28	94.7000
gb|BAE77781.1|ARO:3000795|mdtE	29	15	14	99.1621	50	2.46e-30	105.0000
gb|AAA20117.1|ARO:3000195|tetB(P)	28	18	10	82.2214	50	2.89e-26	95.9000
gb|AKP72088.1|ARO:3009040|RASA-1	28	14	14	87.6143	50	1.57e-27	97.1000
gb|CAC41008.1|ARO:3004041|Kpne_acrA	28	16	12	93.8821	50	2.88e-29	103.0000
gb|QQP64032.1|ARO:3008726|OXA-944	28	16	12	86.8536	50	1.15e-28	99.8000
gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl	27	15	12	85.0556	50	9.93e-28	96.3000
gb|AYV52072.1|ARO:3002882|lmrD	27	15	12	86.7667	51	2.12e-26	96.3000
gb|WP_063454569.1|ARO:3005729|OXA-498	27	16	11	98.2000	50	1.05e-31	107.0000
gb|AAG04518.1|ARO:3000149|FosA	26	17	9	83.5615	49	2.94e-27	92.4000
gb|CAD55718.1|ARO:3000197|tet(36)	26	14	12	91.7077	50	4.58e-30	106.0000
gb|WP_140423312.1|ARO:3005863|OXA-643	26	12	14	97.0385	50	2.53e-33	111.0000
gb|AAC77110.1|ARO:3004290|Ecol_ampC_BLA	25	12	13	98.2240	50	5.69e-32	110.0000
gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF	25	17	8	81.2320	49	3.85e-21	81.3000
gb|AAB41958.1|ARO:3000802|OprJ	24	12	12	85.3125	50	1.49e-24	90.9000
gb|AAC73566.1|ARO:3003807|Ecol_AcrR_MULT	24	10	14	90.6917	50	2.12e-32	107.0000
gb|AAG07595.1|ARO:3000809|OpmD	24	8	16	82.1625	50	6.77e-23	86.3000
gb|AFM55000.1|ARO:3001692|OXA-229	24	11	13	86.0167	50	1.99e-28	99.0000
gb|CAC47933.1|ARO:3005166|tet(X1)	24	11	13	86.7333	50	1.26e-29	103.0000
gb|WAH47136.1|ARO:3007420|Kpne_lamB_CZA	24	11	13	94.7708	50	5.18e-35	119.0000
gb|AAC77293.1|ARO:3001214|mdtM	23	14	9	89.7783	50	8.68e-29	102.0000
gb|AFK13828.1|ARO:3000823|ramA	23	12	11	92.8174	50	3.8e-33	107.0000
gb|AAL19308.1|ARO:3000504|golS	22	10	12	83.7455	50	5.77e-26	89.7000
gb|AAA86871.1|ARO:3002841|vatB	21	8	13	81.5714	50	4.48e-28	96.7000
gb|AAP82271.1|ARO:3004123|Bpse_Omp38	21	10	11	81.1333	29	6.27e-11	52.4000
gb|ACJ63262.1|ARO:3003107|mef(B)	21	11	10	92.1476	50	1.65e-30	106.0000
gb|ACQ82816.1|ARO:3004577|Abau_AmvA	21	11	10	82.3000	50	8.9e-26	94.4000
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	21	9	12	97.0333	50	1.31e-30	108.0000
gb|BAH63251.1|ARO:3004580|Kpne_KpnE	21	9	12	90.0238	50	1.76e-28	95.1000
gb|YP_005226137.1|ARO:3003966|Kpne_OmpK35	21	10	11	93.9000	50	2.82e-32	107.0000
gb|AAC09015.1|ARO:3002481|AER-1	20	11	9	93.6900	50	2.14e-29	102.0000
gb|AAC71220.1|ARO:3004631|Mgen_gyrA_FLO	20	12	8	82.0350	39	1.4e-17	71.2000
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia	20	12	8	95.1750	50	2.9e-31	103.0000
gb|ADM47435.1|ARO:3001695|OXA-134	20	11	9	93.2950	50	8.77e-30	102.0000
gb|AFK80745.1|ARO:3002350|GES-21	20	11	9	99.5400	50	5.08e-32	108.0000
gb|UZX27393.1|ARO:3008081|BMHC-1	20	15	5	81.5550	50	2.08e-27	95.9000
gb|WP_056517622.1|ARO:3005880|OXA-669	20	11	9	86.8050	50	2.62e-30	103.0000
gb|AAC44316.1|ARO:3005010|qacEdelta1	19	7	12	92.2947	50	4.17e-33	106.0000
gb|AAF40764.1|ARO:3003962|farB	19	9	10	85.6263	50	1.82e-30	107.0000
gb|AAG05661.1|ARO:3004107|Paer_soxR	19	7	12	82.2000	50	5.34e-24	84.7000
gb|AEJ33969.1|ARO:3000410|sul1	19	10	9	98.8316	50	1.03e-29	102.0000
gb|AIA49384.1|ARO:3004128|Smar_Omp1	19	9	10	85.2737	50	8.14e-30	104.0000
gb|BAH63252.1|ARO:3004583|Kpne_KpnF	19	11	8	91.4789	50	4.35e-29	96.3000
gb|QWA20201.1|ARO:3008422|OXA-1001	19	10	9	84.7053	50	1.2e-30	104.0000
gb|VEG60537.1|ARO:3004835|Ngon_pilQ_BLA	19	9	10	85.4368	50	2.9e-26	95.9000
gb|AAB57788.1|ARO:3000464|Ngon_porin	18	14	4	82.2500	32	6.23e-11	52.4000
gb|AAC41449.1|ARO:3001398|OXA-3	18	11	7	83.4833	50	7.95e-32	107.0000
gb|AAC74015.1|ARO:3003390|Ecol_ompF_BLA	18	9	9	90.0556	50	4.83e-31	107.0000
gb|AAC74603.2|ARO:3003378|Ecol_MarR_MULT	18	11	7	93.4111	50	1.65e-33	108.0000
gb|AAC76296.1|ARO:3000656|AcrS	18	9	9	99.1056	50	3e-33	110.0000
gb|AAC77033.1|ARO:3003381|Ecol_soxR_MULT	18	9	9	89.2056	50	1.09e-33	109.0000
gb|AAG24866.1|ARO:3001430|OXA-36	18	7	11	92.6111	50	4.91e-34	112.0000
gb|AAL20862.1|ARO:3000826|sdiA	18	7	11	90.6167	50	5.77e-28	97.1000
gb|ABZ01840.1|ARO:3005043|cmlA9	18	10	8	96.5500	50	3.03e-27	97.8000
gb|APB03219.1|ARO:3003986|TaeA	18	7	11	83.7833	50	3.4e-27	98.6000
gb|CBH51823.1|ARO:3000556|tet(44)	18	8	10	93.9722	50	3.13e-29	104.0000
gb|CCN31428.1|ARO:3005049|CrcB	18	8	10	83.1667	50	8.61e-25	86.3000
gb|NP_310518.1|ARO:3004127|Ecol_mipA	18	11	7	89.5056	50	2.9e-36	118.0000
gb|WP_242934127.1|ARO:3007274|MCR-10.5	18	12	6	96.9889	50	1.18e-31	110.0000
gb|AAF40852.1|ARO:3003937|Nmen_PBP2_BLA	17	11	6	83.3176	50	1.92e-25	93.6000
gb|AAG07988.1|ARO:3004059|Type_A_NfxB	17	8	9	86.3824	50	3.54e-28	96.3000
gb|AAK07612.2|ARO:3000604|Erm(35)	17	6	11	84.7941	49	4.33e-25	90.1000
gb|AIU44173.1|ARO:3001608|OXA-417	17	7	10	84.7765	50	4.21e-27	95.5000
gb|CAK95249.1|ARO:3003856|ADC-12	17	7	10	81.2824	46	1.11e-21	82.4000
gb|ENU38533.1|ARO:3001736|OXA-281	17	7	10	97.4882	50	5.03e-33	110.0000
gb|NP_214921.1|ARO:3007849|Mtub_fgd1_DLM	17	10	7	86.1882	50	1.34e-28	100.0000
gb|QAT79363.1|ARO:3007855|CHM-1	17	5	12	82.7647	50	2.13e-26	93.2000
gb|QNR09092.1|ARO:3007042|msr(G)	17	9	8	84.1588	50	2.86e-24	90.1000
gb|WP_140423317.1|ARO:3005866|OXA-650	17	6	11	98.4294	50	8.55e-31	105.0000
gb|AAD01868.1|ARO:3002867|dfrF	16	8	8	97.7875	50	6.62e-32	105.0000
gb|AAF74725.1|ARO:3004659|Mef(En2)	16	9	7	98.3688	50	2.05e-28	100.0000
gb|AAK11270.1|ARO:3003385|Kaer_Omp36	16	12	4	86.8250	52	1.12e-30	106.0000
gb|AKJ52802.1|ARO:3003310|Mhom_23S_FLO	16	8	8	80.6750	38	7.19e-18	72.0000
gb|AVK94777.1|ARO:3004694|MCR-4.2	16	8	8	88.0062	50	4.63e-28	100.0000
gb|CAA30578.1|ARO:3002652|APH(3')-VIa	16	7	9	96.2000	50	4.06e-32	108.0000
gb|CAG41169.1|ARO:3003776|Saur_murA_FOF	16	5	11	81.1500	50	1.18e-24	90.9000
gb|CCQ22388.1|ARO:3000421|norB	16	5	11	85.1062	50	1.64e-26	96.3000
gb|AAA23215.1|ARO:3002687|catQ	15	6	9	96.6667	50	1.62e-35	115.0000
gb|AAC77032.1|ARO:3003511|Ecol_soxS_MULT	15	7	8	95.0867	50	1.16e-33	107.0000
gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT	15	7	8	92.3933	50	9.08e-31	100.0000
gb|AAV32840.1|ARO:3002611|aadA11	15	7	8	99.0133	50	1.93e-30	104.0000
gb|ABF69686.1|ARO:3007122|tet(O/W/32/O)	15	6	9	98.9200	50	8.95e-30	105.0000
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib	15	6	9	95.8000	50	1.22e-32	109.0000
gb|AET35493.1|ARO:3001777|OXA-347	15	8	7	98.3200	50	9.99e-33	110.0000
gb|BAD58386.1|ARO:3007210|Nfar_rox	15	11	4	82.6067	50	4.41e-26	95.1000
gb|CAM12479.1|ARO:3000567|tet(40)	15	7	8	97.0200	50	1.58e-31	109.0000
gb|CCA59315.1|ARO:3007208|HelR	15	8	7	85.0067	50	1.96e-25	93.6000
gb|QQA64075.1|ARO:3007043|msr(I)	15	8	7	98.6933	50	1.11e-29	105.0000
gb|AAP15294.1|ARO:3002675|catB2	14	7	7	86.7857	50	2.66e-32	107.0000
gb|ABR76005.1|ARO:3003380|Kpne_ramR	14	7	7	93.2143	50	2.04e-28	97.1000
gb|BAE77778.1|ARO:3000508|gadX	14	7	7	98.7000	50	6.64e-30	102.0000
gb|CAA41211.1|ARO:3001400|OXA-5	14	3	11	92.8571	50	1.05e-30	104.0000
gb|CAC41371.2|ARO:3007119|tet(O/32/O)	14	6	8	96.2214	50	4.79e-30	106.0000
gb|CAH10847.1|ARO:3002620|aadA23	14	7	7	97.7071	51	1.86e-29	101.0000
gb|AAC43969.1|ARO:3003037|opcM	13	6	7	85.6308	46	6.66e-17	69.3000
gb|AHF20043.1|ARO:3002798|QnrS9	13	5	8	89.7846	50	2.19e-32	107.0000
gb|AJP12342.1|ARO:3007637|cplR	13	5	8	80.0000	25	3.35e-08	44.7000
gb|BAA07072.1|ARO:3002812|pp-flo	13	6	7	94.7308	50	1.58e-29	103.0000
gb|BAB35162.1|ARO:3000676|H-NS	13	3	10	92.3923	50	8.61e-25	86.3000
gb|KIX81495.1|ARO:3002813|lmrB	13	9	4	83.7846	31	1.08e-12	57.4000
gb|WP_081666691.1|ARO:3006935|LHK-1	13	4	9	82.1308	35	7.4e-16	66.2000
gb|AAA22081.1|ARO:3004451|Afab_ACT_CHL	12	8	4	83.5083	50	8.3e-31	103.0000
gb|AAC23556.1|ARO:3002660|APH(6)-Id	12	7	5	98.6417	50	1.99e-29	101.0000
gb|ANK04027.1|ARO:3003838|gadW	12	6	6	94.8000	50	3.7e-29	100.0000
gb|BAA15221.2|ARO:3000263|marA	12	6	6	93.7000	50	6.83e-32	103.0000
gb|BAA28282.1|ARO:3001907|CTX-M-45	12	5	7	84.3750	46	7.73e-27	95.1000
gb|NP_217599.1|ARO:3004928|Mtub_mymA_INH	12	8	4	80.3500	51	3.16e-22	84.3000
gb|WP_001572373.1|ARO:3004684|MCR-9.1	12	6	6	88.3917	50	1.93e-29	104.0000
gb|AAA99504.1|ARO:3002987|bcrA	11	7	4	80.8273	46	2.38e-19	75.5000
gb|AAF63432.1|ARO:3003744|vatF	11	6	5	89.8182	50	6.62e-32	106.0000
gb|AAR29485.1|ARO:3007120|tet(O/M/O)	11	7	4	98.3364	50	1.67e-29	105.0000
gb|AAR29969.1|ARO:3007121|tet(O/W)	11	4	7	94.0273	50	7.65e-29	103.0000
gb|ACJ47200.1|ARO:3002612|aadA12	11	8	3	98.9273	46	4.42e-24	87.4000
gb|AIG22447.1|ARO:3002191|MOX-9	11	4	7	93.9545	50	3.2e-30	105.0000
gb|CAH14033.1|ARO:3004100|LpeB	11	8	3	83.0091	48	4.53e-19	75.5000
gb|WP_072678505.1|ARO:3005937|OXA-732	11	7	4	95.3455	50	6.88e-35	115.0000
gb|AAA88548.1|ARO:3002597|AAC6_Ie_APH2_Ia	10	5	5	99.8000	50	3.15e-32	112.0000
gb|AAF40763.1|ARO:3003961|farA	10	5	5	80.6300	50	3.32e-23	86.7000
gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl	10	5	5	82.1200	34	1.59e-16	67.0000
gb|ABS70978.1|ARO:3004621|AAC(3)-IIe	10	5	5	99.0400	50	9.02e-33	110.0000
gb|AGW83453.1|ARO:3001542|OXA-355	10	4	6	88.0600	28	4.17e-12	55.5000
gb|AHA11126.1|ARO:3001550|OXA-363	10	6	4	97.9600	53	4.49e-31	105.0000
gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	10	5	5	81.2100	50	1.25e-23	86.7000
gb|ARO85965.1|ARO:3003115|OXA-427	10	5	5	99.4000	50	2.61e-34	114.0000
gb|BAB82500.1|ARO:3000186|tet(M)	10	5	5	97.2000	50	1.37e-30	108.0000
gb|CAL84423.1|ARO:3004146|cfrC	10	5	5	93.1700	50	2.1e-29	102.0000
gb|CAL85435.1|ARO:3001439|OXA-101	10	5	5	99.8000	50	2.23e-29	101.0000
gb|QEI22965.1|ARO:3007371|FosA8	10	4	6	82.4400	48	2.06e-26	90.5000
gb|AAA20116.1|ARO:3000180|tetA(P)	9	4	5	88.2556	50	1.55e-23	87.8000
gb|AAC37034.1|ARO:3000522|ErmG	9	4	5	96.7778	50	2.08e-32	108.0000
gb|AAG16656.1|ARO:3002705|floR	9	4	5	94.5333	50	4.24e-28	100.0000
gb|AAK49460.1|ARO:3001429|OXA-35	9	4	5	99.7778	50	5.69e-30	102.0000
gb|AAL36430.1|ARO:3004692|aadA10	9	5	4	100.0000	50	4.18e-32	108.0000
gb|AAN32638.1|ARO:3000842|EBR-1	9	4	5	99.3111	50	1.07e-33	111.0000
gb|AAO38247.1|ARO:3000361|EreA	9	4	5	97.1111	50	1.61e-29	103.0000
gb|AAO49597.1|ARO:3002601|aadA	9	4	5	95.3444	50	2.3e-28	98.6000
gb|ADM92606.1|ARO:3000549|adeS	9	4	5	88.6667	50	5.11e-29	102.0000
gb|AIU22003.1|ARO:3003778|Msme_ndh_INH	9	6	3	86.1778	50	2.28e-27	98.6000
gb|AJE60855.1|ARO:3003209|fosA5	9	5	4	93.3556	50	2.5e-34	110.0000
gb|APL95059.1|ARO:3007846|SIE-1	9	4	5	85.3778	50	1.07e-25	92.4000
gb|EEX02086.1|ARO:3004089|ANT(3'')-IIa	9	4	5	97.8889	50	6.73e-31	105.0000
gb|NP_214857.1|ARO:3003451|Mtub_iniC_EMB	9	4	5	83.4444	50	2.54e-23	87.4000
gb|AAA25293.1|ARO:3000192|tet(S)	8	5	3	97.3375	50	5.85e-29	103.0000
gb|AAL09826.1|ARO:3007124|tet(W/32/O)	8	3	5	96.6375	50	3.81e-28	101.0000
gb|AAL59753.1|ARO:3000412|sul2	8	5	3	100.0000	50	8.28e-26	92.0000
gb|AAL68645.1|ARO:3002681|catB9	8	3	5	83.8750	50	2.96e-28	97.1000
gb|AAN28721.1|ARO:3002871|tet(37)	8	7	1	87.0250	32	1.22e-16	64.7000
gb|AAS13767.1|ARO:3003839|Mrx	8	4	4	99.7500	50	1.61e-25	93.2000
gb|ACF17980.1|ARO:3002616|aadA16	8	4	4	95.5500	50	1.93e-30	104.0000
gb|AGK07370.1|ARO:3001694|OXA-257	8	2	6	86.6500	49	2.17e-31	106.0000
gb|AGQ48857.1|ARO:3003761|eatAv	8	3	5	84.1375	50	3.52e-23	87.0000
gb|ANW35663.1|ARO:3003620|OXA-464	8	4	4	86.9250	50	2.21e-30	103.0000
gb|ANZ79241.1|ARO:3004036|tetB(60)	8	4	4	80.9750	49	1.3e-22	85.5000
gb|APB03214.1|ARO:3003980|tetA(58)	8	3	5	86.4125	50	1.16e-25	92.8000
gb|AUW34363.1|ARO:3009041|RSC1-1	8	6	2	85.8250	50	5.38e-26	94.4000
gb|AWB15813.1|ARO:3005096|GPC-1	8	5	3	88.8625	50	4.19e-28	98.6000
gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl	8	4	4	81.2125	47	4.29e-22	81.6000
gb|CAA71699.2|ARO:3001416|OXA-21	8	5	3	83.0750	50	2.85e-32	108.0000
gb|CAD31707.1|ARO:3002691|Sent_cmlA	8	7	1	91.5750	50	2.55e-31	108.0000
gb|CAJ32504.1|ARO:3002606|aadA6	8	3	5	97.7875	50	1.5e-29	102.0000
gb|EKU39511.1|ARO:3008605|OXA-1189	8	6	2	80.6625	51	3.32e-25	90.5000
gb|ENV82218.1|ARO:3001754|OXA-299	8	6	2	82.9125	50	2.63e-25	90.9000
gb|KKE03230.1|ARO:3004113|FosA7	8	4	4	83.6000	45	2e-26	90.5000
gb|QXM27670.1|ARO:3007438|LAQ-1	8	4	4	99.0000	50	6.28e-30	104.0000
gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl	7	5	2	83.1143	25	1.14e-08	45.8000
gb|AAB17902.2|ARO:3003970|ddl	7	3	4	84.1714	50	2.44e-30	105.0000
gb|AAC43550.1|ARO:3003967|lfrA	7	3	4	87.2429	50	2.7e-23	87.4000
gb|AAC64365.1|ARO:3000230|ANT(2'')-Ia	7	3	4	97.5571	50	1.01e-33	110.0000
gb|AAK76137.1|ARO:3000024|patA	7	2	5	85.6571	50	3.95e-26	95.5000
gb|AAL19304.1|ARO:3000791|mdsC	7	2	5	81.8143	50	4.56e-22	84.0000
gb|AAL27443.1|ARO:3002967|vanXY_in_vanE	7	2	5	82.1000	28	4.32e-13	57.4000
gb|AAM92461.1|ARO:3002680|catB8	7	4	3	87.1143	50	6.05e-28	96.3000
gb|ACT97415.1|ARO:3002999|CblA-1	7	4	3	97.5571	50	1.29e-30	105.0000
gb|AEA37904.1|ARO:3003112|lsaC	7	3	4	83.1000	50	1.16e-29	105.0000
gb|AGW83446.1|ARO:3001535|OXA-348	7	1	6	80.2286	50	5.18e-24	87.4000
gb|AHA11125.1|ARO:3001549|OXA-362	7	4	3	95.1143	50	2.26e-31	106.0000
gb|AKR18031.1|ARO:3004354|PDC-91	7	5	2	81.0000	21	4.9e-06	38.5000
gb|ALH22601.1|ARO:3000620|adeL	7	4	3	90.5143	50	4.03e-27	96.7000
gb|BAB36671.1|ARO:3000832|evgA	7	4	3	95.9286	50	3.68e-31	104.0000
gb|BAL40895.1|ARO:3004771|CIA-4	7	5	2	82.2143	48	1.94e-22	83.6000
gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP	7	6	1	87.0857	25	5.44e-10	49.7000
gb|CAA64891.1|ARO:3000812|mtrE	7	5	2	82.1000	50	1.23e-22	85.5000
gb|CAK95246.1|ARO:3003859|ADC-15	7	2	5	84.2000	48	3.3e-23	86.7000
gb|NP_215999.1|ARO:3004922|Mtub_fabG1_INH	7	1	6	81.9429	25	2.27e-08	45.1000
gb|NP_217296.1|ARO:3004945|Mtub_ald_DCS	7	5	2	83.4143	50	1.14e-23	87.8000
gb|QIM09823.1|ARO:3005056|tet(X6)	7	2	5	83.3000	50	3.26e-24	89.4000
gb|WP_087587942.1|ARO:3005775|OXA-551	7	4	3	99.4286	50	3.11e-31	106.0000
gb|AAA21532.1|ARO:3003559|cepA	6	2	4	96.6167	50	3.28e-32	109.0000
gb|AAA98298.1|ARO:3002545|AAC(6')-Ia	6	3	3	95.2000	50	5.01e-33	108.0000
gb|AAF42063.1|ARO:3000810|mtrC	6	4	2	83.5667	50	2.68e-22	84.3000
gb|ABF47919.1|ARO:3001631|OXA-96	6	1	5	100.0000	50	2.24e-32	109.0000
gb|ACT97371.1|ARO:3003097|CfxA6	6	3	3	96.6333	50	6.67e-29	101.0000
gb|ADC91899.1|ARO:3002343|GES-14	6	3	3	100.0000	50	1.41e-31	107.0000
gb|AFP97030.1|ARO:3001797|OXA-46	6	6	0	100.0000	42	1.07e-25	91.7000
gb|ALG03771.1|ARO:3004463|EBR-2	6	3	3	92.6667	50	2.4e-32	108.0000
gb|AMQ12811.1|ARO:3004111|FosA6	6	2	4	93.5667	50	3.06e-35	112.0000
gb|BAC11911.1|ARO:3003551|emeA	6	3	3	84.9500	50	3.79e-26	94.7000
gb|CAA25854.1|ARO:3002659|APH(6)-Ic	6	4	2	80.8333	42	2.69e-21	80.1000
gb|CAA30246.1|ARO:3001397|OXA-2	6	3	3	97.1000	50	7.95e-32	107.0000
gb|CAA40146.1|ARO:3002997|LCR-1	6	3	3	94.2833	50	6.46e-31	105.0000
gb|CBH51824.1|ARO:3002629|ANT(6)-Ib	6	4	2	97.3333	50	4.89e-32	108.0000
gb|MBU4627809.1|ARO:3007021|PFM-4	6	3	3	100.0000	50	2.28e-33	111.0000
gb|NP_218371.1|ARO:3003458|Mtub_ethA_ETO	6	3	3	82.2833	50	5.68e-29	103.0000
gb|WP_010891786.1|ARO:3003309|Uure_parC_FLO	6	0	6	80.7667	50	1.44e-25	94.0000
gb|WP_111672889.1|ARO:3006671|PDC-300	6	4	2	80.2833	48	9.48e-23	85.5000
gb|WP_140423316.1|ARO:3005338|OXA-648	6	3	3	98.6667	50	2.54e-26	93.6000
gb|AAA25463.1|ARO:3004832|Ngon_PBP2_BLA	5	2	3	89.6000	50	1.57e-26	96.7000
gb|AAA71915.1|ARO:3000173|tet(E)	5	3	2	94.7000	50	8.28e-29	102.0000
gb|AAA88422.1|ARO:3002530|AAC(3)-Ib	5	4	1	91.6600	49	5.04e-23	82.8000
gb|AAB58160.1|ARO:3003009|ceoA	5	2	3	84.6000	23	8.21e-08	43.5000
gb|AAG07593.1|ARO:3000807|MexH	5	1	4	80.7400	50	9.89e-20	77.0000
gb|AAK80188.1|ARO:3004561|Cdif_murG_VAN	5	1	4	81.2000	49	7.03e-21	80.1000
gb|AAK97755.1|ARO:3000167|tet(C)	5	1	4	98.6000	43	4.03e-20	78.2000
gb|AAO82600.1|ARO:3003791|Efae_liaS_DAP	5	2	3	91.5800	49	5.49e-24	88.6000
gb|AAX55643.1|ARO:3003558|Yent_y56	5	3	2	90.7000	50	6.81e-30	103.0000
gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	5	2	3	83.5800	50	2.49e-25	90.1000
gb|ACL37342.1|ARO:3002592|AAC6_IB_HZ	5	2	3	100.0000	50	2.23e-31	103.0000
gb|AEO92079.1|ARO:3001483|OXA-205	5	3	2	94.7200	50	4.7e-32	108.0000
gb|AHA11124.1|ARO:3001548|OXA-361	5	2	3	95.9200	50	2.48e-30	103.0000
gb|AST36140.1|ARO:3004503|MCR-3.6	5	2	3	100.0000	50	7.15e-30	105.0000
gb|BEK62627.1|ARO:3008620|OXA-1208	5	1	4	94.5000	50	2.01e-28	99.0000
gb|CAJ77857.1|ARO:3000778|adeG	5	3	2	88.5600	50	7.86e-27	96.7000
gb|CCW28916.1|ARO:3001504|OXA-309	5	4	1	98.0000	50	4.31e-31	105.0000
gb|CWV56762.1|ARO:3000198|FosX	5	2	3	80.4000	40	2.36e-21	77.4000
gb|ENV38192.1|ARO:3001722|OXA-266	5	3	2	83.9000	50	2.87e-28	98.6000
gb|ESK39014.1|ARO:3004091|ANT(3'')-IIc	5	3	2	91.7200	50	9.98e-30	102.0000
gb|NP_216944.1|ARO:3004921|Mtub_ahpC_INH	5	3	2	85.1000	50	3.35e-30	101.0000
gb|NP_217497.1|ARO:3004941|Mtub_ddlA_DCS	5	4	1	85.9400	49	2.18e-26	95.1000
gb|NP_218312.1|ARO:3003326|Mtub_embB_EMB	5	2	3	84.4000	50	2.51e-27	99.0000
gb|QIF88262.1|ARO:3007229|MCR-8.2	5	5	0	80.8600	41	6.95e-20	77.8000
gb|QUR41145.1|ARO:3008829|PDC-482	5	4	1	80.7600	45	5.57e-20	77.8000
