seq_name	chromosome_score	plasmid_score	virus_score
k141_440183	0.8449	0.1118	0.0433
k141_650739	0.5785	0.2665	0.1550
k141_757374	0.9738	0.0197	0.0066
k141_334045	0.0625	0.8640	0.0735
k141_334047	0.7424	0.1587	0.0989
k141_117641	0.7061	0.2172	0.0767
k141_546165	0.3623	0.4705	0.1672
k141_440196	0.0015	0.9940	0.0044
k141_650747	0.9198	0.0691	0.0111
k141_757387	0.3322	0.1405	0.5273
k141_546176	0.6494	0.2916	0.0590
k141_757388	0.3744	0.3721	0.2535
k141_440201	0.0313	0.1244	0.8442
k141_17065	0.8093	0.1493	0.0414
k141_334061	0.1271	0.6325	0.2403
k141_546177	0.8121	0.1068	0.0810
k141_440210	0.0978	0.2989	0.6033
k141_223312	0.2917	0.2899	0.4184
k141_650754	0.0093	0.0213	0.9694
k141_17075	0.8395	0.1158	0.0448
k141_546181	0.6997	0.1845	0.1158
k141_117647	0.7618	0.1816	0.0566
k141_650756	0.3352	0.4678	0.1970
k141_17078	0.1443	0.2846	0.5711
k141_334068	0.7617	0.1830	0.0553
k141_546186	0.4046	0.4653	0.1301
k141_440215	0.9534	0.0331	0.0135
k141_117653	0.5510	0.2946	0.1544
k141_546187	0.9491	0.0367	0.0142
k141_440219	0.6964	0.1473	0.1563
k141_334074	0.4760	0.4202	0.1038
k141_440223	0.1927	0.2050	0.6024
k141_650770	0.5908	0.2090	0.2002
k141_17092	0.5943	0.1840	0.2217
k141_117659	0.5368	0.3697	0.0935
k141_546197	0.6467	0.2354	0.1179
k141_757422	0.2876	0.6077	0.1047
k141_650775	0.6263	0.3214	0.0523
k141_17096	0.1516	0.1325	0.7159
k141_117662	0.7264	0.1786	0.0950
k141_17097	0.3195	0.3984	0.2820
k141_223313	0.2379	0.7057	0.0564
k141_334086	0.1743	0.6461	0.1796
k141_440230	0.5180	0.3992	0.0828
k141_17098	0.9390	0.0461	0.0149
k141_334088	0.6251	0.2163	0.1587
k141_17099	0.2746	0.3601	0.3653
k141_757430	0.2121	0.7331	0.0548
k141_650780	0.6489	0.2925	0.0586
k141_440236	0.6843	0.1378	0.1779
k141_17100	0.1155	0.6668	0.2177
k141_117668	0.6935	0.1632	0.1433
k141_546213	0.2152	0.2197	0.5651
k141_223319	0.7861	0.0974	0.1164
k141_650781	0.6164	0.2189	0.1647
k141_440239	0.8710	0.1002	0.0287
k141_223320	0.6612	0.2557	0.0830
k141_117670	0.7517	0.2037	0.0446
k141_546215	0.0554	0.2285	0.7161
k141_17104	0.2044	0.5709	0.2247
k141_334098	0.1483	0.1457	0.7060
k141_334100	0.6087	0.3250	0.0663
k141_223323	0.1365	0.6718	0.1917
k141_757447	0.0743	0.7914	0.1343
k141_17112	0.1580	0.6146	0.2275
k141_117683	0.7316	0.1524	0.1160
k141_546237	0.5361	0.2071	0.2568
k141_440247	0.8680	0.1122	0.0199
k141_334109	0.3118	0.4723	0.2159
k141_17121	0.6048	0.1479	0.2472
k141_650804	0.2306	0.1921	0.5773
k141_757462	0.5204	0.3316	0.1480
k141_334111	0.1939	0.6236	0.1824
k141_117686	0.9392	0.0393	0.0215
k141_546245	0.2778	0.6078	0.1144
k141_17131	0.0491	0.0609	0.8900
k141_757466	0.9300	0.0534	0.0166
k141_546247	0.8166	0.1530	0.0304
k141_440256	0.6808	0.2631	0.0560
k141_334113	0.8541	0.1189	0.0270
k141_223341	0.7431	0.2111	0.0458
k141_440258	0.7176	0.1635	0.1190
k141_17138	0.1821	0.6290	0.1888
k141_223342	0.4531	0.3196	0.2273
k141_546252	0.8312	0.1365	0.0322
k141_757470	0.5256	0.3474	0.1271
k141_117687	0.7853	0.1655	0.0491
k141_17139	0.7111	0.1643	0.1246
k141_334119	0.9345	0.0510	0.0146
k141_757474	0.6314	0.3093	0.0592
k141_223345	0.7176	0.2300	0.0524
k141_117693	0.3907	0.2244	0.3849
k141_440266	0.6167	0.2368	0.1466
k141_757476	0.6233	0.1934	0.1833
k141_334126	0.0420	0.0589	0.8991
k141_546264	0.5467	0.3409	0.1125
k141_440268	0.4150	0.4412	0.1438
k141_650829	0.4881	0.4843	0.0275
k141_546265	0.8402	0.1115	0.0482
k141_757480	0.2287	0.4941	0.2773
k141_17151	0.4832	0.3709	0.1459
k141_650831	0.5589	0.4174	0.0237
k141_334129	0.8786	0.0864	0.0350
k141_546267	0.0466	0.8958	0.0577
k141_17154	0.5652	0.4008	0.0341
k141_650834	0.8254	0.1176	0.0569
k141_223354	0.1593	0.1381	0.7026
k141_546269	0.2930	0.2632	0.4439
k141_757489	0.4826	0.3105	0.2069
k141_440280	0.8033	0.1298	0.0669
k141_17159	0.7954	0.1844	0.0203
k141_117708	0.4581	0.3864	0.1554
k141_650837	0.9575	0.0308	0.0117
k141_17162	0.6146	0.3171	0.0683
k141_334142	0.8605	0.1056	0.0339
k141_440288	0.8658	0.0932	0.0410
k141_757494	0.0910	0.7703	0.1388
k141_650840	0.5068	0.4107	0.0826
k141_17166	0.1271	0.6152	0.2577
k141_223363	0.3384	0.2106	0.4510
k141_546272	0.8559	0.1052	0.0388
k141_440292	0.1359	0.7730	0.0910
k141_757498	0.3022	0.5638	0.1340
k141_17170	0.4889	0.2449	0.2662
k141_440297	0.4855	0.3200	0.1945
k141_334159	0.1293	0.6055	0.2652
k141_757499	0.6945	0.1901	0.1155
k141_440298	0.7529	0.1788	0.0683
k141_650863	0.5897	0.2516	0.1587
k141_17174	0.0074	0.9833	0.0094
k141_440299	0.1430	0.1995	0.6575
k141_117710	0.0110	0.9616	0.0275
k141_223380	0.6141	0.2931	0.0929
k141_334165	0.2463	0.5323	0.2214
k141_223381	0.3998	0.4352	0.1650
k141_757500	0.8927	0.0814	0.0259
k141_546293	0.8182	0.1331	0.0487
k141_650866	0.9512	0.0406	0.0082
k141_440303	0.8504	0.1224	0.0272
k141_117715	0.8120	0.1404	0.0476
k141_440310	0.8713	0.1149	0.0138
k141_650876	0.5108	0.2223	0.2670
k141_757510	0.3617	0.4650	0.1733
k141_334171	0.5489	0.3858	0.0652
k141_223391	0.7569	0.1421	0.1010
k141_117724	0.2161	0.5117	0.2722
k141_440315	0.5375	0.2121	0.2504
k141_757515	0.8996	0.0598	0.0407
k141_334177	0.0395	0.4744	0.4861
k141_223392	0.1590	0.1442	0.6968
k141_440317	0.6303	0.2212	0.1485
k141_17175	0.8036	0.1377	0.0586
k141_223394	0.2321	0.5054	0.2625
k141_334180	0.7277	0.1826	0.0897
k141_117729	0.2513	0.5008	0.2479
k141_546327	0.2870	0.5505	0.1625
k141_17178	0.1422	0.6559	0.2019
k141_650893	0.4421	0.3393	0.2186
k141_546328	0.0807	0.7963	0.1230
k141_650897	0.7701	0.1866	0.0433
k141_757517	0.9248	0.0556	0.0196
k141_546331	0.3148	0.3050	0.3802
k141_334197	0.2864	0.5385	0.1751
k141_223401	0.9393	0.0481	0.0126
k141_650902	0.6959	0.1835	0.1206
k141_117737	0.9447	0.0387	0.0166
k141_650904	0.7623	0.1745	0.0632
k141_440321	0.9577	0.0303	0.0120
k141_757522	0.0841	0.1652	0.7507
k141_334199	0.1548	0.7474	0.0978
k141_546343	0.6171	0.2187	0.1642
k141_546346	0.8762	0.1053	0.0186
k141_440328	0.9085	0.0674	0.0241
k141_223408	0.7160	0.2392	0.0448
k141_17198	0.8556	0.1023	0.0422
k141_650912	0.3654	0.4701	0.1644
k141_440329	0.3486	0.5486	0.1028
k141_546350	0.6968	0.2213	0.0819
k141_117748	0.1155	0.7039	0.1805
k141_223409	0.1439	0.6542	0.2019
k141_440330	0.1200	0.6473	0.2327
k141_334202	0.6188	0.1005	0.2807
k141_17205	0.8954	0.0624	0.0422
k141_223412	0.5662	0.2890	0.1448
k141_546357	0.1281	0.1348	0.7370
k141_757539	0.2144	0.5410	0.2446
k141_17207	0.9215	0.0576	0.0209
k141_440338	0.7864	0.1280	0.0856
k141_334211	0.2918	0.3045	0.4037
k141_17212	0.4021	0.3348	0.2631
k141_440339	0.6776	0.1515	0.1709
k141_757547	0.8151	0.1326	0.0523
k141_223424	0.0627	0.8344	0.1029
k141_17217	0.6505	0.2521	0.0974
k141_757551	0.1101	0.6018	0.2880
k141_440345	0.7238	0.1110	0.1652
k141_17220	0.8394	0.1286	0.0320
k141_117765	0.3188	0.5412	0.1400
k141_546373	0.2705	0.3010	0.4285
k141_223426	0.3168	0.4213	0.2620
k141_440346	0.3054	0.3190	0.3756
k141_650937	0.3081	0.5627	0.1292
k141_17228	0.2863	0.6305	0.0832
k141_546376	0.8158	0.1417	0.0425
k141_440352	0.1673	0.6525	0.1802
k141_223428	0.8891	0.0864	0.0245
k141_17232	0.8628	0.1036	0.0336
k141_546378	0.9502	0.0346	0.0152
k141_650946	0.3410	0.1894	0.4696
k141_757573	0.5262	0.3735	0.1003
k141_546379	0.5732	0.3166	0.1103
k141_546380	0.1776	0.3563	0.4662
k141_757576	0.8724	0.0907	0.0369
k141_650949	0.9101	0.0433	0.0466
k141_334245	0.8092	0.1171	0.0738
k141_223437	0.0988	0.0980	0.8032
k141_440366	0.4230	0.3687	0.2083
k141_757579	0.3268	0.4755	0.1977
k141_650952	0.6968	0.1537	0.1495
k141_223438	0.3288	0.5841	0.0871
k141_440369	0.8104	0.1474	0.0422
k141_334250	0.7576	0.1751	0.0673
k141_650954	0.5532	0.3030	0.1438
k141_650955	0.1884	0.1705	0.6412
k141_546391	0.2006	0.2014	0.5980
k141_757583	0.6401	0.2306	0.1293
k141_17257	0.5918	0.3644	0.0438
k141_440375	0.9493	0.0315	0.0192
k141_757584	0.8804	0.0766	0.0430
k141_223443	0.7152	0.1433	0.1414
k141_117798	0.7721	0.1672	0.0607
k141_17262	0.3960	0.4061	0.1979
k141_334260	0.1535	0.7230	0.1235
k141_546399	0.1830	0.6328	0.1842
k141_650964	0.8035	0.1106	0.0859
k141_17263	0.7773	0.1746	0.0481
k141_757587	0.6470	0.2328	0.1201
k141_334263	0.3404	0.4254	0.2342
k141_17269	0.1277	0.7461	0.1261
k141_334265	0.5678	0.3434	0.0888
k141_757591	0.4257	0.3070	0.2673
k141_440388	0.1349	0.3026	0.5625
k141_650972	0.7705	0.1904	0.0392
k141_223449	0.7234	0.2319	0.0447
k141_17272	0.1149	0.6093	0.2758
k141_117811	0.1120	0.7809	0.1072
k141_650975	0.8846	0.0829	0.0325
k141_440389	0.9038	0.0645	0.0317
k141_546401	0.8653	0.1052	0.0295
k141_757598	0.1469	0.1485	0.7046
k141_440394	0.9159	0.0649	0.0192
k141_650977	0.5287	0.3132	0.1581
k141_17279	0.5013	0.3936	0.1050
k141_334271	0.7733	0.1794	0.0473
k141_546409	0.6664	0.1948	0.1387
k141_757602	0.3137	0.1584	0.5279
k141_223460	0.0951	0.6333	0.2716
k141_117818	0.4351	0.3207	0.2442
k141_17284	0.9347	0.0494	0.0159
k141_650987	0.4296	0.5233	0.0470
k141_17286	0.3203	0.4140	0.2656
k141_546417	0.2076	0.6282	0.1642
k141_334287	0.3863	0.4121	0.2016
k141_117822	0.4994	0.2988	0.2018
k141_440411	0.0062	0.9785	0.0153
k141_757612	0.9759	0.0173	0.0067
k141_546422	0.4797	0.4057	0.1146
k141_650988	0.6121	0.3403	0.0476
k141_440412	0.4560	0.3946	0.1494
k141_117826	0.8057	0.1476	0.0468
k141_223468	0.9197	0.0643	0.0159
k141_546427	0.6002	0.2417	0.1582
k141_650995	0.3064	0.4972	0.1964
k141_334293	0.9545	0.0322	0.0133
k141_223471	0.9418	0.0401	0.0180
k141_223472	0.2690	0.6578	0.0732
k141_546432	0.2847	0.5832	0.1321
k141_757623	0.9541	0.0315	0.0144
k141_17292	0.3638	0.5330	0.1032
k141_223473	0.0981	0.6824	0.2195
k141_546436	0.3004	0.4886	0.2110
k141_117839	0.3942	0.3605	0.2453
k141_440441	0.8149	0.1121	0.0730
k141_17299	0.1522	0.6566	0.1912
k141_546438	0.1013	0.6353	0.2634
k141_651013	0.3589	0.2342	0.4069
k141_17303	0.1752	0.1549	0.6699
k141_334312	0.9199	0.0548	0.0253
k141_757640	0.2451	0.2505	0.5044
k141_546442	0.0450	0.5188	0.4361
k141_651014	0.6971	0.2697	0.0332
k141_17309	0.6746	0.2355	0.0899
k141_334317	0.2341	0.3546	0.4112
k141_117848	0.8842	0.0833	0.0325
k141_757648	0.1649	0.1074	0.7276
k141_440455	0.7714	0.1646	0.0640
k141_17313	0.9655	0.0251	0.0094
k141_651027	0.1774	0.2283	0.5943
k141_546452	0.7801	0.1742	0.0457
k141_757654	0.1365	0.1601	0.7033
k141_117849	0.8401	0.1167	0.0431
k141_117851	0.9252	0.0517	0.0231
k141_546455	0.3269	0.4900	0.1831
k141_651035	0.6510	0.3108	0.0382
k141_546456	0.9435	0.0405	0.0160
k141_757658	0.1221	0.5389	0.3389
k141_17326	0.9418	0.0390	0.0192
k141_223477	0.0015	0.9941	0.0044
k141_651038	0.1826	0.3193	0.4982
k141_117856	0.4185	0.3796	0.2019
k141_651039	0.5291	0.2393	0.2317
k141_440470	0.7794	0.1260	0.0945
k141_334350	0.1660	0.3758	0.4582
k141_757666	0.4856	0.3023	0.2122
k141_223484	0.9809	0.0141	0.0049
k141_651044	0.2701	0.5820	0.1479
k141_440475	0.4515	0.4718	0.0767
k141_334352	0.1977	0.5693	0.2330
k141_546475	0.4777	0.4562	0.0662
k141_117867	0.5651	0.2383	0.1966
k141_757670	0.1791	0.3354	0.4854
k141_651050	0.9343	0.0526	0.0132
k141_546478	0.9522	0.0320	0.0158
k141_440480	0.9184	0.0618	0.0197
k141_757672	0.0814	0.5986	0.3200
k141_223488	0.3654	0.2592	0.3754
k141_651051	0.3574	0.4800	0.1626
k141_757682	0.4124	0.4893	0.0984
k141_334375	0.2208	0.0670	0.7122
k141_440488	0.3884	0.4328	0.1787
k141_223492	0.9618	0.0277	0.0105
k141_17364	0.3753	0.2991	0.3256
k141_546490	0.5215	0.3784	0.1001
k141_223494	0.1406	0.2966	0.5627
k141_17367	0.5602	0.2442	0.1956
k141_117875	0.8570	0.1099	0.0331
k141_757684	0.8776	0.0949	0.0275
k141_651055	0.0070	0.0124	0.9806
k141_334382	0.8597	0.0883	0.0520
k141_546496	0.9550	0.0339	0.0111
k141_440497	0.1814	0.7003	0.1183
k141_651058	0.7707	0.1811	0.0482
k141_117879	0.1538	0.1206	0.7256
k141_546497	0.8865	0.0693	0.0442
k141_17374	0.8649	0.0894	0.0457
k141_223501	0.2760	0.5779	0.1461
k141_757687	0.2144	0.7041	0.0815
k141_17375	0.6020	0.2781	0.1199
k141_757688	0.3067	0.0792	0.6141
k141_440505	0.2766	0.5450	0.1784
k141_117884	0.5294	0.3386	0.1320
k141_757689	0.1723	0.5211	0.3066
k141_223506	0.3377	0.3454	0.3170
k141_546508	0.9525	0.0336	0.0139
k141_440510	0.0659	0.7520	0.1821
k141_757690	0.0717	0.7234	0.2049
k141_334405	0.7304	0.1395	0.1301
k141_440511	0.0349	0.4645	0.5006
k141_334406	0.4032	0.4274	0.1693
k141_223507	0.3577	0.4836	0.1587
k141_757696	0.3542	0.2574	0.3884
k141_223510	0.3599	0.5373	0.1028
k141_757697	0.7761	0.1078	0.1161
k141_651084	0.4559	0.1652	0.3789
k141_757701	0.3158	0.4058	0.2783
k141_17381	0.7644	0.1266	0.1090
k141_117899	0.1657	0.5441	0.2902
k141_440527	0.8642	0.1108	0.0251
k141_223513	0.8852	0.0839	0.0309
k141_757702	0.1233	0.8499	0.0268
k141_117901	0.5632	0.3281	0.1087
k141_334426	0.4735	0.3663	0.1602
k141_17385	0.2019	0.6166	0.1816
k141_651094	0.6654	0.1863	0.1483
k141_546533	0.9249	0.0557	0.0194
k141_223514	0.9010	0.0656	0.0333
k141_334427	0.4428	0.4121	0.1451
k141_651096	0.5424	0.2990	0.1586
k141_440535	0.0266	0.9496	0.0238
k141_17389	0.0481	0.1873	0.7646
k141_334432	0.8489	0.1318	0.0193
k141_440536	0.9385	0.0431	0.0184
k141_17391	0.9625	0.0263	0.0112
k141_440537	0.9256	0.0489	0.0255
k141_117907	0.8423	0.0955	0.0622
k141_334438	0.8943	0.0817	0.0240
k141_440539	0.6372	0.1598	0.2030
k141_651102	0.9078	0.0676	0.0247
k141_651103	0.4681	0.4612	0.0707
k141_17399	0.9383	0.0469	0.0148
k141_17401	0.7653	0.1731	0.0616
k141_334444	0.8392	0.1158	0.0450
k141_651106	0.2045	0.7387	0.0568
k141_440548	0.6273	0.1907	0.1820
k141_757715	0.8852	0.0883	0.0264
k141_651108	0.5120	0.3482	0.1399
k141_117916	0.3961	0.4957	0.1083
k141_546557	0.0018	0.9912	0.0070
k141_334451	0.7159	0.2057	0.0783
k141_17407	0.4481	0.4060	0.1459
k141_117919	0.1505	0.4648	0.3847
k141_223534	0.3778	0.0360	0.5862
k141_651116	0.8528	0.0854	0.0618
k141_440556	0.0024	0.9882	0.0095
k141_546566	0.7472	0.1809	0.0719
k141_117922	0.4795	0.3916	0.1289
k141_223537	0.1117	0.7271	0.1612
k141_17411	0.3701	0.5409	0.0891
k141_440560	0.8010	0.1571	0.0419
k141_546567	0.3420	0.5297	0.1283
k141_757720	0.6505	0.2670	0.0825
k141_334464	0.8718	0.0963	0.0319
k141_757722	0.3978	0.1468	0.4554
k141_651127	0.1673	0.8069	0.0259
k141_223546	0.0177	0.8895	0.0928
k141_757725	0.1034	0.1491	0.7474
k141_17415	0.5635	0.3926	0.0439
k141_440577	0.8939	0.0836	0.0225
k141_117936	0.1951	0.2783	0.5266
k141_334468	0.8459	0.1178	0.0362
k141_334474	0.4778	0.1642	0.3580
k141_651143	0.1328	0.1897	0.6775
k141_440588	0.7992	0.1418	0.0590
k141_17425	0.9651	0.0240	0.0109
k141_223557	0.8854	0.0713	0.0433
k141_334481	0.4625	0.1230	0.4146
k141_117947	0.7569	0.1872	0.0559
k141_651147	0.0033	0.9885	0.0081
k141_223559	0.6613	0.2489	0.0898
k141_17429	0.0045	0.9737	0.0218
k141_17430	0.9278	0.0525	0.0197
k141_117950	0.6325	0.2253	0.1422
k141_546575	0.9431	0.0412	0.0158
k141_440599	0.7621	0.2031	0.0347
k141_117951	0.7143	0.2146	0.0711
k141_17431	0.1863	0.6373	0.1764
k141_334491	0.4336	0.2475	0.3189
k141_651155	0.9099	0.0687	0.0214
k141_223563	0.0129	0.0210	0.9660
k141_223565	0.6343	0.1332	0.2325
k141_757767	0.9479	0.0379	0.0142
k141_546594	0.3568	0.3013	0.3419
k141_440608	0.4306	0.2198	0.3496
k141_757771	0.3375	0.4696	0.1929
k141_334512	0.8596	0.1076	0.0329
k141_117963	0.9089	0.0619	0.0292
k141_651177	0.7487	0.1642	0.0871
k141_651178	0.9597	0.0307	0.0096
k141_546603	0.8106	0.1453	0.0441
k141_651180	0.6753	0.1984	0.1263
k141_757778	0.8927	0.0731	0.0343
k141_334519	0.8211	0.1103	0.0686
k141_440621	0.4981	0.2275	0.2744
k141_117969	0.7985	0.1533	0.0482
k141_334521	0.3109	0.2207	0.4684
k141_440622	0.6169	0.2635	0.1197
k141_17470	0.4819	0.4061	0.1120
k141_757784	0.7825	0.1516	0.0660
k141_440624	0.4362	0.4096	0.1542
k141_440626	0.6647	0.1952	0.1401
k141_651198	0.2386	0.2964	0.4650
k141_757789	0.7188	0.2167	0.0645
k141_223587	0.9387	0.0422	0.0191
k141_651199	0.1351	0.1262	0.7387
k141_440629	0.2689	0.6145	0.1166
k141_17484	0.5663	0.3417	0.0919
k141_334541	0.4077	0.3748	0.2175
k141_117984	0.1132	0.6058	0.2809
k141_17489	0.8958	0.0814	0.0228
k141_546632	0.3108	0.2292	0.4600
k141_757790	0.5376	0.3854	0.0770
k141_440635	0.3368	0.4212	0.2420
k141_223596	0.7939	0.1457	0.0604
k141_757793	0.5633	0.3001	0.1366
k141_546634	0.3085	0.5444	0.1471
k141_117986	0.8910	0.0811	0.0279
k141_334555	0.8962	0.0777	0.0262
k141_440645	0.1949	0.6672	0.1379
k141_757797	0.9291	0.0571	0.0138
k141_334556	0.4443	0.4645	0.0912
k141_546639	0.0902	0.7708	0.1390
k141_223600	0.4206	0.5508	0.0286
k141_440646	0.1471	0.3057	0.5471
k141_757798	0.0612	0.6723	0.2665
k141_334560	0.2199	0.6090	0.1711
k141_546642	0.7484	0.2151	0.0365
k141_223605	0.8759	0.0791	0.0450
k141_651228	0.3266	0.4105	0.2629
k141_651229	0.5480	0.2120	0.2400
k141_440653	0.7959	0.1614	0.0427
k141_334570	0.9544	0.0361	0.0095
k141_651233	0.1688	0.6856	0.1456
k141_440655	0.2062	0.1958	0.5981
k141_546652	0.1445	0.7126	0.1428
k141_223607	0.8868	0.0749	0.0384
k141_334571	0.7629	0.1946	0.0425
k141_17499	0.8227	0.1268	0.0505
k141_17500	0.4900	0.4369	0.0730
k141_757815	0.7369	0.1657	0.0974
k141_651240	0.5814	0.2393	0.1793
k141_651241	0.0358	0.9498	0.0144
k141_440666	0.1949	0.2990	0.5061
k141_334577	0.4830	0.3914	0.1256
k141_17506	0.2447	0.2612	0.4941
k141_651242	0.6407	0.2061	0.1532
k141_118010	0.9127	0.0634	0.0239
k141_651245	0.9020	0.0735	0.0246
k141_223611	0.8359	0.1220	0.0420
k141_440669	0.5222	0.2913	0.1865
k141_757822	0.0074	0.0201	0.9725
k141_546672	0.0918	0.8896	0.0186
k141_118016	0.6008	0.3131	0.0861
k141_546673	0.9427	0.0475	0.0098
k141_17521	0.2282	0.3192	0.4526
k141_757826	0.1629	0.6656	0.1715
k141_651257	0.8216	0.1338	0.0447
k141_440678	0.8695	0.0678	0.0628
k141_546679	0.5840	0.2517	0.1643
k141_17527	0.3201	0.2546	0.4253
k141_757828	0.7921	0.1375	0.0705
k141_651258	0.6730	0.1871	0.1398
k141_546680	0.6792	0.2837	0.0371
k141_757829	0.8772	0.0778	0.0450
k141_118026	0.8877	0.0902	0.0221
k141_17532	0.8051	0.1616	0.0333
k141_17534	0.7684	0.1441	0.0875
k141_757836	0.4445	0.2067	0.3488
k141_651274	0.8601	0.1031	0.0368
k141_440689	0.6436	0.1468	0.2096
k141_334603	0.3205	0.5278	0.1517
k141_17536	0.7691	0.1359	0.0950
k141_440690	0.0457	0.3716	0.5827
k141_223632	0.3366	0.4213	0.2421
k141_118033	0.5635	0.1991	0.2373
k141_651277	0.8663	0.1110	0.0227
k141_17539	0.3655	0.3107	0.3238
k141_334605	0.7201	0.1810	0.0989
k141_440691	0.7039	0.1839	0.1122
k141_223633	0.2821	0.5348	0.1831
k141_651280	0.5375	0.3408	0.1217
k141_17545	0.9594	0.0282	0.0124
k141_334610	0.6057	0.2332	0.1611
k141_651282	0.1031	0.2599	0.6370
k141_757838	0.0103	0.9745	0.0152
k141_17549	0.2185	0.4984	0.2831
k141_334612	0.5088	0.2612	0.2299
k141_546715	0.1934	0.4139	0.3927
k141_757842	0.3713	0.3536	0.2751
k141_223642	0.1851	0.5016	0.3134
k141_651288	0.2328	0.2917	0.4754
k141_440704	0.0077	0.0170	0.9753
k141_223643	0.4814	0.3921	0.1265
k141_17557	0.3741	0.4334	0.1924
k141_440707	0.5197	0.1927	0.2876
k141_223644	0.2628	0.5645	0.1727
k141_651296	0.7400	0.1745	0.0855
k141_546724	0.1796	0.0827	0.7377
k141_17561	0.8039	0.1624	0.0337
k141_440710	0.2266	0.2509	0.5225
k141_334631	0.3524	0.4047	0.2429
k141_757852	0.5062	0.2767	0.2171
k141_440711	0.3664	0.3134	0.3202
k141_546727	0.6117	0.3082	0.0801
k141_223645	0.6037	0.2469	0.1493
k141_546729	0.8357	0.1306	0.0337
k141_334633	0.6241	0.3225	0.0534
k141_651297	0.2375	0.6431	0.1194
k141_17565	0.4327	0.4784	0.0889
k141_757854	0.6419	0.3208	0.0373
k141_223646	0.7740	0.0997	0.1263
k141_118053	0.6780	0.2596	0.0624
k141_757856	0.1076	0.7423	0.1501
k141_546733	0.2074	0.3634	0.4292
k141_17575	0.3547	0.4422	0.2031
k141_440723	0.6795	0.2610	0.0596
k141_334637	0.1243	0.6843	0.1914
k141_757860	0.6891	0.2165	0.0943
k141_651302	0.9275	0.0527	0.0198
k141_440725	0.5483	0.2400	0.2117
k141_223651	0.3689	0.6060	0.0251
k141_757863	0.9750	0.0183	0.0066
k141_757865	0.6048	0.1837	0.2114
k141_118065	0.5192	0.2211	0.2596
k141_440731	0.2335	0.5036	0.2628
k141_546750	0.2410	0.3323	0.4267
k141_17586	0.9475	0.0380	0.0145
k141_440734	0.1008	0.7204	0.1788
k141_223663	0.4715	0.4016	0.1269
k141_757871	0.2231	0.4967	0.2802
k141_651319	0.0856	0.1729	0.7414
k141_17587	0.1184	0.7627	0.1188
k141_440737	0.0680	0.8296	0.1024
k141_118067	0.8869	0.0849	0.0282
k141_546752	0.8179	0.1330	0.0491
k141_651320	0.4071	0.2534	0.3396
k141_118069	0.4312	0.3925	0.1763
k141_757886	0.3603	0.5128	0.1269
k141_440743	0.8042	0.1469	0.0489
k141_223672	0.4096	0.2784	0.3120
k141_17594	0.1877	0.3455	0.4667
k141_118071	0.9826	0.0126	0.0048
k141_440748	0.7615	0.1617	0.0768
k141_118072	0.7756	0.1739	0.0505
k141_651333	0.4335	0.2951	0.2714
k141_17597	0.7619	0.1808	0.0574
k141_223675	0.4371	0.4264	0.1365
k141_334639	0.5702	0.3438	0.0860
k141_757898	0.8976	0.0730	0.0294
k141_17605	0.8223	0.1429	0.0348
k141_757901	0.1802	0.1865	0.6333
k141_440759	0.6860	0.1617	0.1524
k141_546778	0.0080	0.9850	0.0071
k141_651343	0.4046	0.4606	0.1349
k141_440761	0.2743	0.5725	0.1532
k141_546779	0.7279	0.2123	0.0598
k141_757905	0.9097	0.0713	0.0190
k141_334647	0.6495	0.1991	0.1514
k141_223687	0.3462	0.3343	0.3195
k141_546785	0.4624	0.4783	0.0593
k141_223688	0.3881	0.2837	0.3281
k141_17618	0.0768	0.6180	0.3053
k141_757916	0.3620	0.3396	0.2985
k141_118087	0.4622	0.4125	0.1252
k141_546790	0.2228	0.4668	0.3104
k141_440782	0.5902	0.2096	0.2003
k141_223699	0.6324	0.1840	0.1836
k141_651371	0.9498	0.0376	0.0127
k141_334651	0.8734	0.1026	0.0240
k141_546795	0.6454	0.2629	0.0916
k141_440784	0.3676	0.4511	0.1813
k141_17625	0.2377	0.5831	0.1792
k141_223701	0.1123	0.2265	0.6613
k141_334654	0.1807	0.6989	0.1204
k141_651375	0.5932	0.2380	0.1688
k141_546799	0.3762	0.2836	0.3402
k141_17627	0.4681	0.4040	0.1279
k141_757929	0.9661	0.0268	0.0071
k141_17628	0.8791	0.0903	0.0306
k141_440791	0.6850	0.1939	0.1211
k141_334660	0.4763	0.2676	0.2561
k141_223706	0.1567	0.2288	0.6145
k141_334663	0.3962	0.1814	0.4224
k141_440798	0.8434	0.1240	0.0326
k141_118095	0.6618	0.2514	0.0868
k141_651387	0.0016	0.9931	0.0053
k141_17634	0.9463	0.0374	0.0163
k141_546812	0.0949	0.2446	0.6605
k141_334665	0.3038	0.6009	0.0953
k141_546813	0.6283	0.1851	0.1866
k141_223713	0.9455	0.0368	0.0177
k141_17648	0.8932	0.0779	0.0289
k141_546818	0.3565	0.5770	0.0665
k141_334669	0.9340	0.0479	0.0181
k141_334670	0.9148	0.0602	0.0250
k141_17649	0.1756	0.5612	0.2631
k141_651401	0.9453	0.0377	0.0170
k141_223718	0.2409	0.4019	0.3573
k141_118111	0.5858	0.2501	0.1641
k141_17650	0.9653	0.0252	0.0095
k141_651402	0.6370	0.1882	0.1748
k141_546827	0.7126	0.2145	0.0729
k141_334675	0.4841	0.3664	0.1495
k141_651406	0.9033	0.0753	0.0214
k141_17654	0.2925	0.6060	0.1015
k141_546832	0.4842	0.1663	0.3495
