card_subject_id	total_read_hits	R1_read_hits	R2_read_hits	mean_percent_identity	maximum_alignment_length	minimum_evalue	maximum_bitscore
gb|AAG03816.1|ARO:3000379|OprM	8	4	4	82.3500	50	1.56e-18	73.9000
gb|AAK97755.1|ARO:3000167|tet(C)	8	4	4	97.7875	50	7.56e-27	96.7000
gb|ACN85419.1|ARO:3001804|OXA-145	8	3	5	91.2625	50	1.7e-28	99.0000
gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	8	6	2	81.1500	50	3.62e-20	77.4000
gb|BAE06006.1|ARO:3003705|mexN	8	3	5	81.9500	49	6.66e-20	77.8000
gb|CAC29732.1|ARO:3003389|Mlep_folP_DAO	8	3	5	84.1500	50	5.52e-25	90.1000
gb|CDJ73208.1|ARO:3003890|Ecol_UhpT_FOF	8	4	4	91.9125	50	3.55e-29	103.0000
gb|NP_215079.1|ARO:3004955|Mtub_Rv0565_ETO	8	3	5	82.3750	50	3.22e-26	95.5000
gb|QXW20276.1|ARO:3007635|CAE-1	8	6	2	85.0875	50	9.46e-27	95.1000
gb|AAA20117.1|ARO:3000195|tetB(P)	7	1	6	80.6429	47	7.51e-21	80.5000
gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl	7	3	4	83.1143	50	9.91e-24	85.9000
gb|AAF27727.1|ARO:3002602|aadA2	7	3	4	99.1429	50	1.14e-31	107.0000
gb|AAK14791.1|ARO:3004239|NPS-1	7	5	2	91.8286	50	3.98e-32	108.0000
gb|AAK37618.1|ARO:3005008|TxR	7	2	5	81.8429	36	2.87e-14	61.6000
gb|AAK76136.1|ARO:3000025|patB	7	5	2	84.2286	50	4.38e-24	89.7000
gb|ABG77965.1|ARO:3004042|Eclo_acrA	7	4	3	80.7429	42	5.04e-17	69.3000
gb|ACH87088.1|ARO:3000196|tet(32)	7	3	4	97.0143	50	2.29e-29	104.0000
gb|AEH26330.1|ARO:3005009|qacE	7	5	2	94.4857	50	2.69e-28	94.4000
gb|AET35493.1|ARO:3001777|OXA-347	7	3	4	100.0000	50	7.47e-32	107.0000
gb|CAA37477.1|ARO:3002891|otr(A)S.rim	7	3	4	80.4286	25	5.11e-09	47.0000
gb|CAC35723.1|ARO:3003374|Kaer_acrR_MULT	7	3	4	81.8000	31	2.04e-12	55.8000
gb|CAG41169.1|ARO:3003776|Saur_murA_FOF	7	6	1	82.9143	50	2.14e-23	87.4000
gb|CAH10847.1|ARO:3002620|aadA23	7	5	2	96.4286	50	1.03e-28	99.4000
gb|NP_217449.1|ARO:3004975|Mtub_ppsC_PZA	7	3	4	81.9143	50	8.24e-24	89.0000
gb|WFS32678.1|ARO:3007802|RATA-2	7	3	4	91.9143	50	7.53e-31	105.0000
gb|AAB84282.1|ARO:3000181|tet(V)	6	2	4	83.2000	50	1.11e-23	88.2000
gb|AAC77033.1|ARO:3003381|Ecol_soxR_MULT	6	3	3	90.2833	50	9.4e-35	112.0000
gb|AAF40763.1|ARO:3003961|farA	6	3	3	82.5000	49	8.79e-23	85.5000
gb|AAG03548.1|ARO:3003681|TriC	6	6	0	80.6333	50	2e-20	79.3000
gb|AAG03814.1|ARO:3000377|MexA	6	2	4	83.0000	49	5.83e-22	83.2000
gb|AAG04568.1|ARO:3003895|Paer_PhoP_CST	6	4	2	82.5833	50	2.25e-24	87.4000
gb|AAK37619.1|ARO:3000481|tet(35)	6	2	4	84.2000	44	2.83e-21	81.3000
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	6	3	3	93.3333	50	5.84e-29	103.0000
gb|BAB38260.1|ARO:3000830|cpxA	6	3	3	94.2667	50	3.29e-28	100.0000
gb|BAD00739.1|ARO:3002607|aadA7	6	2	4	94.2000	50	1.01e-30	104.0000
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf	6	4	2	84.4333	47	7.68e-29	97.8000
gb|CAC14594.1|ARO:3003055|smeD	6	3	3	82.3000	50	2.46e-22	84.3000
gb|CAJ77855.1|ARO:3000779|adeH	6	5	1	81.5500	49	1.85e-20	79.3000
gb|VWQ00850.1|ARO:3003843|leuO	6	3	3	97.6500	50	1.25e-30	105.0000
gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl	5	2	3	84.1800	50	3.41e-24	89.4000
gb|AAA99504.1|ARO:3002987|bcrA	5	3	2	81.5400	33	9.27e-13	57.4000
gb|AAC05822.1|ARO:3002846|arr-1	5	2	3	81.8800	50	7.61e-27	91.7000
gb|AAC73566.1|ARO:3003807|Ecol_AcrR_MULT	5	2	3	86.8000	29	2.87e-13	58.2000
gb|AAD23513.1|ARO:3003002|CfxA2	5	2	3	99.6000	50	1.97e-30	105.0000
gb|AAF40852.1|ARO:3003937|Nmen_PBP2_BLA	5	3	2	82.9200	50	2.62e-25	93.2000
gb|AAG08359.1|ARO:3003682|OpmH	5	3	2	84.5400	50	3.57e-23	87.0000
gb|AAK01167.1|ARO:3002819|msrC	5	3	2	81.2400	30	1.55e-10	51.2000
gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl	5	1	4	84.1400	28	6.45e-11	52.0000
gb|AAV32840.1|ARO:3002611|aadA11	5	2	3	99.6000	50	2.01e-29	101.0000
gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl	5	3	2	82.5000	30	1.18e-10	51.2000
gb|ADC91899.1|ARO:3002343|GES-14	5	2	3	100.0000	50	3.94e-31	106.0000
gb|AEM66528.1|ARO:3001809|OXA-209	5	3	2	86.6800	50	2.6e-29	101.0000
gb|AEO92079.1|ARO:3001483|OXA-205	5	2	3	91.7200	50	6.78e-28	97.4000
gb|AIM40056.1|ARO:3007112|nimJ	5	3	2	95.4200	50	2.39e-32	106.0000
gb|AJF82051.1|ARO:3003575|LpxD	5	2	3	81.2200	46	1.6e-18	73.6000
gb|AKD43328.1|ARO:3004757|BKC-1	5	1	4	91.8600	42	3.38e-23	85.9000
gb|AKO71461.1|ARO:3004608|EreD	5	2	3	95.1800	50	1.59e-32	112.0000
gb|AQX36338.1|ARO:3004379|QepA4	5	3	2	80.8000	50	2.2e-21	82.0000
gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	5	2	3	80.9000	50	1.14e-28	96.3000
gb|BAM76830.1|ARO:3002993|AQU-1	5	2	3	81.8000	22	7.74e-07	40.8000
gb|KTE89608.1|ARO:3003723|vanI	5	5	0	81.9000	32	4.42e-14	61.2000
gb|NP_215821.1|ARO:3007854|Mtub_atpE_BDQ	5	3	2	92.2400	50	1.29e-25	86.7000
gb|NP_217450.1|ARO:3004976|Mtub_ppsD_PZA	5	2	3	83.5200	50	1.27e-24	91.3000
gb|AAA23018.1|ARO:3004454|Ccol_ACT_CHL	4	2	2	100.0000	50	3.35e-32	107.0000
gb|AAA23215.1|ARO:3002687|catQ	4	2	2	96.6500	50	2.59e-34	112.0000
gb|AAC44793.1|ARO:3002524|AAC(2')-Ib	4	2	2	82.0000	50	7.67e-26	90.5000
gb|AAC77293.1|ARO:3001214|mdtM	4	2	2	94.4000	50	8.68e-29	102.0000
gb|AAD22144.1|ARO:3002698|cmlB	4	2	2	82.8500	26	1.12e-07	43.1000
gb|AAF42063.1|ARO:3000810|mtrC	4	2	2	82.3000	49	2.6e-09	47.8000
gb|AAG05881.1|ARO:3000803|MexE	4	1	3	80.9000	50	2.59e-22	84.3000
gb|AAG05883.1|ARO:3000805|OprN	4	1	3	81.2750	39	6.17e-14	60.8000
gb|AAL09826.1|ARO:3007124|tet(W/32/O)	4	2	2	89.6750	45	5.35e-23	86.7000
gb|AAL68827.1|ARO:3000605|Erm(36)	4	2	2	80.2000	50	2e-25	91.3000
gb|AAM92461.1|ARO:3002680|catB8	4	1	3	82.1750	30	2.79e-12	55.5000
gb|AAX14803.1|ARO:3000782|adeK	4	1	3	80.9000	31	2.64e-12	56.2000
gb|ABV18113.1|ARO:3001329|mdtG	4	2	2	92.9500	50	3.13e-27	97.8000
gb|ADO00942.1|ARO:3003023|dfrB6	4	4	0	85.9500	46	9.79e-25	84.3000
gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl	4	2	2	82.8250	50	1.47e-22	84.7000
gb|AIF29598.1|ARO:3003208|FosXCC	4	2	2	86.5750	41	3.11e-23	82.4000
gb|APB03215.1|ARO:3003981|tetB(58)	4	3	1	85.8500	50	2.05e-22	83.2000
gb|APB03219.1|ARO:3003986|TaeA	4	2	2	80.6000	47	3.73e-20	78.6000
gb|BAA11236.1|ARO:3000206|emrK	4	2	2	83.3500	21	1.44e-07	42.0000
gb|BAE06009.1|ARO:3003700|opmE	4	3	1	83.1500	21	1.06e-06	40.4000
gb|CAA41211.1|ARO:3001400|OXA-5	4	1	3	99.5000	50	1.1e-29	102.0000
gb|CAC41008.1|ARO:3004041|Kpne_acrA	4	2	2	83.1000	49	3.28e-21	81.3000
gb|CAG39357.1|ARO:3003901|Saur_GlpT_FOF	4	3	1	82.7500	49	3.36e-20	78.6000
gb|CAM12479.1|ARO:3000567|tet(40)	4	2	2	96.3500	50	1.58e-26	95.9000
gb|CBH51824.1|ARO:3002629|ANT(6)-Ib	4	2	2	91.7250	50	7.33e-35	115.0000
gb|CDJ73205.1|ARO:3003893|Ecol_uhpA_FOF	4	2	2	94.3750	50	5.49e-29	98.6000
gb|EGP45230.2|ARO:3004142|OprZ	4	0	4	80.6000	30	4.58e-08	44.3000
gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl	4	2	2	81.9750	40	1.69e-17	69.7000
gb|QQA64076.1|ARO:3007049|mef(J)	4	2	2	98.5000	50	2.82e-26	95.1000
gb|QTV22830.1|ARO:3007085|PRC-1	4	2	2	86.5250	50	6.42e-28	99.4000
gb|UXD71803.1|ARO:3007459|EstT	4	2	2	90.3750	51	4.07e-30	103.0000
gb|UZX27393.1|ARO:3008081|BMHC-1	4	1	3	81.7750	48	5.04e-24	87.0000
gb|WAH47136.1|ARO:3007420|Kpne_lamB_CZA	4	1	3	94.0000	50	1.44e-32	112.0000
gb|WFS34552.1|ARO:3007801|RATA-1	4	2	2	96.9000	50	2.08e-30	104.0000
gb|AAB05625.1|ARO:3002964|vanW_in_vanB_cl	3	3	0	80.5333	50	5.02e-25	90.1000
gb|AAC23556.1|ARO:3002660|APH(6)-Id	3	1	2	96.1000	49	4.26e-28	98.2000
gb|AAC41449.1|ARO:3001398|OXA-3	3	1	2	85.6000	49	4.6e-30	103.0000
gb|AAC43550.1|ARO:3003967|lfrA	3	1	2	89.9667	49	1.89e-23	87.8000
gb|AAD01868.1|ARO:3002867|dfrF	3	1	2	81.6000	50	1.41e-28	96.7000
gb|AAF86219.1|ARO:3000375|ErmB	3	1	2	98.0000	50	3.21e-32	108.0000
gb|AAF86220.1|ARO:3002844|vatE	3	3	0	81.3667	35	2.03e-13	58.5000
gb|AAG06465.1|ARO:3005063|cprR	3	2	1	81.6000	27	5.56e-09	46.6000
gb|AAK17126.1|ARO:3007060|Hpyl_pbp1_AMX	3	3	0	80.3333	50	1.21e-21	82.8000
gb|AAM77075.1|ARO:3002695|cmlA5	3	1	2	100.0000	50	1.32e-29	104.0000
gb|AAY32951.1|ARO:3002837|lnuC	3	2	1	100.0000	45	4e-29	97.8000
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib	3	2	1	86.7000	49	2.92e-26	93.2000
gb|ABV26705.1|ARO:3002849|arr-4	3	1	2	81.6000	50	1.05e-25	89.0000
gb|ACF70723.1|ARO:3004103|QepA2	3	1	2	81.1000	50	3.01e-24	90.1000
gb|ACH58985.1|ARO:3002485|LRA-2	3	2	1	83.4667	49	1.13e-22	84.3000
gb|ACJ41739.1|ARO:3000780|adeI	3	1	2	81.7667	49	2.19e-19	76.3000
gb|ACJ59254.1|ARO:3000768|abeS	3	1	2	81.7333	25	6.39e-09	45.1000
gb|ADG84870.1|ARO:3002858|dfrA12	3	2	1	85.2667	23	1.47e-09	46.6000
gb|AFI56422.1|ARO:3004777|CMH-1	3	1	2	100.0000	50	2.95e-32	110.0000
gb|AFJ38137.1|ARO:3007370|FosI	3	1	2	84.2667	50	1.29e-28	95.9000
gb|ALH22601.1|ARO:3000620|adeL	3	2	1	80.0000	50	2.22e-20	78.6000
gb|AMD83542.1|ARO:3007669|aadT	3	2	1	87.0333	50	2.17e-24	90.5000
gb|BAA16547.1|ARO:3000027|emrA	3	1	2	80.5667	46	3.16e-21	81.3000
gb|CAD31707.1|ARO:3002691|Sent_cmlA	3	2	1	100.0000	50	5.13e-29	102.0000
gb|CAD53575.1|ARO:3002531|AAC(3)-Ic	3	1	2	83.2000	48	8.82e-20	73.9000
gb|CAP69660.1|ARO:3001811|OXA-129	3	2	1	95.5000	50	8.16e-30	102.0000
gb|CDO16001.1|ARO:3007421|Kpne_PBP3_BLA	3	1	2	99.3333	50	1.43e-28	102.0000
gb|NP_216944.1|ARO:3004921|Mtub_ahpC_INH	3	1	2	81.3333	50	3.35e-30	101.0000
gb|NP_218371.1|ARO:3003458|Mtub_ethA_ETO	3	1	2	81.9667	37	2.21e-10	50.8000
gb|QBQ69719.1|ARO:3004720|tet(X4)	3	1	2	100.0000	50	4.77e-30	105.0000
gb|QFQ03949.1|ARO:3005051|LpsB	3	2	1	81.3333	37	2.19e-13	59.3000
gb|RHO92765.1|ARO:3005023|cfrE	3	1	2	100.0000	38	1.19e-21	82.0000
gb|WGG63489.1|ARO:3007654|erm(56)	3	0	3	82.0000	50	1.03e-26	94.4000
gb|WP_082741435.1|ARO:3004569|ICR-Mo	3	1	2	92.2000	50	1.8e-25	93.6000
gb|AAA20116.1|ARO:3000180|tetA(P)	2	1	1	90.3500	49	5.34e-23	86.3000
gb|AAA71915.1|ARO:3000173|tet(E)	2	1	1	99.0000	50	1.59e-27	98.6000
gb|AAA88422.1|ARO:3002530|AAC(3)-Ib	2	1	1	91.3000	26	9.44e-13	56.2000
gb|AAA90937.1|ARO:3004635|AAC(6')-Il	2	1	1	100.0000	50	5.52e-31	102.0000
gb|AAC22787.1|ARO:3004446|Hinf_PBP3_BLA	2	1	1	81.8500	50	2.86e-23	87.4000
gb|AAC43969.1|ARO:3003037|opcM	2	2	0	84.1000	30	7.75e-10	49.3000
gb|AAC73679.1|ARO:3003756|Ecol_nfsB_NIT	2	1	1	92.9000	50	3.99e-30	102.0000
gb|AAC73938.1|ARO:3003751|Ecol_nfsA_NIT	2	1	1	89.6000	50	1.04e-28	99.0000
gb|AAC74149.2|ARO:3001216|mdtH	2	1	1	82.8500	50	1.46e-24	90.5000
gb|AAC75135.2|ARO:3000792|mdtA	2	1	1	98.0000	50	1.64e-25	93.2000
gb|AAD04032.1|ARO:3002892|otr(B)	2	1	1	88.9000	18	1.83e-06	39.7000
gb|AAD46626.1|ARO:3002596|AAC(6')-IIc	2	1	1	100.0000	50	1.4e-31	105.0000
gb|AAF27726.1|ARO:3002694|cmlA4	2	1	1	97.8000	49	6.27e-27	97.1000
gb|AAF40764.1|ARO:3003962|farB	2	0	2	88.8000	50	9.07e-30	105.0000
gb|AAG06962.1|ARO:3000819|nalD	2	0	2	82.5000	50	8.75e-25	88.2000
gb|AAG16656.1|ARO:3002705|floR	2	0	2	97.1500	40	1.54e-19	76.6000
gb|AAK76137.1|ARO:3000024|patA	2	1	1	84.8500	50	9.88e-23	85.9000
gb|AAK80188.1|ARO:3004561|Cdif_murG_VAN	2	1	1	82.8500	27	1.78e-08	45.4000
gb|AAN28721.1|ARO:3002871|tet(37)	2	0	2	90.2000	33	3.02e-17	66.2000
gb|AAP43109.1|ARO:3003922|oqxA	2	0	2	82.8500	50	1.82e-23	87.4000
gb|AAP43641.1|ARO:3001810|OXA-53	2	1	1	84.8500	36	6.65e-15	63.2000
gb|AAP82271.1|ARO:3004123|Bpse_Omp38	2	1	1	82.3000	26	9.5e-09	46.2000
gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	2	1	1	80.0000	25	1.42e-07	42.7000
gb|AAR92235.1|ARO:3000602|Erm(39)	2	1	1	89.0000	50	2.33e-28	98.2000
gb|AAU10334.1|ARO:3002628|aad(6)	2	1	1	98.9500	50	1.61e-31	107.0000
gb|AAW66497.1|ARO:3000566|tet(39)	2	1	1	100.0000	49	5.12e-30	105.0000
gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl	2	1	1	80.8000	50	2.7e-20	78.6000
gb|ABA81355.1|ARO:3004291|Rsph_ampC_BLA	2	1	1	86.0000	50	3.36e-25	92.0000
gb|ABR75897.1|ARO:3003373|Kpne_acrR_MULT	2	1	1	87.7000	21	1.03e-07	43.1000
gb|ACG70184.1|ARO:3002788|QnrD1	2	1	1	100.0000	39	1.87e-20	77.0000
gb|ACM47284.1|ARO:3002934|vanS_in_vanD_cl	2	2	0	80.0000	50	3.1e-22	82.0000
gb|ACN32294.1|ARO:3000237|TolC	2	1	1	94.0000	50	2.92e-24	90.1000
gb|ACR57831.1|ARO:3003022|dfrB3	2	1	1	81.3000	33	8.18e-15	59.3000
gb|ACS83748.1|ARO:3000573|tet(43)	2	1	1	85.0000	50	3.04e-24	90.1000
gb|ACX92987.1|ARO:3002845|vatH	2	1	1	81.3000	49	4.53e-22	81.3000
gb|ADF48907.1|ARO:3007369|FosH	2	1	1	80.5000	50	2.72e-25	87.4000
gb|AEZ36150.1|ARO:3000448|QepA1	2	1	1	81.0000	50	2.72e-23	87.4000
gb|AFQ93498.1|ARO:3002676|catB3	2	2	0	82.5500	24	3.92e-09	47.0000
gb|AGV10830.1|ARO:3002647|APH(3')-IIIa	2	1	1	89.1500	24	7.19e-11	52.0000
gb|AHB39758.1|ARO:3003013|dfrA15	2	1	1	98.3500	50	1.8e-30	101.0000
gb|AQA08261.1|ARO:3004097|Smit_CdsA_DAP	2	2	0	85.2500	38	1.17e-18	73.2000
gb|AVK94777.1|ARO:3004694|MCR-4.2	2	0	2	90.0000	40	1.97e-18	73.6000
gb|BAA11237.1|ARO:3000254|emrY	2	1	1	100.0000	50	3.47e-26	95.5000
gb|BAA12910.1|ARO:3000318|mphB	2	1	1	85.8500	50	8.37e-29	100.0000
gb|BAB38442.1|ARO:3004126|Ecol_LamB	2	1	1	83.9000	50	7.03e-25	91.7000
gb|BAB82500.1|ARO:3000186|tet(M)	2	2	0	82.9500	49	6.33e-27	97.8000
gb|BAE78083.1|ARO:3003549|mdtO	2	1	1	83.6500	50	1.34e-27	99.8000
gb|BAQ22139.1|ARO:3003204|TLA-3	2	1	1	98.0000	50	2.27e-30	104.0000
gb|CAA33795.1|ARO:3003563|RCP-1	2	1	1	100.0000	49	2.68e-28	99.0000
gb|CAA38861.1|ARO:3007423|Ecol_PBP3_BLA	2	2	0	93.5000	50	3.29e-27	98.6000
gb|CAQ53840.1|ARO:3000853|AIM-1	2	1	1	100.0000	50	1.9e-31	107.0000
gb|CDJ73082.1|ARO:3003900|Ecol_cyaA_FOF	2	1	1	93.0000	50	1.72e-29	105.0000
gb|EEL41021.1|ARO:3003072|mphL	2	1	1	87.0000	50	2.2e-29	102.0000
gb|EGE18576.1|ARO:3004466|ICR-Mc	2	1	1	80.0000	20	6.58e-08	43.5000
gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb	2	1	1	82.9000	35	1.83e-15	63.9000
gb|NP_214856.1|ARO:3003448|Mtub_iniA_EMB	2	2	0	84.0000	50	4.98e-25	92.4000
gb|NP_249397.1|ARO:3002679|Paer_catB7	2	0	2	80.2000	51	5.01e-27	94.0000
gb|NP_253005.1|ARO:3004069|MvaT	2	0	2	81.2000	50	6.52e-17	65.9000
gb|NP_706356.2|ARO:3007509|Sfle_acrA	2	1	1	87.5000	24	7.76e-08	42.7000
gb|NP_862226.1|ARO:3004639|Cstr_tetA	2	2	0	81.5000	27	1.99e-09	48.1000
gb|QIB98910.1|ARO:3005013|IDC-2	2	0	2	88.1500	49	7.17e-27	96.7000
gb|QQM99828.1|ARO:3007041|Erm(52)	2	1	1	100.0000	49	1.18e-17	70.9000
gb|QWY90353.1|ARO:3008437|OXA-1016	2	1	1	99.0000	50	7.75e-32	107.0000
gb|WMY66391.1|ARO:3007682|MdtQ	2	1	1	90.9000	50	1.61e-25	93.6000
gb|WP_001289569.1|ARO:3003312|Saur_parC_FLO	2	1	1	81.0000	50	1.46e-20	79.7000
gb|WP_010869372.1|ARO:3004630|Mgen_parC_MXF	2	1	1	85.2500	49	8.92e-25	91.7000
gb|WP_063865154.1|ARO:3006211|VEB-14	2	1	1	100.0000	49	8.41e-32	108.0000
gb|WP_104671188.1|ARO:3003948|efrA	2	0	2	81.7000	47	1.24e-19	77.0000
gb|WP_109545072.1|ARO:3005333|OXA-641	2	1	1	100.0000	50	7.36e-29	99.8000
gb|YP_005228001.1|ARO:3003968|Kpne_OmpK36	2	1	1	91.1000	51	3.87e-28	99.8000
gb|AAA19882.1|ARO:3003562|blaF	1	1	0	81.6000	49	7.01e-24	87.4000
gb|AAA25550.1|ARO:3003105|dfrA3	1	1	0	80.5000	41	4.48e-18	69.7000
gb|AAA25741.1|ARO:3002241|CARB-2	1	1	0	100.0000	28	6.63e-13	57.8000
gb|AAA26683.1|ARO:3002840|vatA	1	0	1	81.8000	22	9.43e-07	40.4000
gb|AAA82255.1|ARO:3002864|dfrB1	1	1	0	80.8000	26	2.09e-10	48.1000
gb|AAB41059.1|ARO:3002884|iri	1	0	1	84.2000	19	2.74e-06	39.3000
gb|AAB41701.1|ARO:3002526|AAC(2')-Id	1	1	0	82.1000	39	4.67e-15	62.8000
gb|AAB58160.1|ARO:3003009|ceoA	1	1	0	84.6000	26	1.99e-06	39.7000
gb|AAC61671.1|ARO:3002842|vatC	1	1	0	81.0000	21	3.34e-06	38.9000
gb|AAC74015.1|ARO:3003390|Ecol_ompF_BLA	1	1	0	86.4000	22	3.01e-07	42.0000
gb|AAF36802.1|ARO:3002945|vanH_in_vanF_cl	1	1	0	80.0000	40	3.03e-14	61.6000
gb|AAF67494.2|ARO:3002522|novA	1	0	1	90.9000	22	7.07e-06	38.1000
gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl	1	1	0	87.8000	41	3.29e-19	75.5000
gb|AAG03546.1|ARO:3003679|TriA	1	1	0	80.6000	31	2.2e-10	50.8000
gb|AAG05661.1|ARO:3004107|Paer_soxR	1	0	1	80.8000	26	8.83e-09	45.4000
gb|AAG05913.1|ARO:3004072|OpmB	1	1	0	85.7000	21	1.46e-06	40.0000
gb|AAG07065.1|ARO:3003692|MexJ	1	1	0	80.0000	50	2.02e-21	81.6000
gb|AAK58418.1|ARO:3001426|OXA-32	1	1	0	100.0000	50	4.01e-32	108.0000
gb|AAL19306.1|ARO:3000789|mdsA	1	1	0	80.0000	45	3.07e-16	67.4000
gb|AAL26797.1|ARO:3008200|HER-1	1	0	1	80.0000	20	3.55e-06	38.9000
gb|AAN41427.1|ARO:3001775|OXA-119	1	0	1	81.5000	27	1.89e-10	50.8000
gb|AAO49597.1|ARO:3002601|aadA	1	1	0	100.0000	36	1.6e-17	70.1000
gb|AAO82599.1|ARO:3003792|Efae_liaR_DAP	1	0	1	81.5000	27	3.96e-10	49.7000
gb|AAP97895.1|ARO:3005111|blaS1	1	0	1	83.7000	49	4.51e-25	90.5000
gb|AAR29485.1|ARO:3007120|tet(O/M/O)	1	1	0	100.0000	50	7.12e-28	100.0000
gb|AAS48620.1|ARO:3002372|VEB-3	1	0	1	100.0000	49	1.14e-27	97.4000
gb|ABA71731.1|ARO:3002909|vanG	1	1	0	82.2000	45	4.43e-20	77.8000
gb|ABA71733.1|ARO:3002972|vanT_in_vanG_cl	1	0	1	82.4000	17	7.08e-06	38.1000
gb|ABF69686.1|ARO:3007122|tet(O/W/32/O)	1	1	0	85.7000	49	9.31e-28	100.0000
gb|ABG49324.1|ARO:3002609|aadA9	1	1	0	90.9000	22	1.28e-08	45.8000
gb|ABL75133.1|ARO:3004856|SCO-1	1	1	0	82.0000	50	2.23e-25	91.3000
gb|ABR76005.1|ARO:3003380|Kpne_ramR	1	0	1	86.4000	22	8.67e-06	37.7000
gb|ACF30254.1|ARO:3000817|mtrR	1	0	1	81.8000	22	2.41e-06	39.3000
gb|ACH58994.1|ARO:3002512|LRA-17	1	0	1	81.8000	22	4.87e-06	38.5000
gb|ACJ47200.1|ARO:3002612|aadA12	1	1	0	100.0000	50	2.51e-27	95.9000
gb|ACK43806.1|ARO:3002617|aadA17	1	1	0	81.6000	49	1.17e-23	86.3000
gb|ACL19707.1|ARO:3003725|vanX_in_vanI_cl	1	1	0	81.0000	21	3.73e-10	49.7000
gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl	1	1	0	84.2000	19	4.74e-06	38.5000
gb|ACS44783.1|ARO:3002188|MOX-5	1	1	0	81.3000	32	2.91e-13	58.9000
gb|ACY01749.1|ARO:3002217|IMP-26	1	1	0	82.8000	29	7.3e-13	57.4000
gb|ADF62939.1|ARO:3000829|baeS	1	0	1	84.0000	50	2.93e-25	92.8000
gb|ADI55014.1|ARO:3002801|QnrVC4	1	1	0	100.0000	41	2.74e-27	94.7000
gb|ADJ67256.1|ARO:3003319|Saur_mprF_DAP	1	0	1	83.3000	18	2.01e-06	39.7000
gb|ADO96486.1|ARO:3003953|hmrM	1	1	0	82.0000	50	1.11e-21	82.8000
gb|AEA93051.1|ARO:3003760|Efae_cls_DAP	1	0	1	83.3000	18	7.04e-06	38.1000
gb|AEG74318.1|ARO:3002795|QnrS6	1	1	0	100.0000	50	2.28e-32	107.0000
gb|AET10445.1|ARO:3004033|tetB(46)	1	0	1	81.8000	22	1.46e-06	40.0000
gb|AFC91828.1|ARO:3003041|Spne_PBP1a_AMX	1	0	1	85.4000	48	1.16e-21	82.8000
gb|AFK13828.1|ARO:3000823|ramA	1	0	1	97.3000	37	2.86e-23	82.0000
gb|AGP27106.1|ARO:3007010|norC	1	1	0	83.3000	24	6.73e-06	38.1000
gb|AGV10818.1|ARO:3002669|APH(2'')-Ig	1	1	0	100.0000	32	8.54e-17	68.6000
gb|AHA41500.1|ARO:3002913|vanO	1	0	1	85.0000	20	1.99e-06	39.7000
gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl	1	1	0	87.8000	49	2.74e-23	84.7000
gb|AIA35096.1|ARO:3005059|LptD	1	1	0	87.5000	40	4.53e-19	75.5000
gb|AIA49384.1|ARO:3004128|Smar_Omp1	1	0	1	91.8000	49	8.52e-25	90.9000
gb|AIT76117.1|ARO:3002179|MIR-14	1	1	0	95.9000	49	1.2e-28	101.0000
gb|AJF36617.1|ARO:3004596|erm(46)	1	1	0	81.3000	48	9.86e-23	84.0000
gb|AJF83452.1|ARO:3003574|LpxC	1	1	0	81.6000	49	7.54e-23	84.7000
gb|AKQ05891.1|ARO:3004613|tet(47)	1	1	0	90.0000	50	1.69e-26	95.9000
gb|AKQ05893.1|ARO:3004582|tet(49)	1	1	0	82.0000	50	1.85e-25	92.8000
gb|AKQ05898.1|ARO:3004590|tet(54)	1	0	1	91.7000	48	1.23e-23	87.8000
gb|ALX99516.1|ARO:3003811|adeC	1	0	1	80.0000	25	3.75e-06	38.9000
gb|ANZ79241.1|ARO:3004036|tetB(60)	1	1	0	87.8000	49	1.3e-22	85.5000
gb|ANZ79476.1|ARO:3003908|Erm(47)	1	1	0	100.0000	21	1.64e-08	45.4000
gb|APE19944.1|ARO:3007209|Sven_rox	1	0	1	81.8000	22	4.14e-07	41.6000
gb|AQX82857.1|ARO:3004185|mecD	1	0	1	88.9000	18	9.7e-06	37.7000
gb|ASK40551.1|ARO:3004332|MCR-5.1	1	0	1	100.0000	49	6.73e-29	103.0000
gb|AVI44920.1|ARO:3004470|poxtA	1	0	1	84.0000	25	6.01e-08	43.9000
gb|AVX52225.1|ARO:3004516|MCR-8.1	1	0	1	80.6000	31	4.22e-13	58.5000
gb|BAA15221.2|ARO:3000263|marA	1	0	1	94.0000	50	5.75e-26	89.0000
