seq_name	chromosome_score	plasmid_score	virus_score
k141_152350	0.1072	0.2218	0.6710
k141_337009	0.6317	0.2301	0.1381
k141_13005	0.0599	0.7650	0.1751
k141_105584	0.0548	0.8109	0.1343
k141_337011	0.5704	0.2379	0.1917
k141_13007	0.3918	0.3703	0.2379
k141_244972	0.6272	0.2535	0.1192
k141_105592	0.1954	0.2608	0.5438
k141_13010	0.9596	0.0292	0.0112
k141_105593	0.4980	0.3357	0.1663
k141_59060	0.9595	0.0260	0.0145
k141_152363	0.8525	0.1102	0.0372
k141_198397	0.6392	0.2134	0.1474
k141_244978	0.6690	0.3060	0.0250
k141_13012	0.6628	0.2142	0.1230
k141_105598	0.0807	0.7399	0.1794
k141_59066	0.7357	0.2077	0.0566
k141_337016	0.2859	0.6196	0.0945
k141_152367	0.1529	0.6280	0.2191
k141_13014	0.1953	0.6778	0.1269
k141_59068	0.5558	0.3427	0.1014
k141_337019	0.8876	0.0870	0.0254
k141_244985	0.2586	0.6122	0.1291
k141_13017	0.2942	0.5447	0.1611
k141_291322	0.9061	0.0684	0.0255
k141_337021	0.5762	0.2874	0.1364
k141_152372	0.0067	0.9837	0.0096
k141_105603	0.8601	0.1185	0.0214
k141_291325	0.9533	0.0368	0.0099
k141_244991	0.7414	0.1719	0.0868
k141_198406	0.9510	0.0373	0.0118
k141_337022	0.6847	0.2104	0.1049
k141_105605	0.8370	0.1328	0.0302
k141_59070	0.4118	0.5272	0.0610
k141_13021	0.9442	0.0400	0.0158
k141_152378	0.2974	0.3197	0.3828
k141_198407	0.1355	0.1480	0.7165
k141_291330	0.8314	0.1103	0.0583
k141_13024	0.2111	0.3474	0.4415
k141_59075	0.0636	0.0540	0.8824
k141_198409	0.2312	0.5533	0.2155
k141_105610	0.7413	0.1676	0.0911
k141_337025	0.9249	0.0520	0.0231
k141_13026	0.2176	0.3405	0.4419
k141_152383	0.3241	0.2916	0.3843
k141_245005	0.0733	0.6386	0.2881
k141_198411	0.6635	0.1958	0.1407
k141_59077	0.9403	0.0454	0.0143
k141_152384	0.1452	0.3708	0.4840
k141_13028	0.0303	0.9113	0.0584
k141_245007	0.0046	0.9880	0.0075
k141_337033	0.7344	0.1085	0.1571
k141_105614	0.2357	0.6398	0.1244
k141_245008	0.8030	0.1179	0.0791
k141_245011	0.0273	0.0201	0.9526
k141_13031	0.8967	0.0820	0.0213
k141_198416	0.7574	0.1799	0.0626
k141_337040	0.5342	0.3625	0.1034
k141_59084	0.5929	0.2565	0.1506
k141_291350	0.3039	0.6733	0.0228
k141_105623	0.7750	0.1699	0.0551
k141_152395	0.8749	0.0826	0.0425
k141_198418	0.5377	0.2367	0.2257
k141_245018	0.4721	0.4764	0.0516
k141_13038	0.0218	0.1620	0.8162
k141_337043	0.6376	0.2607	0.1016
k141_13039	0.9059	0.0716	0.0225
k141_105627	0.4385	0.4284	0.1331
k141_198424	0.2355	0.5935	0.1710
k141_337046	0.8043	0.0937	0.1020
k141_245023	0.3811	0.3886	0.2303
k141_105630	0.1759	0.6966	0.1274
k141_13047	0.8528	0.1240	0.0232
k141_291351	0.4316	0.4827	0.0857
k141_152403	0.0030	0.9897	0.0073
k141_198429	0.0082	0.0122	0.9795
k141_198431	0.5152	0.3796	0.1052
k141_291356	0.6810	0.2728	0.0462
k141_105636	0.5977	0.3264	0.0759
k141_13055	0.3008	0.3846	0.3147
k141_59107	0.3911	0.5523	0.0566
k141_152414	0.2184	0.3689	0.4127
k141_13058	0.7097	0.2387	0.0516
k141_152415	0.0081	0.0119	0.9800
k141_13059	0.8856	0.0884	0.0260
k141_291369	0.0050	0.9765	0.0185
k141_59113	0.4728	0.3538	0.1734
k141_105637	0.7761	0.1636	0.0603
k141_198432	0.1135	0.6780	0.2085
k141_59115	0.0158	0.0188	0.9654
k141_245053	0.2400	0.5571	0.2029
k141_152419	0.9153	0.0593	0.0254
k141_245054	0.3958	0.2674	0.3369
k141_105642	0.0190	0.0250	0.9561
k141_291380	0.0483	0.0454	0.9062
k141_152427	0.4550	0.3598	0.1852
k141_245055	0.0199	0.0445	0.9356
k141_13073	0.7666	0.1456	0.0878
k141_105647	0.6271	0.2587	0.1142
k141_245057	0.0670	0.8392	0.0938
k141_13074	0.0670	0.6736	0.2594
k141_59118	0.1566	0.7411	0.1023
k141_198435	0.2033	0.4357	0.3609
k141_152429	0.4491	0.3908	0.1601
k141_105652	0.2216	0.6379	0.1404
k141_59119	0.2270	0.4787	0.2943
k141_198436	0.6190	0.2625	0.1185
k141_245064	0.4585	0.4010	0.1405
k141_59121	0.9393	0.0416	0.0191
k141_291397	0.5579	0.2060	0.2360
k141_13076	0.8196	0.1200	0.0605
k141_105663	0.2865	0.4538	0.2597
k141_245075	0.7635	0.1097	0.1268
k141_59132	0.8646	0.1114	0.0239
k141_245076	0.6485	0.1926	0.1589
k141_105667	0.9387	0.0397	0.0216
k141_59139	0.3608	0.3286	0.3106
k141_13087	0.3454	0.4739	0.1807
k141_291401	0.9658	0.0234	0.0108
k141_245081	0.9376	0.0275	0.0349
k141_59140	0.4937	0.2576	0.2486
k141_152458	0.3908	0.4030	0.2061
k141_198443	0.0336	0.2732	0.6931
k141_13089	0.6658	0.1147	0.2195
k141_152459	0.0139	0.9762	0.0100
k141_291406	0.5650	0.2655	0.1695
k141_105672	0.9381	0.0448	0.0171
k141_59145	0.7412	0.1406	0.1182
k141_198446	0.1624	0.2344	0.6032
k141_245083	0.5028	0.4000	0.0972
k141_152462	0.3418	0.4884	0.1698
k141_105674	0.2726	0.2339	0.4935
k141_337058	0.4881	0.4368	0.0751
k141_59149	0.0156	0.0259	0.9585
k141_198450	0.8389	0.1135	0.0475
k141_13101	0.9635	0.0261	0.0104
k141_152467	0.2921	0.6406	0.0673
k141_291417	0.0085	0.0303	0.9612
k141_245092	0.8485	0.1075	0.0441
k141_198459	0.2397	0.4229	0.3374
k141_13107	0.9401	0.0440	0.0159
k141_245096	0.2724	0.4039	0.3237
k141_152479	0.8880	0.0803	0.0317
k141_337059	0.0098	0.9805	0.0097
k141_13109	0.0149	0.0257	0.9595
k141_198465	0.3495	0.3527	0.2978
k141_59155	0.3541	0.5793	0.0666
k141_152482	0.5747	0.2364	0.1889
k141_13111	0.6561	0.1611	0.1829
k141_245097	0.9700	0.0228	0.0072
k141_13117	0.8084	0.1499	0.0416
k141_337070	0.6549	0.2841	0.0610
k141_291420	0.6699	0.2636	0.0665
k141_245109	0.0733	0.8386	0.0881
k141_337073	0.3625	0.5414	0.0960
k141_198466	0.8107	0.1518	0.0376
k141_291421	0.9374	0.0494	0.0131
k141_198470	0.2445	0.1638	0.5917
k141_245114	0.2148	0.7597	0.0255
k141_13124	0.0107	0.0154	0.9740
k141_291423	0.7479	0.1777	0.0744
k141_198476	0.9602	0.0286	0.0112
k141_59181	0.4764	0.4755	0.0480
k141_13127	0.7261	0.2358	0.0380
k141_291428	0.9398	0.0458	0.0144
k141_198485	0.0113	0.0172	0.9715
k141_245121	0.0014	0.9952	0.0034
k141_13135	0.9665	0.0242	0.0093
k141_152488	0.9001	0.0751	0.0248
k141_59183	0.0984	0.8419	0.0597
k141_198491	0.6800	0.2743	0.0457
k141_245124	0.8713	0.1001	0.0286
k141_13141	0.0393	0.8313	0.1295
k141_105675	0.9233	0.0564	0.0203
k141_152490	0.9391	0.0451	0.0158
k141_198494	0.6132	0.3411	0.0457
k141_13143	0.6008	0.2256	0.1736
k141_291455	0.1506	0.6718	0.1776
k141_59187	0.8333	0.1364	0.0304
k141_198495	0.5869	0.2677	0.1454
k141_245137	0.8427	0.0896	0.0677
k141_152496	0.6891	0.0893	0.2216
k141_59190	0.1552	0.5670	0.2779
k141_13149	0.3669	0.4803	0.1528
k141_291464	0.3212	0.4116	0.2672
k141_105682	0.7191	0.1804	0.1006
k141_245141	0.4435	0.2965	0.2600
k141_13151	0.3345	0.4723	0.1932
k141_291468	0.1226	0.5773	0.3001
k141_337077	0.9557	0.0314	0.0129
k141_152501	0.5478	0.2867	0.1655
k141_59193	0.1145	0.8312	0.0543
k141_245143	0.3090	0.4547	0.2363
k141_198501	0.9454	0.0424	0.0122
k141_152502	0.8965	0.0789	0.0246
k141_291470	0.6113	0.2524	0.1363
k141_59194	0.9531	0.0374	0.0095
k141_13155	0.2151	0.7128	0.0721
k141_245145	0.7343	0.1469	0.1188
k141_337082	0.0587	0.1287	0.8127
k141_291472	0.0670	0.7214	0.2116
k141_105691	0.9129	0.0488	0.0383
k141_59197	0.9240	0.0482	0.0278
k141_245149	0.7069	0.2481	0.0450
k141_152509	0.8983	0.0707	0.0310
k141_198504	0.6686	0.2610	0.0704
k141_291476	0.0082	0.9765	0.0153
k141_105695	0.9003	0.0745	0.0253
k141_59203	0.3427	0.1784	0.4789
k141_13166	0.4927	0.3143	0.1931
k141_198506	0.3113	0.3651	0.3236
k141_245153	0.1191	0.0622	0.8187
k141_152518	0.9274	0.0596	0.0130
k141_291484	0.1892	0.4841	0.3267
k141_59213	0.3049	0.3980	0.2971
k141_198510	0.7520	0.2232	0.0248
k141_245158	0.8323	0.1310	0.0367
k141_337086	0.6600	0.3054	0.0347
k141_59218	0.1021	0.7017	0.1962
k141_245160	0.3655	0.1317	0.5029
k141_59225	0.0124	0.0426	0.9450
k141_152531	0.3468	0.4192	0.2339
k141_13184	0.2010	0.6160	0.1830
k141_245164	0.7479	0.1847	0.0674
k141_152535	0.5184	0.2352	0.2464
k141_105725	0.4828	0.2554	0.2618
k141_337104	0.0164	0.0180	0.9657
k141_59227	0.4387	0.5124	0.0490
k141_105727	0.6950	0.1335	0.1715
k141_291516	0.1693	0.4697	0.3610
k141_198537	0.4953	0.3112	0.1935
k141_152544	0.1160	0.1375	0.7464
k141_245174	0.5913	0.1935	0.2152
k141_337111	0.0080	0.0164	0.9756
k141_291517	0.8086	0.1506	0.0408
k141_245175	0.0478	0.8485	0.1037
k141_105740	0.0315	0.9509	0.0176
k141_291520	0.5717	0.3593	0.0690
k141_245177	0.0639	0.7925	0.1437
k141_152553	0.7652	0.1873	0.0475
k141_198553	0.4306	0.3424	0.2269
k141_13201	0.8560	0.1007	0.0433
k141_245179	0.4901	0.2600	0.2499
k141_291522	0.9370	0.0475	0.0156
k141_198555	0.8741	0.1038	0.0221
k141_291523	0.5985	0.2780	0.1235
k141_245182	0.7446	0.1550	0.1004
k141_198556	0.5520	0.3075	0.1405
k141_337114	0.9070	0.0730	0.0200
k141_13203	0.9505	0.0362	0.0134
k141_291524	0.1777	0.5271	0.2951
k141_198560	0.5413	0.3765	0.0822
k141_245186	0.5656	0.3689	0.0655
k141_105767	0.6676	0.2872	0.0453
k141_337120	0.7046	0.2302	0.0652
k141_152565	0.1809	0.5625	0.2566
k141_13213	0.6886	0.2374	0.0740
k141_291535	0.3940	0.4079	0.1981
k141_245188	0.0137	0.0459	0.9404
k141_152569	0.3698	0.4634	0.1668
k141_337126	0.6090	0.1829	0.2081
k141_245190	0.2473	0.4773	0.2754
k141_105770	0.9156	0.0655	0.0189
k141_13219	0.9511	0.0349	0.0140
k141_198570	0.7344	0.1510	0.1146
k141_198572	0.1427	0.7554	0.1019
k141_152573	0.8778	0.0871	0.0350
k141_337131	0.1808	0.2095	0.6097
k141_105776	0.6051	0.3353	0.0596
k141_59231	0.8208	0.1372	0.0420
k141_291547	0.4217	0.5229	0.0554
k141_59232	0.8232	0.1417	0.0351
k141_198579	0.1812	0.1989	0.6199
k141_337134	0.0096	0.9840	0.0065
k141_152578	0.8538	0.1159	0.0303
k141_13225	0.2584	0.6109	0.1307
k141_291551	0.4620	0.4153	0.1227
k141_245201	0.2068	0.2808	0.5124
k141_13226	0.0118	0.0168	0.9714
k141_152581	0.1016	0.7001	0.1983
k141_337138	0.4592	0.3571	0.1836
k141_105782	0.0084	0.9772	0.0144
k141_152583	0.0641	0.1688	0.7671
k141_198588	0.6759	0.1609	0.1632
k141_13232	0.0092	0.0149	0.9759
k141_59240	0.4538	0.4427	0.1035
k141_337142	0.5656	0.2632	0.1711
k141_291562	0.1283	0.2159	0.6558
k141_13233	0.9080	0.0709	0.0211
k141_198592	0.1248	0.7332	0.1420
k141_59242	0.0875	0.1505	0.7620
k141_245207	0.4906	0.4345	0.0749
k141_105790	0.8177	0.1198	0.0625
k141_198593	0.7232	0.1468	0.1301
k141_245208	0.4596	0.2657	0.2747
k141_105791	0.7854	0.1417	0.0729
k141_245209	0.1523	0.6560	0.1918
k141_13235	0.7613	0.2022	0.0365
k141_291569	0.4968	0.3741	0.1291
k141_105796	0.1087	0.7119	0.1795
k141_59247	0.4471	0.4710	0.0819
k141_337143	0.8916	0.0884	0.0200
k141_13238	0.2820	0.3344	0.3836
k141_105799	0.3348	0.1808	0.4844
k141_59248	0.6712	0.2038	0.1250
k141_13241	0.2297	0.2239	0.5464
k141_198606	0.6486	0.2881	0.0634
k141_13242	0.5846	0.2158	0.1996
k141_152605	0.0066	0.0112	0.9821
k141_59249	0.8142	0.1608	0.0250
k141_105802	0.1119	0.1247	0.7634
k141_337150	0.5863	0.2730	0.1407
k141_198608	0.6189	0.2430	0.1382
k141_291585	0.5877	0.2249	0.1875
k141_59250	0.5164	0.2432	0.2403
k141_337151	0.0133	0.9780	0.0087
k141_105803	0.0820	0.0554	0.8626
k141_198611	0.7816	0.1357	0.0828
k141_337153	0.8005	0.1376	0.0619
k141_245221	0.9410	0.0421	0.0170
k141_291591	0.1581	0.1232	0.7187
k141_13251	0.2401	0.6308	0.1292
k141_152613	0.9524	0.0359	0.0117
k141_337156	0.3578	0.3951	0.2472
k141_105810	0.8173	0.1312	0.0515
k141_105811	0.5369	0.3767	0.0863
k141_13256	0.8502	0.1111	0.0387
k141_152620	0.2402	0.7050	0.0548
k141_198622	0.3197	0.4780	0.2023
k141_105814	0.7259	0.1422	0.1320
k141_59256	0.6529	0.2187	0.1285
k141_337160	0.2125	0.6245	0.1629
k141_198625	0.5809	0.2273	0.1917
k141_198626	0.2098	0.4107	0.3795
k141_337161	0.7105	0.2556	0.0339
k141_13274	0.9220	0.0593	0.0187
k141_105819	0.7197	0.1411	0.1392
k141_59257	0.1328	0.6913	0.1759
k141_245245	0.5855	0.2169	0.1976
k141_337164	0.5804	0.2385	0.1811
k141_245246	0.9548	0.0325	0.0127
k141_152642	0.3384	0.3937	0.2679
k141_198631	0.1054	0.4932	0.4014
k141_105823	0.1206	0.7593	0.1201
k141_291611	0.8224	0.1203	0.0573
k141_245250	0.4708	0.3509	0.1783
k141_337172	0.2287	0.1844	0.5868
k141_59264	0.1410	0.6557	0.2033
k141_152644	0.3209	0.6403	0.0387
k141_198637	0.2987	0.5644	0.1369
k141_337173	0.8909	0.0837	0.0254
k141_152646	0.1335	0.6053	0.2613
k141_105826	0.0178	0.1224	0.8597
k141_59269	0.1000	0.6673	0.2327
k141_291619	0.8284	0.0972	0.0743
k141_13286	0.1986	0.7584	0.0430
k141_152647	0.6882	0.2651	0.0467
k141_105827	0.7302	0.2324	0.0374
k141_245259	0.1620	0.7099	0.1281
k141_59271	0.9693	0.0218	0.0089
k141_337174	0.4382	0.4639	0.0980
k141_291624	0.3841	0.3820	0.2339
k141_198645	0.3510	0.3637	0.2853
k141_105832	0.6641	0.2562	0.0797
k141_245260	0.1418	0.7955	0.0626
k141_291625	0.8125	0.1037	0.0838
k141_105834	0.4717	0.4381	0.0902
k141_198647	0.3858	0.5436	0.0706
k141_59277	0.3160	0.6062	0.0777
k141_105835	0.6563	0.2422	0.1015
k141_291626	0.5848	0.1601	0.2551
k141_245267	0.6280	0.2523	0.1197
k141_337181	0.0019	0.9926	0.0055
k141_291627	0.5364	0.3060	0.1576
k141_152661	0.2028	0.6145	0.1828
k141_105838	0.2910	0.4706	0.2384
k141_59281	0.4847	0.4501	0.0652
k141_105840	0.0096	0.0150	0.9755
k141_245277	0.3440	0.5994	0.0566
k141_337185	0.6146	0.3485	0.0369
k141_13307	0.0107	0.0709	0.9183
k141_337187	0.2535	0.6847	0.0618
k141_105843	0.7623	0.1361	0.1016
k141_13312	0.1807	0.5339	0.2854
k141_152672	0.0271	0.0695	0.9035
k141_105845	0.7429	0.1812	0.0759
k141_245281	0.8327	0.1262	0.0410
k141_198678	0.0411	0.9533	0.0056
k141_105848	0.9013	0.0764	0.0223
k141_152675	0.1511	0.2370	0.6119
k141_245282	0.1087	0.1016	0.7897
k141_13320	0.1912	0.6131	0.1957
k141_105853	0.9240	0.0529	0.0231
k141_59290	0.4884	0.4385	0.0732
k141_59291	0.1239	0.1426	0.7335
k141_105857	0.6214	0.1894	0.1892
k141_245283	0.0103	0.0575	0.9322
k141_59294	0.7132	0.1597	0.1271
k141_105859	0.8253	0.0887	0.0859
k141_152688	0.3456	0.5422	0.1122
k141_337215	0.0706	0.7516	0.1778
k141_198698	0.4836	0.2893	0.2271
k141_245289	0.7573	0.1407	0.1021
k141_59298	0.9232	0.0538	0.0229
k141_13338	0.9144	0.0639	0.0217
k141_337219	0.4531	0.4084	0.1385
k141_152696	0.6030	0.1983	0.1987
k141_13339	0.3631	0.4930	0.1439
k141_152697	0.9500	0.0367	0.0133
k141_105869	0.4276	0.2025	0.3699
k141_59303	0.6724	0.2008	0.1269
k141_13343	0.1828	0.1221	0.6951
k141_198711	0.2802	0.5706	0.1492
k141_152700	0.0091	0.0135	0.9774
k141_291637	0.9435	0.0413	0.0151
k141_13349	0.4530	0.3752	0.1717
k141_291640	0.2952	0.5098	0.1950
k141_59312	0.7010	0.2044	0.0946
k141_245309	0.4150	0.4316	0.1534
k141_337234	0.7912	0.1665	0.0422
k141_105880	0.7879	0.1505	0.0616
k141_152705	0.4775	0.4198	0.1027
k141_59313	0.3105	0.4639	0.2257
k141_291642	0.7864	0.1687	0.0449
k141_337238	0.1999	0.5326	0.2675
k141_105883	0.3899	0.3695	0.2406
k141_245312	0.5431	0.1728	0.2841
k141_105884	0.6989	0.1473	0.1537
k141_152711	0.2344	0.2038	0.5618
k141_59317	0.0237	0.0232	0.9531
k141_198712	0.2149	0.7142	0.0709
k141_337242	0.5017	0.3509	0.1474
k141_152714	0.6671	0.2479	0.0850
k141_291649	0.0135	0.0464	0.9401
k141_152719	0.6523	0.2341	0.1135
k141_337258	0.3835	0.2648	0.3517
k141_198722	0.1279	0.8307	0.0414
k141_152720	0.7238	0.1923	0.0839
k141_152721	0.6998	0.2424	0.0578
k141_291654	0.0025	0.9911	0.0064
k141_59331	0.0630	0.8077	0.1293
k141_337260	0.5387	0.2302	0.2311
k141_245335	0.5979	0.3343	0.0678
k141_291656	0.9526	0.0361	0.0113
k141_105906	0.9776	0.0161	0.0062
k141_152722	0.8025	0.1459	0.0516
k141_198727	0.9810	0.0136	0.0054
k141_59334	0.6304	0.2704	0.0992
k141_245337	0.6628	0.1703	0.1669
k141_337263	0.0380	0.9315	0.0305
k141_198728	0.5409	0.3611	0.0980
k141_152723	0.7463	0.1853	0.0685
k141_13373	0.8510	0.1259	0.0231
k141_152724	0.2759	0.1720	0.5521
k141_59336	0.5234	0.4260	0.0506
k141_291666	0.7697	0.0978	0.1326
k141_105917	0.6641	0.1968	0.1391
k141_198735	0.2753	0.4177	0.3070
k141_59340	0.0991	0.6094	0.2915
k141_291671	0.1973	0.2205	0.5821
k141_59341	0.5218	0.3247	0.1536
k141_198742	0.3167	0.3179	0.3654
k141_337279	0.6033	0.2155	0.1812
k141_291681	0.9138	0.0640	0.0221
k141_198748	0.2959	0.3592	0.3449
k141_59351	0.9397	0.0420	0.0183
k141_291688	0.3194	0.3281	0.3525
k141_245351	0.8864	0.0854	0.0282
k141_337293	0.7057	0.1681	0.1262
k141_13405	0.6608	0.1700	0.1692
k141_105918	0.0028	0.9910	0.0062
k141_152754	0.5605	0.3781	0.0613
k141_291693	0.8358	0.1216	0.0426
k141_337295	0.8822	0.0891	0.0287
k141_13408	0.6153	0.2629	0.1218
k141_245356	0.5846	0.3564	0.0589
k141_291695	0.0285	0.9543	0.0172
k141_105922	0.5577	0.1970	0.2453
k141_152757	0.0710	0.1205	0.8084
k141_291696	0.5176	0.3528	0.1296
k141_13409	0.9238	0.0547	0.0215
k141_59370	0.1895	0.3034	0.5070
k141_105926	0.1594	0.5663	0.2743
k141_152761	0.2046	0.6990	0.0964
k141_198766	0.7202	0.0352	0.2446
k141_245360	0.0100	0.0431	0.9470
k141_291702	0.2373	0.2679	0.4948
k141_337304	0.8528	0.0921	0.0551
k141_59374	0.6216	0.3120	0.0664
k141_198767	0.4930	0.2285	0.2785
k141_105930	0.7570	0.1716	0.0714
k141_291705	0.0626	0.0945	0.8429
k141_337308	0.6082	0.1849	0.2070
k141_13425	0.9221	0.0516	0.0263
k141_105935	0.4858	0.2316	0.2826
k141_291706	0.0445	0.8999	0.0556
k141_337311	0.0031	0.9813	0.0155
k141_245369	0.4254	0.3625	0.2121
k141_198773	0.6390	0.2272	0.1338
k141_337312	0.7936	0.1459	0.0605
k141_105938	0.4802	0.3293	0.1905
k141_245372	0.5636	0.3282	0.1081
k141_337314	0.2748	0.4999	0.2253
k141_105940	0.1881	0.3046	0.5073
k141_13433	0.1533	0.1365	0.7102
k141_245374	0.3134	0.4940	0.1925
k141_105942	0.5567	0.3129	0.1304
k141_152786	0.9713	0.0213	0.0073
k141_105945	0.7009	0.1771	0.1219
k141_291721	0.0628	0.7655	0.1717
k141_198785	0.6746	0.1990	0.1265
k141_337320	0.5189	0.3908	0.0902
k141_59409	0.5144	0.3513	0.1343
k141_152790	0.5001	0.3486	0.1513
k141_337321	0.4302	0.1214	0.4484
k141_59410	0.4048	0.3835	0.2117
k141_13448	0.7672	0.1124	0.1205
k141_291729	0.8638	0.1028	0.0334
k141_198791	0.2243	0.4936	0.2821
k141_59412	0.6493	0.2332	0.1175
k141_291730	0.5345	0.2112	0.2542
k141_245396	0.1318	0.2139	0.6543
k141_337324	0.8949	0.0717	0.0334
k141_13454	0.1102	0.1613	0.7285
k141_152800	0.3628	0.3259	0.3113
k141_13457	0.0406	0.3672	0.5922
k141_105964	0.4638	0.3770	0.1592
k141_198792	0.9233	0.0570	0.0197
k141_291744	0.8460	0.1248	0.0292
k141_105965	0.0741	0.8372	0.0888
k141_59423	0.8769	0.0963	0.0267
k141_198794	0.7984	0.1679	0.0337
k141_337339	0.3551	0.4803	0.1646
k141_13463	0.2213	0.2359	0.5428
k141_59424	0.7684	0.1636	0.0681
k141_152816	0.2267	0.4433	0.3300
k141_245413	0.1510	0.5043	0.3447
k141_105974	0.4109	0.2170	0.3721
k141_198804	0.0183	0.9634	0.0183
k141_245414	0.3835	0.1947	0.4218
k141_152819	0.0984	0.3973	0.5043
k141_59426	0.5887	0.2528	0.1586
k141_13470	0.0267	0.0275	0.9458
k141_198809	0.0388	0.9304	0.0307
k141_337347	0.6006	0.2782	0.1212
k141_105977	0.9247	0.0575	0.0178
k141_245418	0.9580	0.0303	0.0117
k141_13473	0.6663	0.2215	0.1123
k141_59427	0.8670	0.0992	0.0338
k141_13475	0.2631	0.4719	0.2650
k141_105983	0.6440	0.2686	0.0874
k141_245421	0.5299	0.2987	0.1715
k141_13476	0.2462	0.2206	0.5332
k141_152823	0.0279	0.1065	0.8655
k141_105989	0.3403	0.5188	0.1409
k141_13477	0.8842	0.0871	0.0288
k141_152824	0.9444	0.0440	0.0116
k141_105990	0.5217	0.3090	0.1692
k141_59438	0.9099	0.0601	0.0301
k141_291779	0.4638	0.2468	0.2894
k141_105993	0.3742	0.5618	0.0639
k141_245434	0.2206	0.2510	0.5284
k141_13478	0.5631	0.2369	0.2000
k141_152831	0.1322	0.1260	0.7418
k141_245440	0.0770	0.1555	0.7675
k141_59444	0.1671	0.6132	0.2197
k141_13483	0.4906	0.4001	0.1093
k141_105996	0.3688	0.4537	0.1775
k141_291786	0.8511	0.1344	0.0145
k141_13484	0.3707	0.3822	0.2470
k141_59448	0.6193	0.2240	0.1567
k141_106000	0.1966	0.5017	0.3017
k141_291791	0.5325	0.2944	0.1731
k141_152845	0.7559	0.1988	0.0453
k141_106002	0.5929	0.3650	0.0422
k141_198828	0.0022	0.9925	0.0053
k141_291795	0.8314	0.1213	0.0473
k141_337355	0.7205	0.2178	0.0617
k141_245448	0.9537	0.0342	0.0121
k141_245449	0.1675	0.1736	0.6589
k141_13501	0.3774	0.3758	0.2468
k141_59467	0.2432	0.3274	0.4294
k141_106005	0.8429	0.1224	0.0347
k141_198836	0.4907	0.4484	0.0609
k141_291799	0.2575	0.6985	0.0440
k141_106008	0.2791	0.2113	0.5096
k141_152863	0.3890	0.4581	0.1529
k141_13505	0.0109	0.0287	0.9604
k141_59471	0.8928	0.0779	0.0293
k141_59473	0.4541	0.3220	0.2239
k141_106016	0.4387	0.3335	0.2278
k141_152871	0.8710	0.0904	0.0386
k141_198846	0.3301	0.2722	0.3977
k141_59475	0.5043	0.3770	0.1187
k141_245467	0.3727	0.2223	0.4050
k141_106017	0.6236	0.2106	0.1658
k141_13519	0.0127	0.0174	0.9699
k141_152873	0.0173	0.0240	0.9588
k141_291806	0.9095	0.0680	0.0225
k141_13521	0.9043	0.0729	0.0227
k141_198852	0.0805	0.1054	0.8142
k141_291807	0.7465	0.1053	0.1482
k141_59477	0.0088	0.0364	0.9548
k141_198853	0.5081	0.4153	0.0766
k141_106030	0.4109	0.1607	0.4283
k141_198855	0.1146	0.2830	0.6024
k141_245470	0.3486	0.5747	0.0767
k141_13529	0.3075	0.5271	0.1653
k141_291811	0.9168	0.0668	0.0164
k141_152879	0.8155	0.1227	0.0619
k141_106034	0.5046	0.3176	0.1778
k141_152881	0.0348	0.0315	0.9337
k141_245477	0.4657	0.4726	0.0616
k141_337356	0.6780	0.2531	0.0690
k141_198860	0.5936	0.3132	0.0931
k141_59489	0.4435	0.5475	0.0090
k141_198861	0.6250	0.1652	0.2098
k141_152886	0.0076	0.0129	0.9795
k141_291826	0.1917	0.5751	0.2332
k141_198864	0.0604	0.9214	0.0182
k141_245481	0.9128	0.0748	0.0124
k141_337365	0.5462	0.3033	0.1505
k141_291827	0.3221	0.4310	0.2468
k141_198867	0.2746	0.2914	0.4340
k141_59500	0.1824	0.4257	0.3920
k141_106053	0.8216	0.1251	0.0533
k141_152895	0.0872	0.1487	0.7641
k141_13540	0.7570	0.1563	0.0867
k141_291830	0.8093	0.1057	0.0850
k141_59504	0.8921	0.0794	0.0285
k141_245492	0.6616	0.1922	0.1462
k141_13541	0.2462	0.5519	0.2019
k141_291836	0.7862	0.1377	0.0760
k141_198877	0.2463	0.5537	0.2000
k141_59509	0.6819	0.2806	0.0375
k141_13545	0.5025	0.3183	0.1792
k141_106063	0.1551	0.1504	0.6946
k141_245495	0.4616	0.4316	0.1069
k141_245496	0.8669	0.0942	0.0389
k141_106064	0.0689	0.8649	0.0662
k141_152909	0.4304	0.3488	0.2208
k141_291842	0.7034	0.2564	0.0402
k141_245497	0.3123	0.4262	0.2615
k141_152912	0.2660	0.4231	0.3109
k141_291843	0.0722	0.6847	0.2431
k141_245499	0.3662	0.3386	0.2952
k141_13554	0.7369	0.1601	0.1030
k141_337391	0.6435	0.2478	0.1087
k141_152914	0.7827	0.1206	0.0968
k141_291845	0.7882	0.1312	0.0807
k141_245502	0.3654	0.2022	0.4324
k141_59515	0.2881	0.5898	0.1220
k141_337393	0.2685	0.6371	0.0944
k141_337394	0.2303	0.1891	0.5806
k141_245505	0.9411	0.0378	0.0212
k141_152915	0.9380	0.0471	0.0148
k141_291848	0.3497	0.3416	0.3087
k141_59522	0.6621	0.1781	0.1599
k141_152918	0.7403	0.1850	0.0747
k141_245510	0.9611	0.0297	0.0092
k141_106078	0.3462	0.2542	0.3996
k141_198890	0.0454	0.9369	0.0176
k141_59524	0.6606	0.1820	0.1574
k141_291853	0.8751	0.0981	0.0268
k141_59526	0.5927	0.1569	0.2504
