Species,IMP,KPC,NDM,OXA,PER,SHV,SPM,TEM,VEB,VIM
Peptostreptococcus lactolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peptostreptococcus magnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peptostreptococcus spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peptostreptococcus tetradius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phocaeicola massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phocaeicola spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phocaeicola vulgatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pluralibacter gergoviae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella amnii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella baroniae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella bergensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella bivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella buccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella buccalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella corporis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella denticola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella disiens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella heparinolytica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella histicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella intermedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella jejunii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella loescheii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella maculosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella melaninogenica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella multiformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella nanceinsis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella nigrescens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella oralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella oris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella oulorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella pallens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella salivae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella tannerae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella timonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella veroralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteus hauseri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteus mirabilis,0.018422991893883568,0.036845983787767135,0.6079587324981577,0.13817243920412675,0.11974944731024319,0.2210759027266028,0.0,5.876934414148858,1.1330140014738395,0.14738393515106854
Proteus penneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteus rettgeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteus spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteus vulgaris,0.0,0.0,0.05006257822277847,0.0,0.0,0.0,0.0,0.05006257822277847,0.025031289111389236,0.0
Providencia alcalifaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providencia rettgeri,0.0974184120798831,0.0,5.845104724792986,2.045786653677545,0.438382854359474,0.1948368241597662,0.0,4.09157330735509,1.8509498295177789,0.14612761811982464
Providencia rustigianii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providencia spp,0.0,0.0,9.395973154362416,0.6711409395973155,2.684563758389262,0.0,0.0,2.013422818791946,4.026845637583892,0.0
Providencia stuartii,0.043233895373973194,0.0,4.9718979680069175,0.5188067444876783,0.12970168612191957,0.9511456982274102,0.0,2.810203199308258,1.8158236057068744,1.6428880242109816
"Providencia, non-speciated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas aeruginosa,0.2184669320507396,0.17788216601759826,0.2486896301605257,0.0,0.11743676979802603,0.017270113205592064,0.004317528301398016,0.06735344150180905,0.272004282988075,1.288350445137168
Pseudomonas alcaligenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas alcaliphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas citronellolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas fluorescens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas fulva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas graminis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas guariconensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas mendocina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas monteilii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas mosselii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas nitroreducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas otitidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas pseudoalcaligenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas putida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas putida/fluorescens Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas stewartii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas stutzeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoultella ornithinolytica,0.0,0.45662100456621,0.45662100456621,1.36986301369863,0.0,0.91324200913242,0.0,0.91324200913242,0.0,0.45662100456621
Raoultella planticola,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Raoultella spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoultella terrigena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmonella spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia ficaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia fonticola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia grimesii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia liquefaciens,0.0,0.17825311942959002,0.0,0.0,0.0,0.17825311942959002,0.0,0.17825311942959002,0.0,0.0
Serratia marcescens,0.09911894273127754,0.4001468428781204,0.21292217327459617,0.11380323054331866,0.0,0.1872246696035242,0.0,0.45154185022026433,0.0,0.09544787077826726
Serratia nematodiphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia odorifera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia plymuthica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia rubidaea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serratia spp,0.33783783783783783,1.3513513513513513,0.33783783783783783,0.45045045045045046,0.0,0.6756756756756757,0.0,1.4639639639639639,0.0,0.22522522522522523
Serratia ureilytica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Serratia, non-speciated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slackia exigua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus Coagulase Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus argenteus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus arlettae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus aureus,0.0,0.0,0.0,0.0,0.0,0.0005784258718323953,0.0,0.0,0.0,0.0
Staphylococcus auricularis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus capitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus caprae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus cohnii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus condimenti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus epidermidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus haemolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus hominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus hyicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus intermedius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus lugdunensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus pasteuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus petrasii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus pettenkoferi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus pseudointermedius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus saccharolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus saprophyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus schleiferi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus sciuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus simulans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus ureilyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus vitulinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus warneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus xylosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stenotrophomonas maltophilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stenotrophomonas spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus Alpha Hemolytic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus agalactiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus anginosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus bovis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus canis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus castoreus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus constellatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus dysgalactiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus equi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus gallolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus gordonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus intermedius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus lutetiensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus mitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus mitis_oralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus oralis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus parasanguinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus peroris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus pneumoniae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus pyogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus salivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus sanguinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus sanguis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus spp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus suis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptococcus, Beta Hemolytic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Streptococcus, viridans group",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tissierella praeacuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veillonella parvula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
