seq_name	chromosome_score	plasmid_score	virus_score
k141_404994	0.1259	0.7419	0.1322
k141_339537	0.8863	0.0947	0.0190
k141_75433	0.0201	0.0782	0.9016
k141_141231	0.1336	0.5315	0.3349
k141_404997	0.0659	0.2920	0.6421
k141_339540	0.7888	0.1533	0.0579
k141_141232	0.5871	0.2816	0.1313
k141_75437	0.9759	0.0184	0.0057
k141_9435	0.8089	0.1210	0.0702
k141_339542	0.4765	0.1563	0.3672
k141_404998	0.0159	0.0239	0.9602
k141_141234	0.4436	0.3909	0.1656
k141_9436	0.7570	0.1285	0.1145
k141_339545	0.8179	0.1182	0.0639
k141_405004	0.3002	0.2083	0.4915
k141_339546	0.9259	0.0441	0.0300
k141_141241	0.7310	0.1691	0.0999
k141_273198	0.8816	0.0943	0.0241
k141_339549	0.1500	0.1150	0.7350
k141_273199	0.0476	0.1372	0.8152
k141_339550	0.7576	0.1714	0.0711
k141_9449	0.3589	0.3594	0.2816
k141_339551	0.8960	0.0779	0.0261
k141_75451	0.1024	0.8752	0.0224
k141_339553	0.0624	0.8135	0.1241
k141_273206	0.3649	0.3853	0.2498
k141_470919	0.9434	0.0411	0.0155
k141_141248	0.8854	0.0899	0.0247
k141_9453	0.0134	0.0268	0.9598
k141_75454	0.2863	0.6561	0.0576
k141_339554	0.2735	0.3543	0.3722
k141_273207	0.2024	0.4691	0.3285
k141_207549	0.4550	0.4331	0.1120
k141_75456	0.4050	0.3770	0.2180
k141_207550	0.6556	0.2028	0.1416
k141_141249	0.9482	0.0395	0.0123
k141_9457	0.6429	0.2550	0.1021
k141_75458	0.8802	0.0997	0.0201
k141_470920	0.8099	0.1554	0.0347
k141_339560	0.0713	0.0359	0.8928
k141_141255	0.5720	0.2245	0.2035
k141_75459	0.9253	0.0551	0.0196
k141_339562	0.7814	0.1938	0.0248
k141_207558	0.1569	0.7994	0.0437
k141_470922	0.3570	0.2297	0.4132
k141_273217	0.8946	0.0849	0.0206
k141_9458	0.8900	0.0794	0.0305
k141_141261	0.7740	0.1666	0.0594
k141_75465	0.4230	0.3359	0.2411
k141_470924	0.6961	0.2347	0.0692
k141_207564	0.3530	0.5309	0.1160
k141_75468	0.4623	0.2226	0.3152
k141_470926	0.4012	0.3912	0.2076
k141_273228	0.3300	0.3661	0.3039
k141_75470	0.3401	0.3342	0.3257
k141_141264	0.8965	0.0765	0.0270
k141_207569	0.5115	0.2702	0.2182
k141_470932	0.3383	0.3705	0.2912
k141_75475	0.3755	0.4063	0.2182
k141_141266	0.6575	0.2265	0.1160
k141_273234	0.4350	0.3745	0.1905
k141_273235	0.3116	0.2959	0.3925
k141_141268	0.2146	0.5163	0.2691
k141_470935	0.5403	0.3642	0.0954
k141_75479	0.6910	0.1698	0.1392
k141_273236	0.7489	0.1335	0.1176
k141_207571	0.1181	0.8483	0.0336
k141_141271	0.5624	0.2509	0.1867
k141_470936	0.8829	0.0823	0.0348
k141_9482	0.1338	0.4061	0.4601
k141_75484	0.8462	0.1253	0.0285
k141_273242	0.9271	0.0545	0.0184
k141_207575	0.5110	0.2708	0.2182
k141_75485	0.4088	0.4113	0.1799
k141_273243	0.7178	0.1592	0.1231
k141_9488	0.6226	0.2905	0.0868
k141_141276	0.0581	0.8614	0.0806
k141_273246	0.7196	0.2593	0.0212
k141_405013	0.9540	0.0331	0.0129
k141_75495	0.1710	0.6910	0.1380
k141_273249	0.5169	0.2307	0.2524
k141_141283	0.3015	0.5006	0.1979
k141_9500	0.2919	0.2178	0.4903
k141_405015	0.9695	0.0208	0.0097
k141_75500	0.5666	0.2575	0.1759
k141_470939	0.0086	0.9772	0.0142
k141_141286	0.3994	0.4045	0.1961
k141_207594	0.6900	0.2568	0.0533
k141_273258	0.5289	0.3143	0.1568
k141_405026	0.6174	0.2920	0.0906
k141_339563	0.9441	0.0404	0.0154
k141_75509	0.4442	0.2719	0.2839
k141_9510	0.1641	0.5737	0.2622
k141_207601	0.0155	0.0259	0.9586
k141_75510	0.8222	0.1261	0.0517
k141_470947	0.6329	0.2267	0.1405
k141_141288	0.9638	0.0253	0.0108
k141_207606	0.0287	0.0587	0.9126
k141_470949	0.4805	0.2546	0.2649
k141_141291	0.5449	0.2612	0.1939
k141_207607	0.1203	0.1135	0.7662
k141_339574	0.1086	0.0953	0.7962
k141_470950	0.9729	0.0187	0.0083
k141_9521	0.3971	0.4320	0.1709
k141_273262	0.9792	0.0148	0.0060
k141_207612	0.0248	0.0247	0.9506
k141_75518	0.6241	0.3167	0.0592
k141_9522	0.0266	0.0354	0.9380
k141_141298	0.0402	0.1060	0.8538
k141_75519	0.0129	0.0205	0.9666
k141_207616	0.4465	0.2167	0.3368
k141_405029	0.9225	0.0569	0.0207
k141_75520	0.2189	0.4573	0.3238
k141_207617	0.9270	0.0466	0.0264
k141_9528	0.0790	0.7572	0.1637
k141_273269	0.9266	0.0535	0.0199
k141_75521	0.9256	0.0553	0.0191
k141_339588	0.7644	0.1789	0.0567
k141_405033	0.1784	0.5223	0.2994
k141_273271	0.7307	0.1435	0.1258
k141_9531	0.2393	0.5818	0.1789
k141_141301	0.6230	0.2048	0.1722
k141_75526	0.3884	0.4040	0.2076
k141_405035	0.7400	0.1424	0.1175
k141_207620	0.8802	0.0886	0.0311
k141_75528	0.6721	0.1932	0.1346
k141_207622	0.8980	0.0684	0.0336
k141_9532	0.9545	0.0312	0.0142
k141_339595	0.8091	0.1475	0.0434
k141_339597	0.0669	0.6471	0.2860
k141_141311	0.9342	0.0480	0.0177
k141_207627	0.0689	0.1315	0.7996
k141_273284	0.0174	0.0226	0.9600
k141_75529	0.5146	0.3775	0.1079
k141_141313	0.3408	0.3284	0.3308
k141_207630	0.7306	0.1765	0.0928
k141_339599	0.4712	0.4304	0.0984
k141_470962	0.9623	0.0265	0.0112
k141_405038	0.0706	0.8940	0.0354
k141_273286	0.8104	0.1541	0.0355
k141_75533	0.1237	0.7039	0.1724
k141_207632	0.4242	0.3971	0.1787
k141_141316	0.0031	0.9889	0.0081
k141_339600	0.0221	0.9616	0.0163
k141_207637	0.2220	0.5766	0.2014
k141_470969	0.9522	0.0328	0.0150
k141_339606	0.3862	0.4286	0.1851
k141_273294	0.7680	0.1735	0.0585
k141_9552	0.0856	0.1880	0.7265
k141_339607	0.9005	0.0676	0.0319
k141_75540	0.1904	0.1648	0.6448
k141_405050	0.7509	0.2049	0.0442
k141_141329	0.1177	0.0345	0.8478
k141_273298	0.2664	0.4291	0.3045
k141_405054	0.4351	0.2283	0.3366
k141_470980	0.7815	0.1365	0.0820
k141_141333	0.3445	0.4794	0.1761
k141_75551	0.6997	0.1777	0.1226
k141_141334	0.2126	0.6356	0.1518
k141_470984	0.2605	0.5865	0.1530
k141_207656	0.5081	0.3456	0.1463
k141_141335	0.0212	0.0759	0.9029
k141_75555	0.5696	0.3935	0.0369
k141_207660	0.9014	0.0792	0.0194
k141_141338	0.4442	0.4561	0.0996
k141_470992	0.5112	0.2493	0.2394
k141_273317	0.9563	0.0344	0.0093
k141_405073	0.3445	0.4058	0.2497
k141_141341	0.1802	0.4990	0.3208
k141_470994	0.4412	0.2388	0.3199
k141_273319	0.5153	0.2847	0.2000
k141_339639	0.1859	0.6420	0.1721
k141_405077	0.1345	0.4047	0.4607
k141_470996	0.3346	0.5521	0.1133
k141_141344	0.1821	0.1466	0.6713
k141_273322	0.0130	0.0254	0.9616
k141_75556	0.1135	0.1049	0.7816
k141_470997	0.5993	0.3212	0.0796
k141_9558	0.0032	0.9864	0.0103
k141_273324	0.7872	0.1525	0.0603
k141_339650	0.8772	0.0926	0.0302
k141_141349	0.8423	0.1215	0.0362
k141_207671	0.0182	0.0691	0.9126
k141_405085	0.0150	0.0162	0.9688
k141_9562	0.0081	0.9832	0.0087
k141_141351	0.9576	0.0347	0.0077
k141_405087	0.6617	0.2490	0.0892
k141_273327	0.9567	0.0322	0.0111
k141_9565	0.8053	0.0930	0.1017
k141_339652	0.3434	0.5976	0.0589
k141_207679	0.9561	0.0346	0.0093
k141_339654	0.1371	0.5037	0.3592
k141_9567	0.2242	0.1399	0.6359
k141_75569	0.7326	0.1884	0.0790
k141_141361	0.5783	0.3624	0.0593
k141_405094	0.8471	0.1048	0.0481
k141_207683	0.7524	0.1982	0.0494
k141_9569	0.0169	0.9743	0.0088
k141_273341	0.6963	0.2450	0.0587
k141_141365	0.0261	0.0428	0.9311
k141_405098	0.2251	0.4907	0.2842
k141_273342	0.8539	0.0915	0.0546
k141_339664	0.2839	0.4762	0.2399
k141_75574	0.8370	0.1231	0.0399
k141_9571	0.0710	0.8460	0.0829
k141_207685	0.9554	0.0309	0.0136
k141_141369	0.5383	0.2759	0.1858
k141_207686	0.1203	0.0826	0.7971
k141_75576	0.9060	0.0631	0.0309
k141_75577	0.0246	0.0310	0.9444
k141_273350	0.0161	0.9701	0.0138
k141_207689	0.2157	0.4220	0.3623
k141_405099	0.9003	0.0769	0.0228
k141_273352	0.2550	0.6082	0.1367
k141_207690	0.2151	0.5647	0.2202
k141_141377	0.4574	0.3051	0.2375
k141_141378	0.4692	0.3214	0.2094
k141_75583	0.7616	0.1354	0.1030
k141_405102	0.0055	0.9880	0.0065
k141_141382	0.5258	0.1288	0.3454
k141_207695	0.3646	0.4346	0.2008
k141_75585	0.4396	0.4566	0.1039
k141_9581	0.0318	0.8597	0.1085
k141_207697	0.7527	0.2152	0.0321
k141_141384	0.9018	0.0760	0.0222
k141_405105	0.4388	0.4186	0.1426
k141_207699	0.3502	0.3474	0.3024
k141_9584	0.5132	0.3484	0.1384
k141_75590	0.9241	0.0546	0.0213
k141_273362	0.4058	0.5237	0.0705
k141_9585	0.2795	0.4087	0.3118
k141_207700	0.6861	0.1719	0.1420
k141_471002	0.6188	0.3107	0.0705
k141_9588	0.5495	0.3227	0.1278
k141_273363	0.0467	0.8693	0.0841
k141_471005	0.1386	0.8079	0.0536
k141_339692	0.8431	0.1254	0.0315
k141_207708	0.2354	0.5921	0.1725
k141_141389	0.1204	0.7457	0.1340
k141_471008	0.2319	0.4890	0.2792
k141_141390	0.8720	0.0787	0.0494
k141_339696	0.9001	0.0850	0.0150
k141_9601	0.7701	0.1834	0.0465
k141_471015	0.9578	0.0316	0.0106
k141_207712	0.1817	0.7301	0.0883
k141_9603	0.1900	0.6888	0.1212
k141_405129	0.0548	0.7591	0.1861
k141_141400	0.6894	0.1769	0.1337
k141_207715	0.8779	0.0871	0.0350
k141_339705	0.2492	0.6894	0.0614
k141_141401	0.2519	0.4186	0.3294
k141_273384	0.2680	0.2001	0.5319
k141_405131	0.6651	0.2110	0.1239
k141_339706	0.2029	0.4041	0.3930
k141_207718	0.4956	0.4536	0.0509
k141_141403	0.9223	0.0583	0.0194
k141_273386	0.7802	0.1319	0.0879
k141_207721	0.8704	0.1050	0.0246
k141_471023	0.7589	0.2083	0.0328
k141_273389	0.0902	0.7664	0.1434
k141_339707	0.0064	0.0105	0.9831
k141_9614	0.5145	0.3002	0.1853
k141_75592	0.8051	0.1389	0.0560
k141_405137	0.3912	0.4471	0.1618
k141_141404	0.4900	0.4493	0.0607
k141_141405	0.3153	0.4769	0.2078
k141_339709	0.9079	0.0671	0.0250
k141_75594	0.5168	0.4163	0.0670
k141_339710	0.2358	0.4040	0.3602
k141_207729	0.2754	0.6075	0.1171
k141_273397	0.9387	0.0462	0.0150
k141_9616	0.2875	0.5426	0.1700
k141_339712	0.7616	0.1506	0.0878
k141_273398	0.6819	0.2018	0.1164
k141_9617	0.6987	0.1405	0.1608
k141_339715	0.6927	0.1607	0.1466
k141_471036	0.3472	0.4961	0.1567
k141_9620	0.1816	0.1456	0.6727
k141_141407	0.8241	0.1386	0.0373
k141_273403	0.1810	0.7155	0.1035
k141_339720	0.4537	0.3472	0.1991
k141_9622	0.2447	0.1895	0.5658
k141_471040	0.1604	0.3384	0.5012
k141_207744	0.6380	0.2470	0.1150
k141_75600	0.0813	0.8883	0.0303
k141_141413	0.4623	0.3599	0.1778
k141_339725	0.3265	0.4558	0.2177
k141_75603	0.9790	0.0159	0.0051
k141_273412	0.4114	0.4636	0.1250
k141_207750	0.4626	0.2311	0.3063
k141_9631	0.4925	0.1422	0.3653
k141_141415	0.8049	0.1501	0.0449
k141_75607	0.8708	0.0868	0.0424
k141_339732	0.4833	0.4618	0.0549
k141_9634	0.0197	0.0318	0.9485
k141_273418	0.8454	0.1089	0.0456
k141_75611	0.6840	0.1989	0.1171
k141_141419	0.9258	0.0535	0.0207
k141_9637	0.9515	0.0397	0.0087
k141_405138	0.8261	0.1335	0.0404
k141_339736	0.0077	0.0124	0.9799
k141_273423	0.1296	0.7072	0.1631
k141_75618	0.1316	0.1535	0.7149
k141_405141	0.4143	0.4710	0.1147
k141_207753	0.7591	0.2104	0.0305
k141_273424	0.6885	0.2636	0.0479
k141_141430	0.3889	0.4054	0.2057
k141_207755	0.7717	0.1561	0.0723
k141_273425	0.6648	0.2553	0.0799
k141_405145	0.7595	0.1756	0.0649
k141_141431	0.1946	0.4303	0.3751
k141_471044	0.0027	0.9918	0.0055
k141_75622	0.9161	0.0605	0.0233
k141_339743	0.5743	0.3137	0.1120
k141_405147	0.2409	0.5506	0.2085
k141_471047	0.5271	0.2456	0.2273
k141_207758	0.3809	0.4074	0.2118
k141_405148	0.6949	0.2257	0.0793
k141_471048	0.3677	0.5070	0.1253
k141_141438	0.7625	0.1512	0.0863
k141_207761	0.1095	0.1874	0.7030
k141_339751	0.2416	0.6696	0.0888
k141_141440	0.5072	0.3221	0.1707
k141_339752	0.5719	0.2909	0.1372
k141_405152	0.3498	0.4318	0.2184
k141_75630	0.0140	0.1045	0.8815
k141_339755	0.3417	0.2099	0.4484
k141_141445	0.6347	0.2711	0.0941
k141_339756	0.7227	0.1395	0.1377
k141_273447	0.8714	0.0718	0.0568
k141_141446	0.6270	0.2244	0.1486
k141_405159	0.6933	0.1677	0.1390
k141_75636	0.4115	0.4150	0.1735
k141_207762	0.1096	0.0817	0.8088
k141_471064	0.5385	0.3032	0.1584
k141_339759	0.6448	0.2363	0.1189
k141_141448	0.3342	0.2351	0.4307
k141_339760	0.4558	0.3102	0.2340
k141_207765	0.8162	0.1038	0.0800
k141_75639	0.3737	0.1592	0.4671
k141_273454	0.1121	0.2005	0.6874
k141_405169	0.9155	0.0633	0.0212
k141_339763	0.0323	0.0266	0.9411
k141_471067	0.2837	0.6428	0.0735
k141_405171	0.6069	0.2399	0.1532
k141_273457	0.4870	0.3648	0.1482
k141_75644	0.5722	0.2736	0.1542
k141_207773	0.6274	0.3160	0.0566
k141_405174	0.2371	0.5455	0.2174
k141_207776	0.8726	0.0983	0.0291
k141_339766	0.2570	0.6763	0.0667
k141_471069	0.0206	0.9428	0.0366
k141_405178	0.1825	0.2492	0.5683
k141_339768	0.4985	0.3687	0.1329
k141_273459	0.9744	0.0186	0.0070
k141_339773	0.4157	0.3579	0.2264
k141_273461	0.6583	0.2289	0.1128
k141_405190	0.6821	0.1306	0.1874
k141_207785	0.7194	0.1832	0.0973
k141_339776	0.2547	0.3782	0.3671
k141_9646	0.9191	0.0601	0.0209
k141_75656	0.8106	0.1582	0.0312
k141_471075	0.8138	0.1488	0.0373
k141_405193	0.0079	0.0144	0.9778
k141_9651	0.0325	0.0460	0.9215
k141_339782	0.9081	0.0679	0.0240
k141_75659	0.4524	0.3342	0.2134
k141_9653	0.7835	0.1767	0.0398
k141_471081	0.5015	0.2685	0.2299
k141_207786	0.5620	0.3480	0.0900
k141_471083	0.2838	0.3962	0.3200
k141_273466	0.0068	0.0109	0.9823
k141_9657	0.0147	0.0181	0.9672
k141_339789	0.3277	0.3962	0.2761
k141_273467	0.7374	0.1380	0.1245
k141_75664	0.2761	0.5807	0.1432
k141_273468	0.8151	0.1312	0.0537
k141_207790	0.9122	0.0709	0.0169
k141_339792	0.7717	0.1439	0.0843
k141_471085	0.9316	0.0514	0.0170
k141_75667	0.9652	0.0261	0.0087
k141_405213	0.4625	0.3059	0.2315
k141_75672	0.4427	0.3257	0.2316
k141_207797	0.1228	0.7865	0.0907
k141_75680	0.9535	0.0331	0.0134
k141_9666	0.0063	0.0113	0.9824
k141_207800	0.6192	0.3245	0.0563
k141_471106	0.2622	0.6227	0.1150
k141_273485	0.9675	0.0246	0.0080
k141_339808	0.2518	0.5125	0.2357
k141_9669	0.5701	0.2551	0.1748
k141_207802	0.0106	0.0157	0.9737
k141_471108	0.4364	0.3539	0.2097
k141_339810	0.8717	0.1056	0.0228
k141_9671	0.1631	0.0376	0.7993
k141_273488	0.2439	0.5289	0.2271
k141_207803	0.8661	0.0756	0.0583
k141_273489	0.1266	0.1180	0.7554
k141_207804	0.0015	0.9942	0.0043
k141_207805	0.3951	0.4330	0.1720
k141_471115	0.0475	0.0291	0.9233
k141_9682	0.5340	0.2842	0.1818
k141_207808	0.3493	0.2870	0.3637
k141_207810	0.4709	0.3280	0.2011
k141_339822	0.8914	0.0832	0.0253
k141_405240	0.8242	0.1292	0.0466
k141_471122	0.5295	0.2329	0.2375
k141_9686	0.4006	0.4770	0.1224
k141_405241	0.3848	0.3967	0.2186
k141_339827	0.0885	0.1731	0.7384
k141_75710	0.5191	0.2115	0.2693
k141_273494	0.4159	0.5319	0.0522
k141_405242	0.6370	0.2375	0.1255
k141_339830	0.3732	0.3656	0.2612
k141_9691	0.0157	0.0239	0.9605
k141_405245	0.0128	0.0233	0.9639
k141_207816	0.0269	0.5499	0.4233
k141_9693	0.1068	0.4135	0.4797
k141_75715	0.4195	0.5242	0.0563
k141_339833	0.7745	0.1571	0.0685
k141_471135	0.2672	0.6510	0.0819
k141_405249	0.5311	0.3003	0.1686
k141_471139	0.9092	0.0629	0.0279
k141_339841	0.0501	0.1635	0.7864
k141_207827	0.0102	0.0186	0.9712
k141_9695	0.0213	0.8398	0.1389
k141_405255	0.3214	0.4795	0.1991
k141_75727	0.9431	0.0366	0.0203
k141_207830	0.9018	0.0691	0.0291
k141_273506	0.6429	0.2629	0.0942
k141_405256	0.6684	0.2153	0.1163
k141_471141	0.3606	0.5709	0.0685
k141_9701	0.1753	0.1241	0.7006
k141_339844	0.8595	0.0980	0.0424
k141_471143	0.0029	0.9889	0.0082
k141_207837	0.5848	0.2650	0.1502
k141_273515	0.9401	0.0437	0.0162
k141_9709	0.2413	0.1837	0.5750
k141_207838	0.5594	0.0663	0.3743
k141_405262	0.9129	0.0723	0.0148
k141_339850	0.0522	0.0298	0.9180
k141_207842	0.0342	0.1151	0.8507
k141_471151	0.0158	0.0229	0.9613
k141_9712	0.7464	0.2035	0.0501
k141_273520	0.2281	0.7315	0.0404
k141_339855	0.1709	0.1706	0.6585
k141_207844	0.0560	0.3305	0.6135
k141_75738	0.8633	0.1165	0.0203
k141_405272	0.1281	0.7325	0.1394
k141_273526	0.8688	0.0918	0.0394
k141_75740	0.9582	0.0316	0.0102
k141_207850	0.0253	0.0448	0.9299
k141_405278	0.0023	0.9883	0.0094
k141_273534	0.1312	0.4731	0.3957
k141_471161	0.2623	0.6647	0.0730
k141_75747	0.9040	0.0595	0.0365
k141_207854	0.8117	0.1003	0.0880
k141_339873	0.8530	0.1112	0.0358
k141_471162	0.4629	0.3185	0.2186
k141_273537	0.0105	0.0343	0.9552
k141_405283	0.0033	0.9762	0.0205
k141_273539	0.4724	0.3722	0.1553
k141_75752	0.2673	0.4585	0.2742
k141_339878	0.0421	0.0493	0.9085
k141_273540	0.2924	0.5529	0.1547
k141_339879	0.8171	0.1377	0.0452
k141_207855	0.4494	0.5052	0.0454
k141_339880	0.0178	0.0202	0.9619
k141_75757	0.3768	0.3289	0.2943
k141_471173	0.4656	0.3838	0.1505
k141_9713	0.9113	0.0650	0.0237
k141_339882	0.5251	0.3483	0.1266
k141_9715	0.1296	0.3872	0.4832
k141_273549	0.0537	0.8140	0.1323
k141_339886	0.7406	0.1809	0.0785
k141_405295	0.7797	0.1578	0.0624
k141_207860	0.3697	0.3508	0.2795
k141_9716	0.0413	0.8165	0.1421
k141_471177	0.5827	0.2838	0.1335
k141_273552	0.7331	0.2338	0.0331
k141_75766	0.5254	0.2560	0.2186
k141_339888	0.2522	0.5836	0.1642
k141_141449	0.8877	0.0829	0.0294
k141_207861	0.4731	0.4195	0.1074
k141_471180	0.8401	0.1208	0.0390
k141_9721	0.7633	0.1210	0.1157
k141_273556	0.4486	0.2881	0.2633
k141_405303	0.8519	0.1206	0.0275
k141_339894	0.0086	0.0135	0.9779
k141_141457	0.0213	0.0897	0.8890
k141_405305	0.5367	0.3015	0.1618
k141_75767	0.0078	0.0123	0.9799
k141_9725	0.3380	0.5255	0.1365
k141_339898	0.3835	0.2870	0.3295
k141_471188	0.8935	0.0859	0.0206
k141_273559	0.1442	0.5997	0.2560
k141_207872	0.0218	0.0541	0.9241
k141_273560	0.4861	0.4022	0.1116
k141_405313	0.6345	0.2709	0.0946
k141_141459	0.0121	0.9777	0.0102
k141_405314	0.3526	0.4720	0.1754
k141_9730	0.8051	0.0872	0.1077
k141_405316	0.6405	0.2767	0.0828
k141_141462	0.1213	0.2668	0.6119
k141_207880	0.2444	0.4827	0.2729
k141_471195	0.1684	0.8071	0.0245
k141_405318	0.9173	0.0609	0.0219
k141_471201	0.0354	0.0669	0.8977
k141_339901	0.0066	0.0118	0.9816
k141_405321	0.2999	0.2337	0.4664
k141_207886	0.8694	0.1042	0.0264
k141_273567	0.4371	0.5064	0.0565
k141_339903	0.1858	0.5493	0.2649
k141_207887	0.5320	0.2878	0.1802
k141_471204	0.5821	0.1162	0.3018
k141_141468	0.0549	0.8491	0.0961
k141_339904	0.8448	0.0992	0.0560
k141_9735	0.8018	0.1650	0.0332
k141_273570	0.6746	0.2244	0.1010
k141_471208	0.0596	0.8876	0.0528
k141_405326	0.4359	0.3922	0.1719
k141_207890	0.2028	0.7343	0.0629
k141_471209	0.6096	0.3499	0.0404
k141_339911	0.4285	0.4338	0.1377
k141_405330	0.8074	0.1387	0.0539
k141_273580	0.5855	0.3863	0.0282
k141_141476	0.9200	0.0558	0.0242
k141_9742	0.9288	0.0516	0.0196
k141_471214	0.1076	0.7730	0.1194
k141_141477	0.7626	0.1322	0.1052
k141_273585	0.7458	0.1656	0.0887
k141_141483	0.5247	0.3213	0.1540
k141_9750	0.3686	0.4337	0.1978
k141_405338	0.7565	0.1759	0.0677
k141_273586	0.6339	0.2955	0.0706
k141_207907	0.2752	0.1720	0.5528
k141_339917	0.0061	0.9762	0.0177
k141_9751	0.8545	0.0952	0.0503
k141_339919	0.1657	0.1631	0.6712
k141_273588	0.2132	0.4338	0.3529
k141_273590	0.0137	0.9694	0.0169
k141_471218	0.7429	0.2371	0.0200
k141_207913	0.1958	0.2902	0.5140
k141_471219	0.2114	0.6235	0.1651
k141_339926	0.7384	0.1374	0.1242
k141_207914	0.3078	0.5931	0.0991
k141_273594	0.9612	0.0282	0.0106
k141_141497	0.3048	0.4873	0.2079
k141_9759	0.9342	0.0480	0.0178
k141_273596	0.7480	0.1793	0.0728
k141_339932	0.7699	0.1199	0.1102
k141_273598	0.9095	0.0592	0.0313
k141_141500	0.1023	0.8196	0.0781
k141_471228	0.8910	0.0817	0.0273
k141_405360	0.1145	0.4335	0.4521
k141_273601	0.3516	0.4403	0.2082
k141_471231	0.6262	0.1947	0.1791
k141_141503	0.8651	0.0820	0.0529
k141_75768	0.8800	0.0916	0.0285
k141_273602	0.6845	0.2049	0.1106
k141_207927	0.2492	0.5981	0.1526
k141_471232	0.2513	0.6109	0.1378
k141_471233	0.1865	0.1797	0.6337
k141_141509	0.8789	0.0826	0.0386
k141_339942	0.3304	0.6179	0.0517
k141_9776	0.9062	0.0768	0.0170
k141_405364	0.3708	0.5456	0.0836
k141_141510	0.2297	0.6842	0.0861
k141_207933	0.6647	0.1769	0.1583
k141_471238	0.6430	0.2704	0.0866
k141_405366	0.8877	0.0884	0.0239
k141_273607	0.7781	0.1595	0.0624
k141_9780	0.0631	0.0514	0.8855
k141_75780	0.1835	0.4894	0.3271
k141_207937	0.6477	0.2751	0.0773
k141_471243	0.3447	0.4459	0.2095
k141_75784	0.6845	0.1658	0.1497
k141_9787	0.0079	0.0129	0.9792
k141_141520	0.1714	0.6701	0.1584
k141_75785	0.6072	0.2338	0.1589
k141_273614	0.5496	0.3576	0.0929
k141_207940	0.9435	0.0420	0.0145
k141_75786	0.8165	0.1380	0.0455
k141_273615	0.0724	0.0352	0.8924
k141_339943	0.3574	0.4717	0.1710
k141_9790	0.8479	0.0867	0.0654
k141_471246	0.9745	0.0180	0.0075
k141_207945	0.0822	0.4753	0.4425
k141_273620	0.4980	0.3197	0.1823
k141_471251	0.6087	0.2356	0.1557
k141_405378	0.9190	0.0603	0.0207
k141_339950	0.5438	0.3395	0.1167
k141_207950	0.8438	0.1139	0.0424
k141_75787	0.6179	0.1079	0.2743
k141_9800	0.1260	0.1567	0.7173
k141_405388	0.4683	0.3251	0.2066
k141_471252	0.0191	0.9416	0.0393
k141_141533	0.7628	0.1730	0.0641
k141_405389	0.4771	0.3448	0.1781
k141_9803	0.3778	0.4931	0.1291
k141_471254	0.3199	0.3637	0.3164
k141_339957	0.1466	0.7997	0.0536
k141_9804	0.8126	0.1519	0.0356
k141_141536	0.8291	0.1092	0.0617
k141_405392	0.9539	0.0359	0.0102
k141_75795	0.8665	0.0943	0.0392
k141_273623	0.9354	0.0510	0.0137
k141_471258	0.2064	0.2523	0.5413
k141_9807	0.6373	0.3149	0.0478
k141_339964	0.3826	0.4199	0.1976
k141_207966	0.8173	0.1419	0.0408
k141_339969	0.8955	0.0709	0.0336
k141_75805	0.6677	0.2368	0.0955
k141_207970	0.0940	0.3598	0.5463
k141_9812	0.8627	0.1091	0.0282
k141_471268	0.4521	0.4708	0.0771
k141_405404	0.4269	0.3837	0.1895
k141_9813	0.3864	0.5431	0.0705
k141_141546	0.7334	0.1668	0.0998
k141_207973	0.3183	0.6369	0.0448
k141_339978	0.1339	0.4463	0.4198
k141_471272	0.9533	0.0343	0.0125
k141_9815	0.5529	0.3531	0.0940
k141_141550	0.6223	0.1912	0.1865
k141_75810	0.5083	0.4008	0.0909
k141_273624	0.3204	0.6310	0.0486
k141_405407	0.6197	0.1571	0.2232
k141_141554	0.3538	0.1705	0.4757
k141_75813	0.0166	0.0182	0.9652
k141_207981	0.9394	0.0407	0.0199
k141_405411	0.0100	0.9693	0.0207
k141_141559	0.0692	0.5491	0.3817
k141_207986	0.1721	0.1565	0.6714
k141_405412	0.0211	0.1223	0.8566
k141_75822	0.2386	0.4510	0.3104
k141_339994	0.4564	0.3600	0.1836
k141_9830	0.6213	0.2087	0.1700
k141_273636	0.1763	0.6538	0.1699
k141_141560	0.0412	0.8827	0.0761
k141_405416	0.0452	0.0888	0.8660
k141_75826	0.8958	0.0724	0.0318
k141_339997	0.0109	0.0186	0.9704
k141_471279	0.9066	0.0562	0.0373
k141_471280	0.3339	0.3498	0.3163
k141_75829	0.1375	0.1499	0.7126
k141_141566	0.9748	0.0189	0.0063
k141_273638	0.4963	0.2449	0.2588
k141_141567	0.5090	0.2385	0.2525
k141_340005	0.6233	0.2181	0.1586
k141_208006	0.8685	0.0937	0.0378
k141_75833	0.1263	0.8523	0.0214
k141_405423	0.3951	0.4089	0.1960
k141_141569	0.3313	0.4684	0.2003
k141_273641	0.3556	0.1314	0.5130
k141_208009	0.5643	0.1756	0.2601
k141_340010	0.8391	0.0954	0.0655
k141_471290	0.6444	0.2622	0.0934
k141_405425	0.1409	0.7409	0.1182
k141_340011	0.2500	0.5383	0.2118
k141_471291	0.4708	0.3660	0.1632
k141_75839	0.6335	0.2462	0.1202
k141_208016	0.6149	0.1835	0.2016
k141_141579	0.7346	0.1644	0.1010
k141_471296	0.7790	0.1830	0.0380
k141_273657	0.0708	0.7799	0.1494
