seq_name	chromosome_score	plasmid_score	virus_score
k141_371762	0.1285	0.2201	0.6514
k141_21467	0.9115	0.0545	0.0340
k141_91248	0.9198	0.0522	0.0281
k141_232474	0.2660	0.2861	0.4479
k141_441884	0.6332	0.2708	0.0959
k141_301757	0.7450	0.1576	0.0975
k141_232477	0.4023	0.2415	0.3561
k141_21470	0.3997	0.3860	0.2142
k141_371763	0.2304	0.4112	0.3584
k141_301760	0.8709	0.0931	0.0360
k141_371764	0.6718	0.1696	0.1585
k141_441890	0.8646	0.0934	0.0420
k141_162721	0.5717	0.3250	0.1033
k141_21471	0.8259	0.1394	0.0346
k141_301763	0.5339	0.1950	0.2711
k141_21473	0.2478	0.6068	0.1455
k141_162723	0.1076	0.8649	0.0275
k141_232485	0.0971	0.1490	0.7539
k141_301766	0.0866	0.7809	0.1325
k141_301767	0.1822	0.7455	0.0724
k141_371768	0.2278	0.5747	0.1974
k141_162726	0.0189	0.0195	0.9615
k141_21481	0.1096	0.7657	0.1247
k141_232487	0.0659	0.0746	0.8594
k141_371770	0.3114	0.4686	0.2201
k141_301772	0.3559	0.3912	0.2529
k141_301774	0.2913	0.1330	0.5757
k141_371773	0.6911	0.1314	0.1774
k141_162732	0.6150	0.2097	0.1753
k141_21487	0.9702	0.0237	0.0061
k141_371774	0.1712	0.5687	0.2601
k141_441896	0.8633	0.0924	0.0443
k141_21488	0.7765	0.1348	0.0888
k141_441899	0.8702	0.1123	0.0176
k141_301776	0.6984	0.1574	0.1442
k141_21491	0.8474	0.1158	0.0368
k141_371782	0.2435	0.2745	0.4820
k141_441900	0.9169	0.0631	0.0199
k141_301777	0.3035	0.1581	0.5385
k141_21492	0.7455	0.1764	0.0781
k141_301778	0.6209	0.2672	0.1119
k141_371785	0.2033	0.2205	0.5762
k141_21494	0.0453	0.0503	0.9044
k141_371786	0.9456	0.0408	0.0135
k141_301779	0.9656	0.0242	0.0102
k141_371787	0.6503	0.1687	0.1811
k141_441907	0.9661	0.0248	0.0091
k141_21496	0.9458	0.0398	0.0144
k141_91249	0.9584	0.0297	0.0119
k141_91250	0.6251	0.2229	0.1520
k141_441909	0.0204	0.1178	0.8618
k141_371789	0.5063	0.1447	0.3490
k141_91251	0.7741	0.1034	0.1225
k141_301787	0.7299	0.1404	0.1297
k141_162733	0.9481	0.0374	0.0145
k141_441914	0.4373	0.5270	0.0357
k141_91254	0.1438	0.0398	0.8163
k141_301790	0.8948	0.0796	0.0255
k141_301791	0.8220	0.1303	0.0476
k141_91255	0.0039	0.9764	0.0197
k141_21502	0.8857	0.0584	0.0559
k141_232492	0.9241	0.0539	0.0220
k141_21505	0.9135	0.0664	0.0200
k141_162734	0.9778	0.0154	0.0068
k141_301795	0.9336	0.0479	0.0185
k141_232496	0.1379	0.1011	0.7610
k141_21507	0.9201	0.0573	0.0226
k141_301797	0.5880	0.2357	0.1763
k141_162738	0.1466	0.5624	0.2909
k141_91262	0.2917	0.4942	0.2140
k141_21509	0.9648	0.0243	0.0109
k141_441920	0.9621	0.0267	0.0111
k141_162739	0.5507	0.2882	0.1611
k141_232503	0.5529	0.1518	0.2953
k141_21514	0.1063	0.6637	0.2301
k141_162740	0.5281	0.3618	0.1101
k141_441923	0.4839	0.4398	0.0763
k141_371793	0.0112	0.0838	0.9050
k141_232506	0.8212	0.1196	0.0592
k141_301806	0.5910	0.2656	0.1434
k141_371794	0.7072	0.2191	0.0736
k141_91267	0.8994	0.0771	0.0235
k141_441928	0.8099	0.1040	0.0860
k141_21521	0.9589	0.0298	0.0113
k141_91269	0.4118	0.4070	0.1813
k141_441931	0.5177	0.2577	0.2246
k141_232514	0.8685	0.0937	0.0378
k141_301809	0.0095	0.0217	0.9688
k141_91273	0.8147	0.1100	0.0753
k141_232516	0.9033	0.0704	0.0263
k141_371798	0.9201	0.0635	0.0164
k141_91275	0.9540	0.0307	0.0153
k141_441936	0.8936	0.0753	0.0311
k141_371799	0.7628	0.1470	0.0902
k141_232518	0.8251	0.0986	0.0763
k141_441938	0.8497	0.1142	0.0361
k141_91278	0.6867	0.1450	0.1683
k141_232520	0.0665	0.7918	0.1417
k141_162741	0.9693	0.0216	0.0091
k141_232521	0.7547	0.1619	0.0834
k141_91282	0.0231	0.0200	0.9569
k141_441947	0.2010	0.4582	0.3408
k141_371802	0.9790	0.0151	0.0059
k141_301817	0.9815	0.0134	0.0052
k141_21526	0.9101	0.0610	0.0288
k141_232522	0.7556	0.1295	0.1149
k141_91287	0.2730	0.3292	0.3977
k141_232523	0.8930	0.0799	0.0272
k141_91288	0.6443	0.1681	0.1875
k141_441951	0.3754	0.4353	0.1893
k141_371809	0.6549	0.2121	0.1330
k141_301821	0.7805	0.1591	0.0605
k141_441953	0.9176	0.0600	0.0224
k141_162749	0.0401	0.0642	0.8957
k141_232528	0.2520	0.5163	0.2317
k141_301823	0.6069	0.3272	0.0659
k141_371812	0.7416	0.1368	0.1216
k141_162751	0.7376	0.1495	0.1129
k141_441955	0.1447	0.2715	0.5838
k141_162752	0.8714	0.1091	0.0195
k141_21531	0.6985	0.2581	0.0434
k141_232531	0.8794	0.0977	0.0229
k141_371819	0.8006	0.1013	0.0981
k141_232532	0.8942	0.0793	0.0265
k141_441962	0.2141	0.1376	0.6484
k141_232533	0.9689	0.0234	0.0077
k141_371821	0.2822	0.3489	0.3689
k141_162753	0.8764	0.0983	0.0252
k141_21535	0.9538	0.0337	0.0126
k141_441963	0.9177	0.0575	0.0248
k141_371822	0.4554	0.1773	0.3674
k141_162755	0.8419	0.1328	0.0253
k141_441964	0.6124	0.2040	0.1836
k141_301827	0.7812	0.1975	0.0213
k141_232537	0.6807	0.2813	0.0379
k141_441966	0.2345	0.5992	0.1664
k141_301828	0.0205	0.0359	0.9436
k141_21538	0.9776	0.0163	0.0062
k141_441968	0.8798	0.0908	0.0294
k141_301830	0.8181	0.1041	0.0778
k141_162761	0.6327	0.2904	0.0769
k141_232541	0.9715	0.0207	0.0078
k141_21539	0.1765	0.6005	0.2230
k141_21541	0.9369	0.0453	0.0178
k141_232545	0.7447	0.1583	0.0970
k141_21542	0.8065	0.1201	0.0734
k141_441975	0.6254	0.2366	0.1380
k141_162762	0.0076	0.0124	0.9800
k141_371824	0.0098	0.0144	0.9758
k141_162764	0.0496	0.0651	0.8852
k141_301836	0.2963	0.5593	0.1444
k141_232548	0.4194	0.2953	0.2853
k141_441978	0.6261	0.2147	0.1592
k141_371831	0.8396	0.1156	0.0447
k141_162767	0.8535	0.1215	0.0250
k141_301842	0.6886	0.1609	0.1505
k141_162769	0.6679	0.2648	0.0674
k141_232551	0.9119	0.0652	0.0228
k141_371832	0.4946	0.2186	0.2868
k141_21544	0.8741	0.0962	0.0297
k141_441983	0.3778	0.5424	0.0798
k141_232552	0.7588	0.1334	0.1078
k141_441986	0.3119	0.6121	0.0760
k141_371839	0.7507	0.1549	0.0944
k141_21548	0.7858	0.1769	0.0373
k141_162772	0.9272	0.0510	0.0218
k141_301844	0.7912	0.1205	0.0883
k141_441987	0.8976	0.0769	0.0255
k141_371846	0.1679	0.7418	0.0903
k141_301846	0.9064	0.0617	0.0319
k141_441989	0.0228	0.0260	0.9512
k141_301847	0.2745	0.3193	0.4062
k141_371847	0.4934	0.3013	0.2053
k141_162777	0.6529	0.2236	0.1235
k141_441991	0.0523	0.3525	0.5952
k141_232566	0.1210	0.1643	0.7147
k141_301848	0.7416	0.2038	0.0546
k141_232567	0.5081	0.2878	0.2041
k141_162781	0.0151	0.9788	0.0062
k141_21551	0.9797	0.0146	0.0058
k141_301850	0.8659	0.1009	0.0332
k141_21552	0.0862	0.0794	0.8344
k141_371854	0.9683	0.0226	0.0092
k141_442001	0.3571	0.4363	0.2066
k141_21556	0.5165	0.2850	0.1984
k141_162787	0.9205	0.0627	0.0168
k141_371855	0.9069	0.0720	0.0211
k141_512384	0.9491	0.0364	0.0145
k141_301858	0.0829	0.8510	0.0661
k141_371856	0.8008	0.1392	0.0600
k141_512387	0.3217	0.2082	0.4701
k141_21560	0.9743	0.0177	0.0079
k141_442011	0.9578	0.0307	0.0116
k141_301867	0.6744	0.1551	0.1706
k141_162800	0.9506	0.0331	0.0163
k141_21563	0.6987	0.2056	0.0957
k141_301870	0.9092	0.0681	0.0228
k141_162804	0.5677	0.2370	0.1952
k141_442016	0.9712	0.0205	0.0083
k141_232568	0.9710	0.0213	0.0077
k141_162809	0.1768	0.1175	0.7057
k141_442021	0.1655	0.3318	0.5027
k141_91290	0.8270	0.1342	0.0388
k141_232572	0.9548	0.0342	0.0111
k141_162812	0.7260	0.1405	0.1334
k141_442028	0.5651	0.2884	0.1465
k141_512389	0.8828	0.0923	0.0250
k141_232578	0.4353	0.3245	0.2402
k141_91298	0.6705	0.2081	0.1214
k141_162815	0.9720	0.0188	0.0093
k141_442030	0.7676	0.1354	0.0970
k141_232579	0.0199	0.0205	0.9595
k141_162817	0.3923	0.5048	0.1030
k141_512393	0.6450	0.2185	0.1365
k141_91299	0.8189	0.1281	0.0530
k141_162819	0.5354	0.3495	0.1150
k141_21566	0.9337	0.0523	0.0140
k141_232584	0.4928	0.3002	0.2070
k141_232585	0.9463	0.0386	0.0151
k141_512401	0.0318	0.0800	0.8882
k141_162824	0.9448	0.0400	0.0152
k141_91300	0.0613	0.0369	0.9017
k141_232586	0.6105	0.2137	0.1758
k141_21567	0.9313	0.0385	0.0303
k141_512406	0.5053	0.2568	0.2379
k141_442037	0.0809	0.0709	0.8482
k141_91301	0.8602	0.1218	0.0180
k141_232589	0.2343	0.2734	0.4923
k141_512408	0.9517	0.0353	0.0130
k141_91302	0.1544	0.4255	0.4201
k141_232592	0.2471	0.6080	0.1449
k141_512409	0.7533	0.1501	0.0967
k141_91305	0.0153	0.0488	0.9359
k141_21571	0.4070	0.3861	0.2069
k141_91306	0.7233	0.1629	0.1138
k141_162839	0.5376	0.2595	0.2029
k141_91307	0.3710	0.4402	0.1888
k141_512411	0.9580	0.0282	0.0139
k141_301880	0.9434	0.0415	0.0150
k141_162842	0.7700	0.1339	0.0961
k141_91308	0.9081	0.0730	0.0189
k141_232600	0.9602	0.0283	0.0115
k141_301881	0.9611	0.0259	0.0130
k141_512412	0.9139	0.0630	0.0230
k141_442038	0.7420	0.2061	0.0519
k141_232601	0.5849	0.1405	0.2746
k141_162845	0.5754	0.3377	0.0869
k141_512417	0.1397	0.0729	0.7874
k141_232602	0.9144	0.0615	0.0241
k141_301882	0.9202	0.0557	0.0241
k141_91313	0.6713	0.2287	0.1000
k141_21588	0.9466	0.0353	0.0181
k141_162849	0.7816	0.1368	0.0816
k141_232607	0.7904	0.1690	0.0406
k141_512424	0.8444	0.0907	0.0649
k141_512425	0.0624	0.0382	0.8994
k141_91319	0.7755	0.1532	0.0713
k141_232609	0.9378	0.0453	0.0169
k141_21593	0.9257	0.0518	0.0224
k141_91320	0.2303	0.2729	0.4967
k141_512428	0.7079	0.1921	0.1001
k141_232613	0.1670	0.2026	0.6304
k141_301897	0.5595	0.3085	0.1320
k141_91323	0.0217	0.0402	0.9382
k141_442055	0.6714	0.2455	0.0830
k141_512433	0.4963	0.3376	0.1660
k141_232617	0.0622	0.1305	0.8073
k141_162853	0.9775	0.0160	0.0065
k141_21600	0.5233	0.2154	0.2613
k141_91328	0.5478	0.3265	0.1257
k141_512436	0.7736	0.0854	0.1410
k141_442059	0.6855	0.2077	0.1069
k141_301898	0.0329	0.0354	0.9317
k141_21602	0.9676	0.0239	0.0085
k141_512437	0.2321	0.4639	0.3040
k141_442060	0.2249	0.3648	0.4103
k141_232620	0.9002	0.0745	0.0253
k141_162854	0.9240	0.0534	0.0226
k141_21604	0.7645	0.1669	0.0687
k141_442062	0.1884	0.2382	0.5733
k141_91334	0.4559	0.3907	0.1534
k141_301900	0.0230	0.0985	0.8785
k141_232621	0.1592	0.4702	0.3706
k141_162855	0.9797	0.0143	0.0061
k141_512445	0.4477	0.3489	0.2034
k141_442064	0.9818	0.0134	0.0048
k141_91335	0.0118	0.0244	0.9637
k141_232626	0.6949	0.1459	0.1592
k141_512449	0.5404	0.1888	0.2708
k141_442065	0.8648	0.1043	0.0310
k141_162863	0.7577	0.1186	0.1237
k141_301910	0.0879	0.2058	0.7063
k141_21618	0.9177	0.0602	0.0222
k141_21624	0.5933	0.2920	0.1147
k141_162869	0.1603	0.1823	0.6574
k141_301913	0.3803	0.4495	0.1703
k141_371867	0.9650	0.0241	0.0109
k141_442077	0.1623	0.5120	0.3257
k141_21626	0.9166	0.0625	0.0209
k141_232636	0.0562	0.9316	0.0122
k141_512459	0.9142	0.0489	0.0369
k141_232637	0.2051	0.1650	0.6299
k141_301922	0.6298	0.2348	0.1353
k141_91338	0.9652	0.0245	0.0103
k141_512460	0.9546	0.0327	0.0127
k141_442080	0.0256	0.0336	0.9408
k141_371878	0.9147	0.0585	0.0268
k141_91339	0.8681	0.0639	0.0679
k141_301925	0.6444	0.2064	0.1492
k141_512464	0.9570	0.0315	0.0115
k141_232643	0.9698	0.0223	0.0079
k141_301926	0.6990	0.1802	0.1208
k141_371879	0.9067	0.0710	0.0223
k141_91342	0.0213	0.4328	0.5459
k141_301927	0.5885	0.2206	0.1909
k141_232646	0.1265	0.5206	0.3529
k141_91347	0.5722	0.2515	0.1764
k141_442088	0.0753	0.0635	0.8612
k141_232648	0.2637	0.5383	0.1979
k141_162872	0.9349	0.0409	0.0242
k141_442089	0.2427	0.6209	0.1364
k141_512474	0.2858	0.4861	0.2281
k141_442090	0.3502	0.3499	0.2998
k141_371883	0.7571	0.1498	0.0931
k141_371884	0.9159	0.0662	0.0179
k141_232653	0.2297	0.5078	0.2625
k141_442092	0.8941	0.0861	0.0199
k141_512477	0.9191	0.0630	0.0179
k141_232654	0.4785	0.3219	0.1996
k141_512478	0.9620	0.0253	0.0127
k141_91348	0.4609	0.3335	0.2056
k141_162875	0.9782	0.0155	0.0063
k141_371886	0.3311	0.1088	0.5600
k141_301934	0.5135	0.4461	0.0404
k141_232657	0.5684	0.2002	0.2314
k141_91350	0.5802	0.3442	0.0757
k141_91352	0.7300	0.1305	0.1395
k141_232660	0.5261	0.1923	0.2815
k141_301937	0.8976	0.0744	0.0280
k141_91353	0.0228	0.0269	0.9504
k141_232665	0.1628	0.5948	0.2424
k141_21633	0.8588	0.0864	0.0547
k141_371899	0.9647	0.0286	0.0066
k141_232666	0.9754	0.0184	0.0062
k141_512489	0.0071	0.0112	0.9817
k141_442094	0.0073	0.0128	0.9799
k141_371901	0.4927	0.2883	0.2191
k141_21638	0.9088	0.0710	0.0202
k141_232668	0.3445	0.4713	0.1843
k141_162887	0.9553	0.0348	0.0099
k141_21643	0.9145	0.0637	0.0218
k141_512497	0.9127	0.0680	0.0193
k141_371902	0.9534	0.0347	0.0119
k141_512498	0.4884	0.2873	0.2243
k141_91370	0.9367	0.0472	0.0161
k141_442104	0.0865	0.0762	0.8373
k141_512501	0.2255	0.2780	0.4965
k141_232673	0.9007	0.0743	0.0251
k141_162889	0.9113	0.0680	0.0207
k141_371907	0.9655	0.0242	0.0102
k141_512502	0.9518	0.0336	0.0146
k141_232674	0.5753	0.3014	0.1233
k141_512503	0.6828	0.1578	0.1594
k141_442107	0.7904	0.1518	0.0579
k141_371909	0.8142	0.1060	0.0798
k141_232676	0.5697	0.2713	0.1590
k141_371910	0.9104	0.0665	0.0230
k141_21649	0.9678	0.0224	0.0098
k141_162894	0.9791	0.0156	0.0053
k141_162895	0.6798	0.2124	0.1079
k141_371912	0.9137	0.0519	0.0344
k141_91373	0.9351	0.0480	0.0168
k141_232678	0.8591	0.0953	0.0456
k141_512507	0.8986	0.0785	0.0230
k141_21651	0.9409	0.0450	0.0141
k141_162896	0.7874	0.1262	0.0864
k141_21653	0.5433	0.2558	0.2009
k141_232680	0.2500	0.2771	0.4729
k141_512510	0.1633	0.2508	0.5859
k141_91378	0.9442	0.0427	0.0131
k141_371918	0.6159	0.2608	0.1232
k141_91380	0.3684	0.4288	0.2028
k141_371920	0.8784	0.0744	0.0472
k141_232682	0.4348	0.4647	0.1004
k141_512513	0.7725	0.1731	0.0545
k141_232683	0.9547	0.0303	0.0151
k141_512514	0.6572	0.1819	0.1609
k141_21659	0.9138	0.0653	0.0209
k141_162912	0.8126	0.1478	0.0396
k141_512515	0.5793	0.1434	0.2773
k141_301951	0.9667	0.0237	0.0096
k141_232685	0.8643	0.1082	0.0275
k141_21663	0.4431	0.2501	0.3068
k141_301953	0.7036	0.2235	0.0729
k141_162915	0.0527	0.2251	0.7222
k141_371926	0.9488	0.0359	0.0152
k141_512517	0.9591	0.0291	0.0118
k141_442108	0.9127	0.0661	0.0212
k141_21665	0.7705	0.1241	0.1055
k141_21666	0.9283	0.0504	0.0213
k141_371930	0.6983	0.1513	0.1504
k141_91383	0.9330	0.0424	0.0246
k141_512524	0.9292	0.0496	0.0211
k141_162921	0.5697	0.2423	0.1880
k141_91385	0.4718	0.2268	0.3015
k141_442117	0.5331	0.2402	0.2267
k141_512526	0.0573	0.7754	0.1673
k141_301963	0.8884	0.0860	0.0256
k141_232686	0.9681	0.0246	0.0072
k141_91390	0.6624	0.1856	0.1520
k141_371935	0.9550	0.0306	0.0144
k141_512527	0.9180	0.0680	0.0140
k141_21671	0.8579	0.1098	0.0322
k141_232687	0.6582	0.1704	0.1713
k141_442122	0.9005	0.0767	0.0229
k141_301966	0.7767	0.1878	0.0355
k141_371936	0.1024	0.2413	0.6564
k141_91391	0.7337	0.1491	0.1173
k141_512530	0.9277	0.0534	0.0188
k141_21673	0.6204	0.2226	0.1570
k141_162932	0.6936	0.2313	0.0750
k141_442124	0.2893	0.1294	0.5813
k141_301969	0.2087	0.1773	0.6141
k141_371937	0.9843	0.0115	0.0042
k141_442125	0.0883	0.1024	0.8094
k141_21675	0.3634	0.4122	0.2244
k141_512532	0.7378	0.1808	0.0814
k141_232695	0.8036	0.1304	0.0661
k141_91396	0.2961	0.2006	0.5033
k141_162936	0.2349	0.1836	0.5815
k141_512536	0.3221	0.2231	0.4548
k141_232697	0.7715	0.1054	0.1231
k141_162937	0.3488	0.3992	0.2520
k141_91397	0.7894	0.1028	0.1078
k141_442133	0.6274	0.2249	0.1477
k141_232699	0.8073	0.0988	0.0939
k141_512540	0.1289	0.6227	0.2484
k141_91399	0.1279	0.0895	0.7826
k141_21684	0.5073	0.2383	0.2544
k141_232700	0.5546	0.2797	0.1657
k141_512544	0.7293	0.1682	0.1026
k141_232701	0.2084	0.4441	0.3475
k141_162946	0.6799	0.2329	0.0872
k141_21687	0.7866	0.1261	0.0873
k141_301979	0.9288	0.0519	0.0193
k141_232702	0.7130	0.1347	0.1523
k141_162948	0.7215	0.1970	0.0815
k141_301983	0.7993	0.1505	0.0502
k141_512547	0.1795	0.1548	0.6657
k141_232704	0.8684	0.0964	0.0353
k141_21693	0.9263	0.0553	0.0184
k141_232707	0.8998	0.0683	0.0320
k141_162951	0.9025	0.0736	0.0240
k141_232708	0.5163	0.2591	0.2246
k141_91413	0.3738	0.4014	0.2248
k141_21697	0.5248	0.2886	0.1866
k141_442135	0.8524	0.1185	0.0292
k141_301990	0.9333	0.0500	0.0167
k141_162952	0.7456	0.0786	0.1758
k141_232709	0.8602	0.1110	0.0288
k141_301991	0.9535	0.0340	0.0125
k141_301992	0.2859	0.2024	0.5117
k141_162953	0.9665	0.0242	0.0093
k141_442138	0.6185	0.2733	0.1083
k141_232711	0.3055	0.6121	0.0824
k141_232712	0.3294	0.3430	0.3276
k141_91419	0.8507	0.1118	0.0375
k141_21701	0.7669	0.1165	0.1166
k141_232713	0.4430	0.3212	0.2358
k141_21703	0.1268	0.5215	0.3517
k141_301997	0.9533	0.0352	0.0114
k141_91420	0.1477	0.7120	0.1403
k141_232714	0.4203	0.3154	0.2643
k141_442141	0.8093	0.1130	0.0777
k141_232716	0.7143	0.1880	0.0977
k141_302000	0.6202	0.1845	0.1953
k141_21704	0.9641	0.0259	0.0100
k141_442145	0.0133	0.0184	0.9683
k141_91424	0.1270	0.8395	0.0336
k141_302003	0.6326	0.2365	0.1309
k141_232719	0.6033	0.2948	0.1019
k141_512555	0.9298	0.0435	0.0267
k141_232720	0.6211	0.2321	0.1468
k141_91425	0.8661	0.0902	0.0437
k141_302007	0.5990	0.2570	0.1440
k141_442150	0.4922	0.3533	0.1545
k141_442152	0.6829	0.1603	0.1568
k141_91428	0.5261	0.2673	0.2065
k141_232726	0.9128	0.0613	0.0259
k141_512562	0.8922	0.0713	0.0365
k141_91431	0.0282	0.0463	0.9255
k141_21706	0.0068	0.0113	0.9820
k141_442155	0.9566	0.0314	0.0120
k141_302020	0.1377	0.5341	0.3282
k141_232735	0.1104	0.7973	0.0923
k141_302021	0.1074	0.5764	0.3163
k141_232737	0.9238	0.0524	0.0238
k141_21708	0.7586	0.1553	0.0861
k141_442164	0.4360	0.3378	0.2262
k141_21709	0.0352	0.0576	0.9072
k141_232738	0.8477	0.0758	0.0764
k141_442165	0.9463	0.0426	0.0111
k141_302022	0.1199	0.4531	0.4270
k141_21710	0.1823	0.1402	0.6775
k141_512564	0.9660	0.0234	0.0106
k141_232740	0.9387	0.0460	0.0153
k141_302024	0.2554	0.1531	0.5915
k141_232742	0.5737	0.3237	0.1026
k141_442167	0.9603	0.0296	0.0101
k141_512568	0.5686	0.3083	0.1232
k141_442168	0.0102	0.0215	0.9683
k141_21712	0.6738	0.1725	0.1538
k141_302029	0.3146	0.1659	0.5195
k141_21713	0.9539	0.0355	0.0106
k141_442174	0.5874	0.2930	0.1196
k141_512573	0.7410	0.1860	0.0731
k141_442176	0.9442	0.0400	0.0158
k141_302034	0.2917	0.0669	0.6414
k141_232744	0.5137	0.4366	0.0497
k141_21715	0.6895	0.1848	0.1257
k141_302036	0.3484	0.4648	0.1868
k141_442178	0.5865	0.3967	0.0168
k141_512578	0.9661	0.0225	0.0114
k141_21720	0.8318	0.1305	0.0376
k141_442180	0.9308	0.0428	0.0264
k141_232749	0.0076	0.0119	0.9805
k141_302041	0.7595	0.1520	0.0885
k141_442182	0.7106	0.1435	0.1459
k141_232750	0.1467	0.0377	0.8155
k141_232751	0.0335	0.0387	0.9278
k141_302045	0.3897	0.3081	0.3021
k141_442183	0.8903	0.0806	0.0291
k141_91436	0.0131	0.0374	0.9495
k141_302047	0.9265	0.0541	0.0194
k141_512579	0.7770	0.1775	0.0455
k141_232753	0.3621	0.3406	0.2974
k141_91437	0.0732	0.0883	0.8385
k141_512585	0.7203	0.1837	0.0960
k141_232755	0.9314	0.0528	0.0159
k141_232759	0.4806	0.1875	0.3319
k141_302058	0.9068	0.0579	0.0353
k141_512586	0.9767	0.0173	0.0060
k141_232760	0.9773	0.0165	0.0062
k141_512587	0.9221	0.0460	0.0319
k141_162954	0.9745	0.0178	0.0077
k141_232762	0.2940	0.3025	0.4035
k141_91438	0.9754	0.0178	0.0068
k141_232763	0.5673	0.2562	0.1766
k141_302065	0.5874	0.3026	0.1100
k141_162955	0.5564	0.3715	0.0721
k141_232764	0.5420	0.4057	0.0523
k141_91439	0.0433	0.0355	0.9211
k141_512592	0.7699	0.1473	0.0828
k141_302067	0.3128	0.4027	0.2844
k141_232768	0.9242	0.0589	0.0169
k141_162960	0.9382	0.0461	0.0157
k141_91442	0.0083	0.0161	0.9756
k141_302072	0.8523	0.1098	0.0378
k141_21723	0.8783	0.0858	0.0359
k141_232769	0.0473	0.0543	0.8984
k141_302073	0.0897	0.1193	0.7910
k141_162963	0.4529	0.3581	0.1889
k141_232770	0.9360	0.0414	0.0225
k141_512600	0.2219	0.1764	0.6018
k141_512601	0.3642	0.4367	0.1991
k141_162964	0.9473	0.0374	0.0153
k141_91444	0.9767	0.0168	0.0065
k141_21726	0.9494	0.0350	0.0156
k141_162966	0.7685	0.1920	0.0395
k141_21728	0.2177	0.1468	0.6355
k141_302077	0.7944	0.1778	0.0277
k141_91449	0.5876	0.1738	0.2386
k141_512603	0.7795	0.1452	0.0753
k141_442201	0.9655	0.0233	0.0113
k141_91451	0.2266	0.2451	0.5283
k141_302081	0.8817	0.0926	0.0257
k141_232782	0.0142	0.0583	0.9275
k141_232783	0.7760	0.1267	0.0973
k141_512604	0.1745	0.7574	0.0681
k141_442204	0.9417	0.0428	0.0155
k141_21729	0.9659	0.0247	0.0094
k141_442205	0.0162	0.0281	0.9558
k141_512607	0.2099	0.3768	0.4133
k141_91453	0.6760	0.2924	0.0317
k141_162968	0.9609	0.0276	0.0115
k141_512608	0.0355	0.0194	0.9451
k141_91455	0.1143	0.0394	0.8462
k141_302085	0.9419	0.0436	0.0145
k141_232790	0.3086	0.4813	0.2102
k141_442209	0.9171	0.0589	0.0241
k141_512609	0.8175	0.1088	0.0736
k141_442210	0.9409	0.0421	0.0171
k141_21737	0.7628	0.1666	0.0706
k141_91456	0.3779	0.4519	0.1701
k141_232793	0.9310	0.0514	0.0175
k141_162976	0.5457	0.1737	0.2806
k141_91458	0.6444	0.1845	0.1711
k141_512615	0.9366	0.0526	0.0108
k141_162978	0.4115	0.4686	0.1199
k141_302095	0.9057	0.0711	0.0232
k141_21745	0.4464	0.3355	0.2181
k141_91460	0.2636	0.2101	0.5262
k141_162979	0.4430	0.3502	0.2068
k141_442221	0.0377	0.0661	0.8962
k141_232796	0.9563	0.0299	0.0138
k141_162980	0.9345	0.0443	0.0213
k141_512622	0.1914	0.3843	0.4242
k141_442223	0.3197	0.4198	0.2606
k141_91463	0.7640	0.1125	0.1235
k141_302098	0.0081	0.0154	0.9766
k141_162982	0.0089	0.0136	0.9774
k141_442224	0.4703	0.2773	0.2524
k141_512625	0.0407	0.6399	0.3194
k141_91467	0.6831	0.1564	0.1605
k141_302104	0.9292	0.0542	0.0166
k141_232807	0.9636	0.0257	0.0107
k141_512628	0.3553	0.4433	0.2014
k141_302105	0.0819	0.3316	0.5865
k141_232808	0.3723	0.2679	0.3599
k141_91469	0.8323	0.1286	0.0392
k141_302106	0.1241	0.5507	0.3252
k141_162993	0.7334	0.1419	0.1247
k141_91471	0.2475	0.3320	0.4205
k141_302107	0.1923	0.2532	0.5545
k141_302108	0.2021	0.4748	0.3230
k141_91473	0.9436	0.0437	0.0127
k141_442225	0.9712	0.0197	0.0090
k141_232815	0.6813	0.1818	0.1370
k141_302109	0.9445	0.0406	0.0149
k141_232818	0.7589	0.1189	0.1222
k141_442226	0.7242	0.1800	0.0958
k141_302111	0.9338	0.0506	0.0155
k141_91478	0.6242	0.2388	0.1370
k141_442228	0.0348	0.0305	0.9348
k141_232820	0.8167	0.1132	0.0701
k141_21750	0.9666	0.0245	0.0089
k141_232821	0.5330	0.2402	0.2268
k141_442229	0.8851	0.0969	0.0180
k141_162996	0.9447	0.0394	0.0159
k141_91485	0.1568	0.6373	0.2059
k141_21754	0.5421	0.2242	0.2338
k141_302125	0.8937	0.0847	0.0216
k141_162998	0.3183	0.5215	0.1603
k141_232826	0.9242	0.0517	0.0241
k141_21755	0.9764	0.0168	0.0068
k141_163003	0.1638	0.4822	0.3540
k141_442239	0.7308	0.1639	0.1053
k141_163004	0.9614	0.0278	0.0109
k141_302131	0.9421	0.0402	0.0177
k141_232828	0.5279	0.3226	0.1495
k141_21756	0.9581	0.0302	0.0117
k141_442241	0.2786	0.5110	0.2103
k141_232829	0.8918	0.0683	0.0398
k141_21757	0.4195	0.3584	0.2221
k141_232831	0.5300	0.3077	0.1623
k141_163006	0.0082	0.0193	0.9725
k141_302133	0.9665	0.0236	0.0099
k141_371941	0.9559	0.0315	0.0126
k141_91488	0.6720	0.2715	0.0565
k141_442249	0.9083	0.0667	0.0251
k141_232833	0.9612	0.0300	0.0087
k141_302136	0.1227	0.3065	0.5707
k141_512630	0.9203	0.0589	0.0207
k141_442253	0.6240	0.2440	0.1319
k141_371943	0.9571	0.0321	0.0108
